"Step","visionary-sweep-1 - Ensamble 0 - Winter predictions (24h) Hub: NP15","visionary-sweep-1 - Ensamble 0 - Winter predictions (24h) Hub: NP15__MIN","visionary-sweep-1 - Ensamble 0 - Winter predictions (24h) Hub: NP15__MAX","visionary-sweep-1 - Ensamble 1 - Winter predictions (24h) Hub: NP15","visionary-sweep-1 - Ensamble 1 - Winter predictions (24h) Hub: NP15__MIN","visionary-sweep-1 - Ensamble 1 - Winter predictions (24h) Hub: NP15__MAX","visionary-sweep-1 - Ensamble 2 - Winter predictions (24h) Hub: NP15","visionary-sweep-1 - Ensamble 2 - Winter predictions (24h) Hub: NP15__MIN","visionary-sweep-1 - Ensamble 2 - Winter predictions (24h) Hub: NP15__MAX","visionary-sweep-1 - Ensamble 3 - Winter predictions (24h) Hub: NP15","visionary-sweep-1 - Ensamble 3 - Winter predictions (24h) Hub: NP15__MIN","visionary-sweep-1 - Ensamble 3 - Winter predictions (24h) Hub: NP15__MAX","visionary-sweep-1 - Ensamble 4 - Winter predictions (24h) Hub: NP15","visionary-sweep-1 - Ensamble 4 - Winter predictions (24h) Hub: NP15__MIN","visionary-sweep-1 - Ensamble 4 - Winter predictions (24h) Hub: NP15__MAX","visionary-sweep-1 - Ensamble 0 - Winter targets (24h) Hub: NP15","visionary-sweep-1 - Ensamble 0 - Winter targets (24h) Hub: NP15__MIN","visionary-sweep-1 - Ensamble 0 - Winter targets (24h) Hub: NP15__MAX"
"16","14.453424453735352","14.453424453735352","14.453424453735352","14.254851341247559","14.254851341247559","14.254851341247559","15.667459487915039","15.667459487915039","15.667459487915039","14.19482421875","14.19482421875","14.19482421875","16.791410446166992","16.791410446166992","16.791410446166992","14.569999694824219","14.569999694824219","14.569999694824219"
"17","14.009477615356445","14.009477615356445","14.009477615356445","13.803375244140625","13.803375244140625","13.803375244140625","18.349613189697266","18.349613189697266","18.349613189697266","13.701042175292969","13.701042175292969","13.701042175292969","19.36595344543457","19.36595344543457","19.36595344543457","16.190000534057617","16.190000534057617","16.190000534057617"
"18","13.603087425231934","13.603087425231934","13.603087425231934","13.429898262023926","13.429898262023926","13.429898262023926","18.183671951293945","18.183671951293945","18.183671951293945","13.230256080627441","13.230256080627441","13.230256080627441","18.21535301208496","18.21535301208496","18.21535301208496","19.190000534057617","19.190000534057617","19.190000534057617"
"19","13.177947044372559","13.177947044372559","13.177947044372559","13.113865852355957","13.113865852355957","13.113865852355957","15.076082229614258","15.076082229614258","15.076082229614258","12.80724811553955","12.80724811553955","12.80724811553955","14.303558349609375","14.303558349609375","14.303558349609375","19.670000076293945","19.670000076293945","19.670000076293945"
"20","12.900582313537598","12.900582313537598","12.900582313537598","12.764887809753418","12.764887809753418","12.764887809753418","12.236907958984375","12.236907958984375","12.236907958984375","12.523368835449219","12.523368835449219","12.523368835449219","12.205907821655273","12.205907821655273","12.205907821655273","14.100000381469727","14.100000381469727","14.100000381469727"
"21","12.581944465637207","12.581944465637207","12.581944465637207","12.56845760345459","12.56845760345459","12.56845760345459","11.168453216552734","11.168453216552734","11.168453216552734","12.252447128295898","12.252447128295898","12.252447128295898","10.934556007385254","10.934556007385254","10.934556007385254","11.869999885559082","11.869999885559082","11.869999885559082"
"22","12.4224853515625","12.4224853515625","12.4224853515625","12.437688827514648","12.437688827514648","12.437688827514648","10.643723487854004","10.643723487854004","10.643723487854004","12.031476974487305","12.031476974487305","12.031476974487305","10.856094360351562","10.856094360351562","10.856094360351562","10.680000305175781","10.680000305175781","10.680000305175781"
"23","12.297911643981934","12.297911643981934","12.297911643981934","12.011399269104004","12.011399269104004","12.011399269104004","10.355871200561523","10.355871200561523","10.355871200561523","12.054191589355469","12.054191589355469","12.054191589355469","11.222846984863281","11.222846984863281","11.222846984863281","11.6899995803833","11.6899995803833","11.6899995803833"
"24","12.408390998840332","12.408390998840332","12.408390998840332","10.015434265136719","10.015434265136719","10.015434265136719","8.025213241577148","8.025213241577148","8.025213241577148","10.833614349365234","10.833614349365234","10.833614349365234","12.138673782348633","12.138673782348633","12.138673782348633","12.210000038146973","12.210000038146973","12.210000038146973"
"25","12.94644832611084","12.94644832611084","12.94644832611084","10.221505165100098","10.221505165100098","10.221505165100098","7.5983171463012695","7.5983171463012695","7.5983171463012695","10.73250675201416","10.73250675201416","10.73250675201416","12.501972198486328","12.501972198486328","12.501972198486328","9.8100004196167","9.8100004196167","9.8100004196167"
"26","16.717632293701172","16.717632293701172","16.717632293701172","11.777191162109375","11.777191162109375","11.777191162109375","8.830141067504883","8.830141067504883","8.830141067504883","11.430305480957031","11.430305480957031","11.430305480957031","14.553045272827148","14.553045272827148","14.553045272827148","9.079999923706055","9.079999923706055","9.079999923706055"
"27","23.124759674072266","23.124759674072266","23.124759674072266","15.260663986206055","15.260663986206055","15.260663986206055","14.134988784790039","14.134988784790039","14.134988784790039","13.555129051208496","13.555129051208496","13.555129051208496","19.211502075195312","19.211502075195312","19.211502075195312","11.170000076293945","11.170000076293945","11.170000076293945"
"28","26.172082901000977","26.172082901000977","26.172082901000977","20.931625366210938","20.931625366210938","20.931625366210938","24.984445571899414","24.984445571899414","24.984445571899414","19.13261604309082","19.13261604309082","19.13261604309082","25.153867721557617","25.153867721557617","25.153867721557617","19.239999771118164","19.239999771118164","19.239999771118164"
"29","23.63030433654785","23.63030433654785","23.63030433654785","21.992069244384766","21.992069244384766","21.992069244384766","25.1667423248291","25.1667423248291","25.1667423248291","20.01767921447754","20.01767921447754","20.01767921447754","22.463382720947266","22.463382720947266","22.463382720947266","27.65999984741211","27.65999984741211","27.65999984741211"
"30","21.742023468017578","21.742023468017578","21.742023468017578","20.535385131835938","20.535385131835938","20.535385131835938","24.34181785583496","24.34181785583496","24.34181785583496","18.94757652282715","18.94757652282715","18.94757652282715","20.943164825439453","20.943164825439453","20.943164825439453","21.049999237060547","21.049999237060547","21.049999237060547"
"31","18.438980102539062","18.438980102539062","18.438980102539062","18.3480281829834","18.3480281829834","18.3480281829834","22.036806106567383","22.036806106567383","22.036806106567383","17.566394805908203","17.566394805908203","17.566394805908203","18.416404724121094","18.416404724121094","18.416404724121094","15.390000343322754","15.390000343322754","15.390000343322754"
"32","16.151744842529297","16.151744842529297","16.151744842529297","14.650362014770508","14.650362014770508","14.650362014770508","16.663339614868164","16.663339614868164","16.663339614868164","14.920575141906738","14.920575141906738","14.920575141906738","15.608108520507812","15.608108520507812","15.608108520507812","13.350000381469727","13.350000381469727","13.350000381469727"
"33","14.88150691986084","14.88150691986084","14.88150691986084","13.934507369995117","13.934507369995117","13.934507369995117","14.718610763549805","14.718610763549805","14.718610763549805","14.32349967956543","14.32349967956543","14.32349967956543","14.273581504821777","14.273581504821777","14.273581504821777","13.710000038146973","13.710000038146973","13.710000038146973"
"34","13.881114959716797","13.881114959716797","13.881114959716797","13.537694931030273","13.537694931030273","13.537694931030273","13.424524307250977","13.424524307250977","13.424524307250977","14.075425148010254","14.075425148010254","14.075425148010254","13.649683952331543","13.649683952331543","13.649683952331543","12.9399995803833","12.9399995803833","12.9399995803833"
"35","13.627298355102539","13.627298355102539","13.627298355102539","13.077079772949219","13.077079772949219","13.077079772949219","12.772919654846191","12.772919654846191","12.772919654846191","13.658266067504883","13.658266067504883","13.658266067504883","13.68365478515625","13.68365478515625","13.68365478515625","12.289999961853027","12.289999961853027","12.289999961853027"
"36","14.05030632019043","14.05030632019043","14.05030632019043","12.561873435974121","12.561873435974121","12.561873435974121","12.570119857788086","12.570119857788086","12.570119857788086","12.685922622680664","12.685922622680664","12.685922622680664","13.607162475585938","13.607162475585938","13.607162475585938","13.930000305175781","13.930000305175781","13.930000305175781"
"37","16.442562103271484","16.442562103271484","16.442562103271484","11.610625267028809","11.610625267028809","11.610625267028809","13.530683517456055","13.530683517456055","13.530683517456055","11.844415664672852","11.844415664672852","11.844415664672852","12.861544609069824","12.861544609069824","12.861544609069824","13.789999961853027","13.789999961853027","13.789999961853027"
"38","16.232330322265625","16.232330322265625","16.232330322265625","11.134305953979492","11.134305953979492","11.134305953979492","13.906061172485352","13.906061172485352","13.906061172485352","11.417686462402344","11.417686462402344","11.417686462402344","12.685806274414062","12.685806274414062","12.685806274414062","16.860000610351562","16.860000610351562","16.860000610351562"
"39","12.777321815490723","12.777321815490723","12.777321815490723","10.652627944946289","10.652627944946289","10.652627944946289","13.188787460327148","13.188787460327148","13.188787460327148","10.917810440063477","10.917810440063477","10.917810440063477","11.618083000183105","11.618083000183105","11.618083000183105","15.739999771118164","15.739999771118164","15.739999771118164"
"40","11.059050559997559","11.059050559997559","11.059050559997559","10.205798149108887","10.205798149108887","10.205798149108887","11.404348373413086","11.404348373413086","11.404348373413086","10.379417419433594","10.379417419433594","10.379417419433594","10.878782272338867","10.878782272338867","10.878782272338867","11.800000190734863","11.800000190734863","11.800000190734863"
"41","10.120942115783691","10.120942115783691","10.120942115783691","10.04098892211914","10.04098892211914","10.04098892211914","9.803133010864258","9.803133010864258","9.803133010864258","9.830819129943848","9.830819129943848","9.830819129943848","10.244147300720215","10.244147300720215","10.244147300720215","10.239999771118164","10.239999771118164","10.239999771118164"
"42","9.519824981689453","9.519824981689453","9.519824981689453","9.810037612915039","9.810037612915039","9.810037612915039","9.035776138305664","9.035776138305664","9.035776138305664","9.184774398803711","9.184774398803711","9.184774398803711","9.92793083190918","9.92793083190918","9.92793083190918","8.65999984741211","8.65999984741211","8.65999984741211"
"43","8.696699142456055","8.696699142456055","8.696699142456055","8.18078899383545","8.18078899383545","8.18078899383545","8.304356575012207","8.304356575012207","8.304356575012207","7.865058898925781","7.865058898925781","7.865058898925781","8.707746505737305","8.707746505737305","8.707746505737305","7.579999923706055","7.579999923706055","7.579999923706055"
"44","8.334956169128418","8.334956169128418","8.334956169128418","7.711876392364502","7.711876392364502","7.711876392364502","6.788215637207031","6.788215637207031","6.788215637207031","7.184466361999512","7.184466361999512","7.184466361999512","8.361527442932129","8.361527442932129","8.361527442932129","4.150000095367432","4.150000095367432","4.150000095367432"
"45","8.266520500183105","8.266520500183105","8.266520500183105","8.747528076171875","8.747528076171875","8.747528076171875","6.445867538452148","6.445867538452148","6.445867538452148","7.84172248840332","7.84172248840332","7.84172248840332","8.861502647399902","8.861502647399902","8.861502647399902","1.1799999475479126","1.1799999475479126","1.1799999475479126"
"46","9.605284690856934","9.605284690856934","9.605284690856934","10.97617244720459","10.97617244720459","10.97617244720459","6.304997444152832","6.304997444152832","6.304997444152832","9.753631591796875","9.753631591796875","9.753631591796875","9.575811386108398","9.575811386108398","9.575811386108398","9.020000457763672","9.020000457763672","9.020000457763672"
"47","15.289572715759277","15.289572715759277","15.289572715759277","15.18105411529541","15.18105411529541","15.18105411529541","9.654542922973633","9.654542922973633","9.654542922973633","14.155694961547852","14.155694961547852","14.155694961547852","15.002080917358398","15.002080917358398","15.002080917358398","16.360000610351562","16.360000610351562","16.360000610351562"
"48","23.462251663208008","23.462251663208008","23.462251663208008","22.14850425720215","22.14850425720215","22.14850425720215","23.826745986938477","23.826745986938477","23.826745986938477","21.63225555419922","21.63225555419922","21.63225555419922","22.078603744506836","22.078603744506836","22.078603744506836","20.8799991607666","20.8799991607666","20.8799991607666"
"49","21.575580596923828","21.575580596923828","21.575580596923828","27.820392608642578","27.820392608642578","27.820392608642578","25.73238754272461","25.73238754272461","25.73238754272461","21.11593246459961","21.11593246459961","21.11593246459961","30.965177536010742","30.965177536010742","30.965177536010742","28.969999313354492","28.969999313354492","28.969999313354492"
"50","21.617961883544922","21.617961883544922","21.617961883544922","28.64106559753418","28.64106559753418","28.64106559753418","23.20840835571289","23.20840835571289","23.20840835571289","20.35384750366211","20.35384750366211","20.35384750366211","26.294784545898438","26.294784545898438","26.294784545898438","23.709999084472656","23.709999084472656","23.709999084472656"
"51","19.237462997436523","19.237462997436523","19.237462997436523","29.074949264526367","29.074949264526367","29.074949264526367","19.78445053100586","19.78445053100586","19.78445053100586","20.1248779296875","20.1248779296875","20.1248779296875","24.66408348083496","24.66408348083496","24.66408348083496","18.25","18.25","18.25"
"52","17.470577239990234","17.470577239990234","17.470577239990234","26.526195526123047","26.526195526123047","26.526195526123047","17.691789627075195","17.691789627075195","17.691789627075195","19.758102416992188","19.758102416992188","19.758102416992188","21.109437942504883","21.109437942504883","21.109437942504883","18.920000076293945","18.920000076293945","18.920000076293945"
"53","15.78834342956543","15.78834342956543","15.78834342956543","21.81075096130371","21.81075096130371","21.81075096130371","16.4444522857666","16.4444522857666","16.4444522857666","18.870742797851562","18.870742797851562","18.870742797851562","17.51571273803711","17.51571273803711","17.51571273803711","19.56999969482422","19.56999969482422","19.56999969482422"
"54","14.745652198791504","14.745652198791504","14.745652198791504","19.461185455322266","19.461185455322266","19.461185455322266","14.818851470947266","14.818851470947266","14.818851470947266","17.459918975830078","17.459918975830078","17.459918975830078","16.18964958190918","16.18964958190918","16.18964958190918","16.209999084472656","16.209999084472656","16.209999084472656"
"55","14.247340202331543","14.247340202331543","14.247340202331543","17.10959243774414","17.10959243774414","17.10959243774414","14.097007751464844","14.097007751464844","14.097007751464844","16.489948272705078","16.489948272705078","16.489948272705078","15.713241577148438","15.713241577148438","15.713241577148438","14.739999771118164","14.739999771118164","14.739999771118164"
"56","13.797380447387695","13.797380447387695","13.797380447387695","14.988526344299316","14.988526344299316","14.988526344299316","13.837806701660156","13.837806701660156","13.837806701660156","14.86897087097168","14.86897087097168","14.86897087097168","15.211823463439941","15.211823463439941","15.211823463439941","15.579999923706055","15.579999923706055","15.579999923706055"
"57","13.504003524780273","13.504003524780273","13.504003524780273","14.268607139587402","14.268607139587402","14.268607139587402","13.256330490112305","13.256330490112305","13.256330490112305","14.245782852172852","14.245782852172852","14.245782852172852","14.421219825744629","14.421219825744629","14.421219825744629","16.270000457763672","16.270000457763672","16.270000457763672"
"58","13.434837341308594","13.434837341308594","13.434837341308594","14.00281047821045","14.00281047821045","14.00281047821045","13.086525917053223","13.086525917053223","13.086525917053223","14.024219512939453","14.024219512939453","14.024219512939453","14.391959190368652","14.391959190368652","14.391959190368652","15.380000114440918","15.380000114440918","15.380000114440918"
"59","13.5825834274292","13.5825834274292","13.5825834274292","14.384252548217773","14.384252548217773","14.384252548217773","13.237602233886719","13.237602233886719","13.237602233886719","14.333462715148926","14.333462715148926","14.333462715148926","14.638887405395508","14.638887405395508","14.638887405395508","15.279999732971191","15.279999732971191","15.279999732971191"
"60","14.49380111694336","14.49380111694336","14.49380111694336","16.010618209838867","16.010618209838867","16.010618209838867","14.582340240478516","14.582340240478516","14.582340240478516","15.55593204498291","15.55593204498291","15.55593204498291","15.69715404510498","15.69715404510498","15.69715404510498","16.6299991607666","16.6299991607666","16.6299991607666"
"61","16.733810424804688","16.733810424804688","16.733810424804688","19.809871673583984","19.809871673583984","19.809871673583984","18.01668357849121","18.01668357849121","18.01668357849121","18.00550079345703","18.00550079345703","18.00550079345703","17.928264617919922","17.928264617919922","17.928264617919922","19.440000534057617","19.440000534057617","19.440000534057617"
"62","22.466238021850586","22.466238021850586","22.466238021850586","23.230815887451172","23.230815887451172","23.230815887451172","23.324853897094727","23.324853897094727","23.324853897094727","24.192718505859375","24.192718505859375","24.192718505859375","21.861278533935547","21.861278533935547","21.861278533935547","26.6299991607666","26.6299991607666","26.6299991607666"
"63","22.715078353881836","22.715078353881836","22.715078353881836","23.567026138305664","23.567026138305664","23.567026138305664","22.974035263061523","22.974035263061523","22.974035263061523","27.398208618164062","27.398208618164062","27.398208618164062","25.2249698638916","25.2249698638916","25.2249698638916","33","33","33"
"64","18.294511795043945","18.294511795043945","18.294511795043945","18.32186508178711","18.32186508178711","18.32186508178711","16.88625717163086","16.88625717163086","16.88625717163086","25.350341796875","25.350341796875","25.350341796875","21.01739501953125","21.01739501953125","21.01739501953125","20.110000610351562","20.110000610351562","20.110000610351562"
"65","15.500419616699219","15.500419616699219","15.500419616699219","14.107010841369629","14.107010841369629","14.107010841369629","12.284112930297852","12.284112930297852","12.284112930297852","18.695053100585938","18.695053100585938","18.695053100585938","16.67379379272461","16.67379379272461","16.67379379272461","15.25","15.25","15.25"
"66","14.90125846862793","14.90125846862793","14.90125846862793","12.284811973571777","12.284811973571777","12.284811973571777","11.012012481689453","11.012012481689453","11.012012481689453","14.80703067779541","14.80703067779541","14.80703067779541","14.257431030273438","14.257431030273438","14.257431030273438","14.949999809265137","14.949999809265137","14.949999809265137"
"67","13.500457763671875","13.500457763671875","13.500457763671875","11.487068176269531","11.487068176269531","11.487068176269531","10.685044288635254","10.685044288635254","10.685044288635254","13.64635181427002","13.64635181427002","13.64635181427002","13.099709510803223","13.099709510803223","13.099709510803223","14.399999618530273","14.399999618530273","14.399999618530273"
"68","12.870912551879883","12.870912551879883","12.870912551879883","11.496984481811523","11.496984481811523","11.496984481811523","9.349499702453613","9.349499702453613","9.349499702453613","12.589394569396973","12.589394569396973","12.589394569396973","12.175654411315918","12.175654411315918","12.175654411315918","14.300000190734863","14.300000190734863","14.300000190734863"
"69","12.753377914428711","12.753377914428711","12.753377914428711","11.93847370147705","11.93847370147705","11.93847370147705","8.704974174499512","8.704974174499512","8.704974174499512","12.241012573242188","12.241012573242188","12.241012573242188","12.546586036682129","12.546586036682129","12.546586036682129","14.0600004196167","14.0600004196167","14.0600004196167"
"70","12.423789978027344","12.423789978027344","12.423789978027344","12.637713432312012","12.637713432312012","12.637713432312012","9.47640609741211","9.47640609741211","9.47640609741211","12.470202445983887","12.470202445983887","12.470202445983887","13.547019004821777","13.547019004821777","13.547019004821777","16.3700008392334","16.3700008392334","16.3700008392334"
"71","13.108662605285645","13.108662605285645","13.108662605285645","14.151931762695312","14.151931762695312","14.151931762695312","12.077796936035156","12.077796936035156","12.077796936035156","13.500025749206543","13.500025749206543","13.500025749206543","15.345839500427246","15.345839500427246","15.345839500427246","17.350000381469727","17.350000381469727","17.350000381469727"
"72","18.416351318359375","18.416351318359375","18.416351318359375","19.723384857177734","19.723384857177734","19.723384857177734","19.163124084472656","19.163124084472656","19.163124084472656","13.574037551879883","13.574037551879883","13.574037551879883","17.806346893310547","17.806346893310547","17.806346893310547","24.209999084472656","24.209999084472656","24.209999084472656"
"73","24.271366119384766","24.271366119384766","24.271366119384766","26.411216735839844","26.411216735839844","26.411216735839844","28.242868423461914","28.242868423461914","28.242868423461914","19.48187828063965","19.48187828063965","19.48187828063965","27.695802688598633","27.695802688598633","27.695802688598633","26.15999984741211","26.15999984741211","26.15999984741211"
"74","27.672649383544922","27.672649383544922","27.672649383544922","24.788543701171875","24.788543701171875","24.788543701171875","33.64630126953125","33.64630126953125","33.64630126953125","27.60115623474121","27.60115623474121","27.60115623474121","33.41797637939453","33.41797637939453","33.41797637939453","25.969999313354492","25.969999313354492","25.969999313354492"
"75","27.046817779541016","27.046817779541016","27.046817779541016","23.65485382080078","23.65485382080078","23.65485382080078","33.72857666015625","33.72857666015625","33.72857666015625","27.711589813232422","27.711589813232422","27.711589813232422","30.97372817993164","30.97372817993164","30.97372817993164","26.690000534057617","26.690000534057617","26.690000534057617"
"76","24.63522720336914","24.63522720336914","24.63522720336914","19.70465087890625","19.70465087890625","19.70465087890625","30.027589797973633","30.027589797973633","30.027589797973633","24.56592559814453","24.56592559814453","24.56592559814453","29.789709091186523","29.789709091186523","29.789709091186523","23.510000228881836","23.510000228881836","23.510000228881836"
"77","20.936086654663086","20.936086654663086","20.936086654663086","18.88921356201172","18.88921356201172","18.88921356201172","26.261913299560547","26.261913299560547","26.261913299560547","22.319873809814453","22.319873809814453","22.319873809814453","24.754331588745117","24.754331588745117","24.754331588745117","22.420000076293945","22.420000076293945","22.420000076293945"
"78","17.295764923095703","17.295764923095703","17.295764923095703","15.604546546936035","15.604546546936035","15.604546546936035","22.116323471069336","22.116323471069336","22.116323471069336","18.17776870727539","18.17776870727539","18.17776870727539","18.35497283935547","18.35497283935547","18.35497283935547","19.34000015258789","19.34000015258789","19.34000015258789"
"79","15.438787460327148","15.438787460327148","15.438787460327148","14.676196098327637","14.676196098327637","14.676196098327637","17.638090133666992","17.638090133666992","17.638090133666992","15.47026538848877","15.47026538848877","15.47026538848877","15.458247184753418","15.458247184753418","15.458247184753418","16.68000030517578","16.68000030517578","16.68000030517578"
"80","14.475110054016113","14.475110054016113","14.475110054016113","14.118489265441895","14.118489265441895","14.118489265441895","16.381675720214844","16.381675720214844","16.381675720214844","14.744606971740723","14.744606971740723","14.744606971740723","15.768121719360352","15.768121719360352","15.768121719360352","14.1899995803833","14.1899995803833","14.1899995803833"
"81","14.119449615478516","14.119449615478516","14.119449615478516","14.016562461853027","14.016562461853027","14.016562461853027","15.341809272766113","15.341809272766113","15.341809272766113","13.902223587036133","13.902223587036133","13.902223587036133","15.2645263671875","15.2645263671875","15.2645263671875","14.369999885559082","14.369999885559082","14.369999885559082"
"82","13.859612464904785","13.859612464904785","13.859612464904785","14.018993377685547","14.018993377685547","14.018993377685547","15.209321022033691","15.209321022033691","15.209321022033691","14.097567558288574","14.097567558288574","14.097567558288574","15.709440231323242","15.709440231323242","15.709440231323242","14.149999618530273","14.149999618530273","14.149999618530273"
"83","14.160005569458008","14.160005569458008","14.160005569458008","14.697689056396484","14.697689056396484","14.697689056396484","15.6514253616333","15.6514253616333","15.6514253616333","15.317208290100098","15.317208290100098","15.317208290100098","17.032302856445312","17.032302856445312","17.032302856445312","14.119999885559082","14.119999885559082","14.119999885559082"
"84","15.253287315368652","15.253287315368652","15.253287315368652","16.261474609375","16.261474609375","16.261474609375","17.342058181762695","17.342058181762695","17.342058181762695","17.997194290161133","17.997194290161133","17.997194290161133","19.597862243652344","19.597862243652344","19.597862243652344","16.239999771118164","16.239999771118164","16.239999771118164"
