"Step","visionary-sweep-1 - Ensamble 0 - Winter predictions (24h) Hub: NP15","visionary-sweep-1 - Ensamble 0 - Winter predictions (24h) Hub: NP15__MIN","visionary-sweep-1 - Ensamble 0 - Winter predictions (24h) Hub: NP15__MAX","visionary-sweep-1 - Ensamble 1 - Winter predictions (24h) Hub: NP15","visionary-sweep-1 - Ensamble 1 - Winter predictions (24h) Hub: NP15__MIN","visionary-sweep-1 - Ensamble 1 - Winter predictions (24h) Hub: NP15__MAX","visionary-sweep-1 - Ensamble 2 - Winter predictions (24h) Hub: NP15","visionary-sweep-1 - Ensamble 2 - Winter predictions (24h) Hub: NP15__MIN","visionary-sweep-1 - Ensamble 2 - Winter predictions (24h) Hub: NP15__MAX","visionary-sweep-1 - Ensamble 3 - Winter predictions (24h) Hub: NP15","visionary-sweep-1 - Ensamble 3 - Winter predictions (24h) Hub: NP15__MIN","visionary-sweep-1 - Ensamble 3 - Winter predictions (24h) Hub: NP15__MAX","visionary-sweep-1 - Ensamble 4 - Winter predictions (24h) Hub: NP15","visionary-sweep-1 - Ensamble 4 - Winter predictions (24h) Hub: NP15__MIN","visionary-sweep-1 - Ensamble 4 - Winter predictions (24h) Hub: NP15__MAX","visionary-sweep-1 - Ensamble 0 - Winter targets (24h) Hub: NP15","visionary-sweep-1 - Ensamble 0 - Winter targets (24h) Hub: NP15__MIN","visionary-sweep-1 - Ensamble 0 - Winter targets (24h) Hub: NP15__MAX"
"85","17.535524368286133","17.535524368286133","17.535524368286133","17.502918243408203","17.502918243408203","17.502918243408203","20.78019905090332","20.78019905090332","20.78019905090332","22.022594451904297","22.022594451904297","22.022594451904297","24.654273986816406","24.654273986816406","24.654273986816406","17.260000228881836","17.260000228881836","17.260000228881836"
"86","20.30937957763672","20.30937957763672","20.30937957763672","20.952877044677734","20.952877044677734","20.952877044677734","27.172962188720703","27.172962188720703","27.172962188720703","23.65009307861328","23.65009307861328","23.65009307861328","26.256067276000977","26.256067276000977","26.256067276000977","24.850000381469727","24.850000381469727","24.850000381469727"
"87","18.951425552368164","18.951425552368164","18.951425552368164","20.371952056884766","20.371952056884766","20.371952056884766","23.338773727416992","23.338773727416992","23.338773727416992","20.59403419494629","20.59403419494629","20.59403419494629","19.888919830322266","19.888919830322266","19.888919830322266","19.950000762939453","19.950000762939453","19.950000762939453"
"88","15.898150444030762","15.898150444030762","15.898150444030762","17.381488800048828","17.381488800048828","17.381488800048828","17.718774795532227","17.718774795532227","17.718774795532227","15.850570678710938","15.850570678710938","15.850570678710938","15.759012222290039","15.759012222290039","15.759012222290039","16.700000762939453","16.700000762939453","16.700000762939453"
"89","14.09289836883545","14.09289836883545","14.09289836883545","14.198909759521484","14.198909759521484","14.198909759521484","14.768811225891113","14.768811225891113","14.768811225891113","13.431983947753906","13.431983947753906","13.431983947753906","14.43774127960205","14.43774127960205","14.43774127960205","16.31999969482422","16.31999969482422","16.31999969482422"
"90","12.754485130310059","12.754485130310059","12.754485130310059","13.444937705993652","13.444937705993652","13.444937705993652","14.014908790588379","14.014908790588379","14.014908790588379","12.288935661315918","12.288935661315918","12.288935661315918","14.30544662475586","14.30544662475586","14.30544662475586","15.15999984741211","15.15999984741211","15.15999984741211"
"91","11.74045181274414","11.74045181274414","11.74045181274414","12.615983009338379","12.615983009338379","12.615983009338379","13.21374797821045","13.21374797821045","13.21374797821045","11.308114051818848","11.308114051818848","11.308114051818848","13.241150856018066","13.241150856018066","13.241150856018066","14.550000190734863","14.550000190734863","14.550000190734863"
"92","11.16559886932373","11.16559886932373","11.16559886932373","12.072732925415039","12.072732925415039","12.072732925415039","12.272475242614746","12.272475242614746","12.272475242614746","10.66187572479248","10.66187572479248","10.66187572479248","12.083534240722656","12.083534240722656","12.083534240722656","14.050000190734863","14.050000190734863","14.050000190734863"
"93","11.851244926452637","11.851244926452637","11.851244926452637","12.177973747253418","12.177973747253418","12.177973747253418","11.932214736938477","11.932214736938477","11.932214736938477","10.657561302185059","10.657561302185059","10.657561302185059","12.158275604248047","12.158275604248047","12.158275604248047","13.25","13.25","13.25"
"94","14.17651081085205","14.17651081085205","14.17651081085205","13.069337844848633","13.069337844848633","13.069337844848633","13.0595121383667","13.0595121383667","13.0595121383667","11.710668563842773","11.710668563842773","11.710668563842773","12.994569778442383","12.994569778442383","12.994569778442383","12.289999961853027","12.289999961853027","12.289999961853027"
"95","17.449865341186523","17.449865341186523","17.449865341186523","15.366961479187012","15.366961479187012","15.366961479187012","15.041038513183594","15.041038513183594","15.041038513183594","13.160894393920898","13.160894393920898","13.160894393920898","14.677834510803223","14.677834510803223","14.677834510803223","14.0600004196167","14.0600004196167","14.0600004196167"
"96","16.6579647064209","16.6579647064209","16.6579647064209","16.24799346923828","16.24799346923828","16.24799346923828","17.802492141723633","17.802492141723633","17.802492141723633","17.571664810180664","17.571664810180664","17.571664810180664","16.406347274780273","16.406347274780273","16.406347274780273","21.719999313354492","21.719999313354492","21.719999313354492"
"97","21.336183547973633","21.336183547973633","21.336183547973633","20.982933044433594","20.982933044433594","20.982933044433594","23.899538040161133","23.899538040161133","23.899538040161133","22.594093322753906","22.594093322753906","22.594093322753906","21.594728469848633","21.594728469848633","21.594728469848633","18.010000228881836","18.010000228881836","18.010000228881836"
"98","23.571836471557617","23.571836471557617","23.571836471557617","23.166423797607422","23.166423797607422","23.166423797607422","26.3319091796875","26.3319091796875","26.3319091796875","25.713605880737305","25.713605880737305","25.713605880737305","23.578916549682617","23.578916549682617","23.578916549682617","21.469999313354492","21.469999313354492","21.469999313354492"
"99","24.84464454650879","24.84464454650879","24.84464454650879","23.644908905029297","23.644908905029297","23.644908905029297","30.83287239074707","30.83287239074707","30.83287239074707","25.72649383544922","25.72649383544922","25.72649383544922","24.322038650512695","24.322038650512695","24.322038650512695","24.8799991607666","24.8799991607666","24.8799991607666"
"100","26.580533981323242","26.580533981323242","26.580533981323242","23.502696990966797","23.502696990966797","23.502696990966797","27.29790496826172","27.29790496826172","27.29790496826172","23.825307846069336","23.825307846069336","23.825307846069336","24.54258155822754","24.54258155822754","24.54258155822754","19.219999313354492","19.219999313354492","19.219999313354492"
"101","25.814117431640625","25.814117431640625","25.814117431640625","22.657676696777344","22.657676696777344","22.657676696777344","22.998910903930664","22.998910903930664","22.998910903930664","21.789939880371094","21.789939880371094","21.789939880371094","22.64583396911621","22.64583396911621","22.64583396911621","21.209999084472656","21.209999084472656","21.209999084472656"
"102","22.231651306152344","22.231651306152344","22.231651306152344","20.356842041015625","20.356842041015625","20.356842041015625","20.74937629699707","20.74937629699707","20.74937629699707","19.227455139160156","19.227455139160156","19.227455139160156","21.063947677612305","21.063947677612305","21.063947677612305","17.600000381469727","17.600000381469727","17.600000381469727"
"103","20.44283676147461","20.44283676147461","20.44283676147461","18.987464904785156","18.987464904785156","18.987464904785156","19.948888778686523","19.948888778686523","19.948888778686523","17.585731506347656","17.585731506347656","17.585731506347656","19.852224349975586","19.852224349975586","19.852224349975586","15.069999694824219","15.069999694824219","15.069999694824219"
"104","16.930925369262695","16.930925369262695","16.930925369262695","15.928747177124023","15.928747177124023","15.928747177124023","15.113086700439453","15.113086700439453","15.113086700439453","14.774114608764648","14.774114608764648","14.774114608764648","15.899391174316406","15.899391174316406","15.899391174316406","16.049999237060547","16.049999237060547","16.049999237060547"
"105","15.402751922607422","15.402751922607422","15.402751922607422","15.287734985351562","15.287734985351562","15.287734985351562","15.14725112915039","15.14725112915039","15.14725112915039","14.755675315856934","14.755675315856934","14.755675315856934","15.590882301330566","15.590882301330566","15.590882301330566","15.84000015258789","15.84000015258789","15.84000015258789"
"106","14.869871139526367","14.869871139526367","14.869871139526367","14.84041690826416","14.84041690826416","14.84041690826416","14.540816307067871","14.540816307067871","14.540816307067871","14.62367057800293","14.62367057800293","14.62367057800293","15.009031295776367","15.009031295776367","15.009031295776367","15.239999771118164","15.239999771118164","15.239999771118164"
"107","14.758362770080566","14.758362770080566","14.758362770080566","14.910700798034668","14.910700798034668","14.910700798034668","14.115557670593262","14.115557670593262","14.115557670593262","15.162213325500488","15.162213325500488","15.162213325500488","14.840349197387695","14.840349197387695","14.840349197387695","15.539999961853027","15.539999961853027","15.539999961853027"
"108","15.994370460510254","15.994370460510254","15.994370460510254","15.236536026000977","15.236536026000977","15.236536026000977","15.436330795288086","15.436330795288086","15.436330795288086","16.72252082824707","16.72252082824707","16.72252082824707","15.319375991821289","15.319375991821289","15.319375991821289","17.770000457763672","17.770000457763672","17.770000457763672"
"109","18.313396453857422","18.313396453857422","18.313396453857422","15.80397891998291","15.80397891998291","15.80397891998291","18.750503540039062","18.750503540039062","18.750503540039062","20.38378143310547","20.38378143310547","20.38378143310547","16.529924392700195","16.529924392700195","16.529924392700195","21.360000610351562","21.360000610351562","21.360000610351562"
"110","23.092493057250977","23.092493057250977","23.092493057250977","20.00217056274414","20.00217056274414","20.00217056274414","29.238080978393555","29.238080978393555","29.238080978393555","29.924068450927734","29.924068450927734","29.924068450927734","21.005857467651367","21.005857467651367","21.005857467651367","22.209999084472656","22.209999084472656","22.209999084472656"
"111","28.3287410736084","28.3287410736084","28.3287410736084","21.834720611572266","21.834720611572266","21.834720611572266","26.128515243530273","26.128515243530273","26.128515243530273","27.264423370361328","27.264423370361328","27.264423370361328","22.421730041503906","22.421730041503906","22.421730041503906","25.280000686645508","25.280000686645508","25.280000686645508"
"112","23.351240158081055","23.351240158081055","23.351240158081055","19.039993286132812","19.039993286132812","19.039993286132812","18.114412307739258","18.114412307739258","18.114412307739258","21.00528335571289","21.00528335571289","21.00528335571289","24.22553062438965","24.22553062438965","24.22553062438965","14.609999656677246","14.609999656677246","14.609999656677246"
"113","16.237855911254883","16.237855911254883","16.237855911254883","14.83512020111084","14.83512020111084","14.83512020111084","14.907176971435547","14.907176971435547","14.907176971435547","15.438020706176758","15.438020706176758","15.438020706176758","17.509876251220703","17.509876251220703","17.509876251220703","16","16","16"
"114","14.233901023864746","14.233901023864746","14.233901023864746","14.135710716247559","14.135710716247559","14.135710716247559","13.827263832092285","13.827263832092285","13.827263832092285","14.91816520690918","14.91816520690918","14.91816520690918","14.78396987915039","14.78396987915039","14.78396987915039","14.850000381469727","14.850000381469727","14.850000381469727"
"115","13.985865592956543","13.985865592956543","13.985865592956543","13.76682186126709","13.76682186126709","13.76682186126709","14.043378829956055","14.043378829956055","14.043378829956055","14.155780792236328","14.155780792236328","14.155780792236328","13.74397087097168","13.74397087097168","13.74397087097168","14.199999809265137","14.199999809265137","14.199999809265137"
"116","13.030950546264648","13.030950546264648","13.030950546264648","12.556065559387207","12.556065559387207","12.556065559387207","13.098249435424805","13.098249435424805","13.098249435424805","12.821296691894531","12.821296691894531","12.821296691894531","13.100285530090332","13.100285530090332","13.100285530090332","13.260000228881836","13.260000228881836","13.260000228881836"
"117","12.850628852844238","12.850628852844238","12.850628852844238","12.831132888793945","12.831132888793945","12.831132888793945","13.111873626708984","13.111873626708984","13.111873626708984","12.889305114746094","12.889305114746094","12.889305114746094","12.806975364685059","12.806975364685059","12.806975364685059","10.90999984741211","10.90999984741211","10.90999984741211"
"118","13.22514820098877","13.22514820098877","13.22514820098877","13.732205390930176","13.732205390930176","13.732205390930176","14.49380874633789","14.49380874633789","14.49380874633789","13.884849548339844","13.884849548339844","13.884849548339844","13.631248474121094","13.631248474121094","13.631248474121094","10.880000114440918","10.880000114440918","10.880000114440918"
"119","14.13074016571045","14.13074016571045","14.13074016571045","15.98287296295166","15.98287296295166","15.98287296295166","16.457767486572266","16.457767486572266","16.457767486572266","16.106990814208984","16.106990814208984","16.106990814208984","15.220078468322754","15.220078468322754","15.220078468322754","11.380000114440918","11.380000114440918","11.380000114440918"
"120","18.55472183227539","18.55472183227539","18.55472183227539","20.466094970703125","20.466094970703125","20.466094970703125","18.781646728515625","18.781646728515625","18.781646728515625","18.561931610107422","18.561931610107422","18.561931610107422","16.761350631713867","16.761350631713867","16.761350631713867","17.670000076293945","17.670000076293945","17.670000076293945"
"121","23.736541748046875","23.736541748046875","23.736541748046875","24.414745330810547","24.414745330810547","24.414745330810547","19.52231216430664","19.52231216430664","19.52231216430664","24.52683448791504","24.52683448791504","24.52683448791504","19.613679885864258","19.613679885864258","19.613679885864258","25.31999969482422","25.31999969482422","25.31999969482422"
"122","28.87325668334961","28.87325668334961","28.87325668334961","27.727689743041992","27.727689743041992","27.727689743041992","22.017650604248047","22.017650604248047","22.017650604248047","25.08949089050293","25.08949089050293","25.08949089050293","28.621915817260742","28.621915817260742","28.621915817260742","23.690000534057617","23.690000534057617","23.690000534057617"
"123","24.29503631591797","24.29503631591797","24.29503631591797","23.105499267578125","23.105499267578125","23.105499267578125","22.376676559448242","22.376676559448242","22.376676559448242","22.43248176574707","22.43248176574707","22.43248176574707","26.319406509399414","26.319406509399414","26.319406509399414","23.65999984741211","23.65999984741211","23.65999984741211"
"124","19.092174530029297","19.092174530029297","19.092174530029297","19.271493911743164","19.271493911743164","19.271493911743164","19.39312744140625","19.39312744140625","19.39312744140625","19.03285789489746","19.03285789489746","19.03285789489746","20.309505462646484","20.309505462646484","20.309505462646484","23.700000762939453","23.700000762939453","23.700000762939453"
"125","17.026844024658203","17.026844024658203","17.026844024658203","17.812652587890625","17.812652587890625","17.812652587890625","18.242084503173828","18.242084503173828","18.242084503173828","16.890901565551758","16.890901565551758","16.890901565551758","17.311891555786133","17.311891555786133","17.311891555786133","23.600000381469727","23.600000381469727","23.600000381469727"
"126","15.979437828063965","15.979437828063965","15.979437828063965","14.958484649658203","14.958484649658203","14.958484649658203","16.576162338256836","16.576162338256836","16.576162338256836","15.952617645263672","15.952617645263672","15.952617645263672","15.469353675842285","15.469353675842285","15.469353675842285","21.1200008392334","21.1200008392334","21.1200008392334"
"127","15.353658676147461","15.353658676147461","15.353658676147461","14.249177932739258","14.249177932739258","14.249177932739258","14.955583572387695","14.955583572387695","14.955583572387695","15.431434631347656","15.431434631347656","15.431434631347656","13.656930923461914","13.656930923461914","13.656930923461914","15.359999656677246","15.359999656677246","15.359999656677246"
"128","15.00489616394043","15.00489616394043","15.00489616394043","13.632364273071289","13.632364273071289","13.632364273071289","14.308671951293945","14.308671951293945","14.308671951293945","14.423643112182617","14.423643112182617","14.423643112182617","13.814022064208984","13.814022064208984","13.814022064208984","13.899999618530273","13.899999618530273","13.899999618530273"
"129","14.153885841369629","14.153885841369629","14.153885841369629","14.064602851867676","14.064602851867676","14.064602851867676","13.352816581726074","13.352816581726074","13.352816581726074","13.678753852844238","13.678753852844238","13.678753852844238","14.513647079467773","14.513647079467773","14.513647079467773","14.800000190734863","14.800000190734863","14.800000190734863"
"130","14.125679969787598","14.125679969787598","14.125679969787598","13.881203651428223","13.881203651428223","13.881203651428223","13.387358665466309","13.387358665466309","13.387358665466309","13.594836235046387","13.594836235046387","13.594836235046387","14.179340362548828","14.179340362548828","14.179340362548828","15.3100004196167","15.3100004196167","15.3100004196167"
"131","14.240592956542969","14.240592956542969","14.240592956542969","14.476838111877441","14.476838111877441","14.476838111877441","13.72948932647705","13.72948932647705","13.72948932647705","13.260830879211426","13.260830879211426","13.260830879211426","14.290138244628906","14.290138244628906","14.290138244628906","15.640000343322754","15.640000343322754","15.640000343322754"
"132","14.538493156433105","14.538493156433105","14.538493156433105","15.111083984375","15.111083984375","15.111083984375","14.739635467529297","14.739635467529297","14.739635467529297","13.361676216125488","13.361676216125488","13.361676216125488","15.173246383666992","15.173246383666992","15.173246383666992","14.649999618530273","14.649999618530273","14.649999618530273"
"133","15.348329544067383","15.348329544067383","15.348329544067383","17.337251663208008","17.337251663208008","17.337251663208008","16.574987411499023","16.574987411499023","16.574987411499023","14.061881065368652","14.061881065368652","14.061881065368652","17.374563217163086","17.374563217163086","17.374563217163086","14.520000457763672","14.520000457763672","14.520000457763672"
"134","18.99237060546875","18.99237060546875","18.99237060546875","21.860950469970703","21.860950469970703","21.860950469970703","18.82032585144043","18.82032585144043","18.82032585144043","15.33255386352539","15.33255386352539","15.33255386352539","22.66249656677246","22.66249656677246","22.66249656677246","20.739999771118164","20.739999771118164","20.739999771118164"
"135","19.5008544921875","19.5008544921875","19.5008544921875","19.22037124633789","19.22037124633789","19.22037124633789","19.26081085205078","19.26081085205078","19.26081085205078","19.409713745117188","19.409713745117188","19.409713745117188","21.674467086791992","21.674467086791992","21.674467086791992","19.440000534057617","19.440000534057617","19.440000534057617"
"136","17.086894989013672","17.086894989013672","17.086894989013672","14.451380729675293","14.451380729675293","14.451380729675293","15.274211883544922","15.274211883544922","15.274211883544922","25.364307403564453","25.364307403564453","25.364307403564453","19.198951721191406","19.198951721191406","19.198951721191406","14.729999542236328","14.729999542236328","14.729999542236328"
"137","14.33354377746582","14.33354377746582","14.33354377746582","12.18039321899414","12.18039321899414","12.18039321899414","14.30019760131836","14.30019760131836","14.30019760131836","17.489885330200195","17.489885330200195","17.489885330200195","14.896621704101562","14.896621704101562","14.896621704101562","14.039999961853027","14.039999961853027","14.039999961853027"
"138","13.516416549682617","13.516416549682617","13.516416549682617","11.63459587097168","11.63459587097168","11.63459587097168","13.748899459838867","13.748899459838867","13.748899459838867","13.709596633911133","13.709596633911133","13.709596633911133","14.269436836242676","14.269436836242676","14.269436836242676","12.8100004196167","12.8100004196167","12.8100004196167"
"139","12.788029670715332","12.788029670715332","12.788029670715332","11.982146263122559","11.982146263122559","11.982146263122559","13.002986907958984","13.002986907958984","13.002986907958984","12.683502197265625","12.683502197265625","12.683502197265625","13.744019508361816","13.744019508361816","13.744019508361816","12.100000381469727","12.100000381469727","12.100000381469727"
"140","13.335160255432129","13.335160255432129","13.335160255432129","12.072248458862305","12.072248458862305","12.072248458862305","12.283160209655762","12.283160209655762","12.283160209655762","11.549407005310059","11.549407005310059","11.549407005310059","13.166403770446777","13.166403770446777","13.166403770446777","10.710000038146973","10.710000038146973","10.710000038146973"
"141","13.520698547363281","13.520698547363281","13.520698547363281","12.145167350769043","12.145167350769043","12.145167350769043","12.26417064666748","12.26417064666748","12.26417064666748","11.684906959533691","11.684906959533691","11.684906959533691","13.04712963104248","13.04712963104248","13.04712963104248","10.069999694824219","10.069999694824219","10.069999694824219"
"142","14.97866439819336","14.97866439819336","14.97866439819336","14.189102172851562","14.189102172851562","14.189102172851562","12.968791961669922","12.968791961669922","12.968791961669922","12.841498374938965","12.841498374938965","12.841498374938965","13.56747055053711","13.56747055053711","13.56747055053711","10.15999984741211","10.15999984741211","10.15999984741211"
"143","18.531490325927734","18.531490325927734","18.531490325927734","18.198713302612305","18.198713302612305","18.198713302612305","15.783992767333984","15.783992767333984","15.783992767333984","16.99353790283203","16.99353790283203","16.99353790283203","15.675760269165039","15.675760269165039","15.675760269165039","16.270000457763672","16.270000457763672","16.270000457763672"
"144","20.76498794555664","20.76498794555664","20.76498794555664","22.906309127807617","22.906309127807617","22.906309127807617","18.951601028442383","18.951601028442383","18.951601028442383","18.4013729095459","18.4013729095459","18.4013729095459","17.271915435791016","17.271915435791016","17.271915435791016","24.18000030517578","24.18000030517578","24.18000030517578"
"145","33.35647964477539","33.35647964477539","33.35647964477539","26.646883010864258","26.646883010864258","26.646883010864258","27.920392990112305","27.920392990112305","27.920392990112305","27.310165405273438","27.310165405273438","27.310165405273438","27.240510940551758","27.240510940551758","27.240510940551758","30.1299991607666","30.1299991607666","30.1299991607666"
"146","26.430713653564453","26.430713653564453","26.430713653564453","24.519372940063477","24.519372940063477","24.519372940063477","28.38062286376953","28.38062286376953","28.38062286376953","27.573083877563477","27.573083877563477","27.573083877563477","27.26121711730957","27.26121711730957","27.26121711730957","28.799999237060547","28.799999237060547","28.799999237060547"
"147","24.474863052368164","24.474863052368164","24.474863052368164","23.477489471435547","23.477489471435547","23.477489471435547","26.5958309173584","26.5958309173584","26.5958309173584","23.283924102783203","23.283924102783203","23.283924102783203","25.64252281188965","25.64252281188965","25.64252281188965","27.040000915527344","27.040000915527344","27.040000915527344"
"148","21.237361907958984","21.237361907958984","21.237361907958984","21.00892448425293","21.00892448425293","21.00892448425293","23.51966667175293","23.51966667175293","23.51966667175293","21.40754508972168","21.40754508972168","21.40754508972168","23.582399368286133","23.582399368286133","23.582399368286133","22.989999771118164","22.989999771118164","22.989999771118164"
"149","19.151790618896484","19.151790618896484","19.151790618896484","18.041778564453125","18.041778564453125","18.041778564453125","20.992876052856445","20.992876052856445","20.992876052856445","18.362546920776367","18.362546920776367","18.362546920776367","20.421253204345703","20.421253204345703","20.421253204345703","20.40999984741211","20.40999984741211","20.40999984741211"
"150","16.861963272094727","16.861963272094727","16.861963272094727","15.951687812805176","15.951687812805176","15.951687812805176","17.640445709228516","17.640445709228516","17.640445709228516","15.49865436553955","15.49865436553955","15.49865436553955","16.135868072509766","16.135868072509766","16.135868072509766","18.889999389648438","18.889999389648438","18.889999389648438"
"151","15.626002311706543","15.626002311706543","15.626002311706543","15.133652687072754","15.133652687072754","15.133652687072754","16.145263671875","16.145263671875","16.145263671875","14.403568267822266","14.403568267822266","14.403568267822266","13.571292877197266","13.571292877197266","13.571292877197266","15.84000015258789","15.84000015258789","15.84000015258789"
"152","15.198880195617676","15.198880195617676","15.198880195617676","15.039759635925293","15.039759635925293","15.039759635925293","15.431673049926758","15.431673049926758","15.431673049926758","14.380993843078613","14.380993843078613","14.380993843078613","12.697566986083984","12.697566986083984","12.697566986083984","15.390000343322754","15.390000343322754","15.390000343322754"
"153","14.209979057312012","14.209979057312012","14.209979057312012","14.83084774017334","14.83084774017334","14.83084774017334","14.702911376953125","14.702911376953125","14.702911376953125","15.178990364074707","15.178990364074707","15.178990364074707","12.723477363586426","12.723477363586426","12.723477363586426","16.799999237060547","16.799999237060547","16.799999237060547"
"154","14.99665355682373","14.99665355682373","14.99665355682373","15.263809204101562","15.263809204101562","15.263809204101562","14.770783424377441","14.770783424377441","14.770783424377441","15.18125057220459","15.18125057220459","15.18125057220459","12.767215728759766","12.767215728759766","12.767215728759766","17.6299991607666","17.6299991607666","17.6299991607666"
"155","15.897462844848633","15.897462844848633","15.897462844848633","15.744531631469727","15.744531631469727","15.744531631469727","15.592326164245605","15.592326164245605","15.592326164245605","15.152314186096191","15.152314186096191","15.152314186096191","13.313549041748047","13.313549041748047","13.313549041748047","16.729999542236328","16.729999542236328","16.729999542236328"
"156","16.973695755004883","16.973695755004883","16.973695755004883","16.678203582763672","16.678203582763672","16.678203582763672","16.95749855041504","16.95749855041504","16.95749855041504","16.305747985839844","16.305747985839844","16.305747985839844","14.769344329833984","14.769344329833984","14.769344329833984","17.559999465942383","17.559999465942383","17.559999465942383"
"157","17.936019897460938","17.936019897460938","17.936019897460938","18.317588806152344","18.317588806152344","18.317588806152344","18.73908042907715","18.73908042907715","18.73908042907715","18.956239700317383","18.956239700317383","18.956239700317383","17.696779251098633","17.696779251098633","17.696779251098633","20.1299991607666","20.1299991607666","20.1299991607666"
"158","19.78758430480957","19.78758430480957","19.78758430480957","19.034990310668945","19.034990310668945","19.034990310668945","22.35206413269043","22.35206413269043","22.35206413269043","22.228355407714844","22.228355407714844","22.228355407714844","22.426435470581055","22.426435470581055","22.426435470581055","21.65999984741211","21.65999984741211","21.65999984741211"
"159","20.664724349975586","20.664724349975586","20.664724349975586","18.299116134643555","18.299116134643555","18.299116134643555","24.614696502685547","24.614696502685547","24.614696502685547","21.980371475219727","21.980371475219727","21.980371475219727","22.3636474609375","22.3636474609375","22.3636474609375","18.31999969482422","18.31999969482422","18.31999969482422"
"160","16.79332160949707","16.79332160949707","16.79332160949707","15.873997688293457","15.873997688293457","15.873997688293457","21.665191650390625","21.665191650390625","21.665191650390625","16.528268814086914","16.528268814086914","16.528268814086914","18.880823135375977","18.880823135375977","18.880823135375977","13.930000305175781","13.930000305175781","13.930000305175781"
"161","13.813076972961426","13.813076972961426","13.813076972961426","14.764622688293457","14.764622688293457","14.764622688293457","15.698013305664062","15.698013305664062","15.698013305664062","14.8865327835083","14.8865327835083","14.8865327835083","15.49984073638916","15.49984073638916","15.49984073638916","12.630000114440918","12.630000114440918","12.630000114440918"
"162","12.73084831237793","12.73084831237793","12.73084831237793","14.091509819030762","14.091509819030762","14.091509819030762","14.441041946411133","14.441041946411133","14.441041946411133","13.578268051147461","13.578268051147461","13.578268051147461","13.89260196685791","13.89260196685791","13.89260196685791","13.029999732971191","13.029999732971191","13.029999732971191"
"163","12.36475944519043","12.36475944519043","12.36475944519043","12.911149024963379","12.911149024963379","12.911149024963379","12.936058044433594","12.936058044433594","12.936058044433594","12.795166015625","12.795166015625","12.795166015625","12.870112419128418","12.870112419128418","12.870112419128418","13.270000457763672","13.270000457763672","13.270000457763672"
"164","11.606147766113281","11.606147766113281","11.606147766113281","12.323647499084473","12.323647499084473","12.323647499084473","11.39126968383789","11.39126968383789","11.39126968383789","11.3120698928833","11.3120698928833","11.3120698928833","11.098094940185547","11.098094940185547","11.098094940185547","11.739999771118164","11.739999771118164","11.739999771118164"
"165","11.04250431060791","11.04250431060791","11.04250431060791","12.80424976348877","12.80424976348877","12.80424976348877","9.916778564453125","9.916778564453125","9.916778564453125","10.664732933044434","10.664732933044434","10.664732933044434","9.990091323852539","9.990091323852539","9.990091323852539","11.359999656677246","11.359999656677246","11.359999656677246"
"166","11.59902572631836","11.59902572631836","11.59902572631836","15.339210510253906","15.339210510253906","15.339210510253906","10.343027114868164","10.343027114868164","10.343027114868164","11.217805862426758","11.217805862426758","11.217805862426758","11.013447761535645","11.013447761535645","11.013447761535645","13.8100004196167","13.8100004196167","13.8100004196167"
"167","13.699250221252441","13.699250221252441","13.699250221252441","21.550155639648438","21.550155639648438","21.550155639648438","15.071554183959961","15.071554183959961","15.071554183959961","13.84908676147461","13.84908676147461","13.84908676147461","15.963568687438965","15.963568687438965","15.963568687438965","23.979999542236328","23.979999542236328","23.979999542236328"
