"Step,""visionary-sweep-1 - Ensamble 0 - Summer predictions (24h) Hub: ZP26"",""visionary-sweep-1 - Ensamble 0 - Summer predictions (24h) Hub: ZP26__MIN"",""visionary-sweep-1 - Ensamble 0 - Summer predictions (24h) Hub: ZP26__MAX"",""visionary-sweep-1 - Ensamble 1 - Summer predictions (24h) Hub: ZP26"",""visionary-sweep-1 - Ensamble 1 - Summer predictions (24h) Hub: ZP26__MIN"",""visionary-sweep-1 - Ensamble 1 - Summer predictions (24h) Hub: ZP26__MAX"",""visionary-sweep-1 - Ensamble 2 - Summer predictions (24h) Hub: ZP26"",""visionary-sweep-1 - Ensamble 2 - Summer predictions (24h) Hub: ZP26__MIN"",""visionary-sweep-1 - Ensamble 2 - Summer predictions (24h) Hub: ZP26__MAX"",""visionary-sweep-1 - Ensamble 3 - Summer predictions (24h) Hub: ZP26"",""visionary-sweep-1 - Ensamble 3 - Summer predictions (24h) Hub: ZP26__MIN"",""visionary-sweep-1 - Ensamble 3 - Summer predictions (24h) Hub: ZP26__MAX"",""visionary-sweep-1 - Ensamble 4 - Summer predictions (24h) Hub: ZP26"",""visionary-sweep-1 - Ensamble 4 - Summer predictions (24h) Hub: ZP26__MIN"",""visionary-sweep-1 - Ensamble 4 - Summer predictions (24h) Hub: ZP26__MAX"",""visionary-sweep-1 - Ensamble 0 - Summer targets (24h) Hub: ZP26"",""visionary-sweep-1 - Ensamble 0 - Summer targets (24h) Hub: ZP26__MIN"",""visionary-sweep-1 - Ensamble 0 - Summer targets (24h) Hub: ZP26__MAX"""
"0,""21.090309143066406"",""21.090309143066406"",""21.090309143066406"",""20.585142135620117"",""20.585142135620117"",""20.585142135620117"",""19.066654205322266"",""19.066654205322266"",""19.066654205322266"",""20.85120391845703"",""20.85120391845703"",""20.85120391845703"",""21.303300857543945"",""21.303300857543945"",""21.303300857543945"",""15.34000015258789"",""15.34000015258789"",""15.34000015258789"""
"1,""23.18152618408203"",""23.18152618408203"",""23.18152618408203"",""22.91758155822754"",""22.91758155822754"",""22.91758155822754"",""20.417034149169922"",""20.417034149169922"",""20.417034149169922"",""23.47063446044922"",""23.47063446044922"",""23.47063446044922"",""22.12628746032715"",""22.12628746032715"",""22.12628746032715"",""19.530000686645508"",""19.530000686645508"",""19.530000686645508"""
"2,""24.274553298950195"",""24.274553298950195"",""24.274553298950195"",""23.46416664123535"",""23.46416664123535"",""23.46416664123535"",""22.703628540039062"",""22.703628540039062"",""22.703628540039062"",""23.373502731323242"",""23.373502731323242"",""23.373502731323242"",""22.07333755493164"",""22.07333755493164"",""22.07333755493164"",""17.829999923706055"",""17.829999923706055"",""17.829999923706055"""
"3,""21.255949020385742"",""21.255949020385742"",""21.255949020385742"",""20.36318016052246"",""20.36318016052246"",""20.36318016052246"",""21.466684341430664"",""21.466684341430664"",""21.466684341430664"",""19.338808059692383"",""19.338808059692383"",""19.338808059692383"",""20.859346389770508"",""20.859346389770508"",""20.859346389770508"",""18.139999389648438"",""18.139999389648438"",""18.139999389648438"""
"4,""19.148122787475586"",""19.148122787475586"",""19.148122787475586"",""19.059612274169922"",""19.059612274169922"",""19.059612274169922"",""20.801410675048828"",""20.801410675048828"",""20.801410675048828"",""18.076461791992188"",""18.076461791992188"",""18.076461791992188"",""19.475908279418945"",""19.475908279418945"",""19.475908279418945"",""16.959999084472656"",""16.959999084472656"",""16.959999084472656"""
"5,""17.62689208984375"",""17.62689208984375"",""17.62689208984375"",""17.939409255981445"",""17.939409255981445"",""17.939409255981445"",""18.716951370239258"",""18.716951370239258"",""18.716951370239258"",""17.175230026245117"",""17.175230026245117"",""17.175230026245117"",""18.215059280395508"",""18.215059280395508"",""18.215059280395508"",""17.110000610351562"",""17.110000610351562"",""17.110000610351562"""
"6,""16.721403121948242"",""16.721403121948242"",""16.721403121948242"",""16.362045288085938"",""16.362045288085938"",""16.362045288085938"",""16.637502670288086"",""16.637502670288086"",""16.637502670288086"",""16.409391403198242"",""16.409391403198242"",""16.409391403198242"",""17.82624626159668"",""17.82624626159668"",""17.82624626159668"",""17.440000534057617"",""17.440000534057617"",""17.440000534057617"""
"7,""16.029052734375"",""16.029052734375"",""16.029052734375"",""16.17780303955078"",""16.17780303955078"",""16.17780303955078"",""13.37005615234375"",""13.37005615234375"",""13.37005615234375"",""14.471020698547363"",""14.471020698547363"",""14.471020698547363"",""16.99445915222168"",""16.99445915222168"",""16.99445915222168"",""15.710000038146973"",""15.710000038146973"",""15.710000038146973"""
"8,""14.44377613067627"",""14.44377613067627"",""14.44377613067627"",""15.513285636901855"",""15.513285636901855"",""15.513285636901855"",""10.852137565612793"",""10.852137565612793"",""10.852137565612793"",""13.269048690795898"",""13.269048690795898"",""13.269048690795898"",""15.913713455200195"",""15.913713455200195"",""15.913713455200195"",""10.819999694824219"",""10.819999694824219"",""10.819999694824219"""
