"Step","visionary-sweep-1 - Ensamble 0 - Fall predictions (24h) Hub: ZP26","visionary-sweep-1 - Ensamble 0 - Fall predictions (24h) Hub: ZP26__MIN","visionary-sweep-1 - Ensamble 0 - Fall predictions (24h) Hub: ZP26__MAX","visionary-sweep-1 - Ensamble 1 - Fall predictions (24h) Hub: ZP26","visionary-sweep-1 - Ensamble 1 - Fall predictions (24h) Hub: ZP26__MIN","visionary-sweep-1 - Ensamble 1 - Fall predictions (24h) Hub: ZP26__MAX","visionary-sweep-1 - Ensamble 2 - Fall predictions (24h) Hub: ZP26","visionary-sweep-1 - Ensamble 2 - Fall predictions (24h) Hub: ZP26__MIN","visionary-sweep-1 - Ensamble 2 - Fall predictions (24h) Hub: ZP26__MAX","visionary-sweep-1 - Ensamble 3 - Fall predictions (24h) Hub: ZP26","visionary-sweep-1 - Ensamble 3 - Fall predictions (24h) Hub: ZP26__MIN","visionary-sweep-1 - Ensamble 3 - Fall predictions (24h) Hub: ZP26__MAX","visionary-sweep-1 - Ensamble 4 - Fall predictions (24h) Hub: ZP26","visionary-sweep-1 - Ensamble 4 - Fall predictions (24h) Hub: ZP26__MIN","visionary-sweep-1 - Ensamble 4 - Fall predictions (24h) Hub: ZP26__MAX","visionary-sweep-1 - Ensamble 0 - Fall targets (24h) Hub: ZP26","visionary-sweep-1 - Ensamble 0 - Fall targets (24h) Hub: ZP26__MIN","visionary-sweep-1 - Ensamble 0 - Fall targets (24h) Hub: ZP26__MAX"
"17","38.22583770751953","38.22583770751953","38.22583770751953","37.82362747192383","37.82362747192383","37.82362747192383","30.67814826965332","30.67814826965332","30.67814826965332","33.24231719970703","33.24231719970703","33.24231719970703","35.88689422607422","35.88689422607422","35.88689422607422","34.61000061035156","34.61000061035156","34.61000061035156"
"18","36.19486999511719","36.19486999511719","36.19486999511719","36.11723709106445","36.11723709106445","36.11723709106445","27.385297775268555","27.385297775268555","27.385297775268555","31.0662841796875","31.0662841796875","31.0662841796875","35.221771240234375","35.221771240234375","35.221771240234375","34.400001525878906","34.400001525878906","34.400001525878906"
"19","32.36085510253906","32.36085510253906","32.36085510253906","32.100276947021484","32.100276947021484","32.100276947021484","25.905630111694336","25.905630111694336","25.905630111694336","27.871315002441406","27.871315002441406","27.871315002441406","31.93718910217285","31.93718910217285","31.93718910217285","29.549999237060547","29.549999237060547","29.549999237060547"
"20","29.133699417114258","29.133699417114258","29.133699417114258","29.23513412475586","29.23513412475586","29.23513412475586","24.913419723510742","24.913419723510742","24.913419723510742","27.299898147583008","27.299898147583008","27.299898147583008","30.75536346435547","30.75536346435547","30.75536346435547","27.270000457763672","27.270000457763672","27.270000457763672"
"21","28.757686614990234","28.757686614990234","28.757686614990234","29.027973175048828","29.027973175048828","29.027973175048828","24.186782836914062","24.186782836914062","24.186782836914062","27.613265991210938","27.613265991210938","27.613265991210938","30.979248046875","30.979248046875","30.979248046875","30.15999984741211","30.15999984741211","30.15999984741211"
"22","28.832712173461914","28.832712173461914","28.832712173461914","29.72681427001953","29.72681427001953","29.72681427001953","24.125019073486328","24.125019073486328","24.125019073486328","27.907358169555664","27.907358169555664","27.907358169555664","31.07392120361328","31.07392120361328","31.07392120361328","34.22999954223633","34.22999954223633","34.22999954223633"
"23","28.492883682250977","28.492883682250977","28.492883682250977","30.322322845458984","30.322322845458984","30.322322845458984","24.281206130981445","24.281206130981445","24.281206130981445","27.464292526245117","27.464292526245117","27.464292526245117","30.178377151489258","30.178377151489258","30.178377151489258","42.380001068115234","42.380001068115234","42.380001068115234"
"24","35.12662887573242","35.12662887573242","35.12662887573242","31.40281105041504","31.40281105041504","31.40281105041504","29.4421443939209","29.4421443939209","29.4421443939209","37.83638000488281","37.83638000488281","37.83638000488281","30.00602912902832","30.00602912902832","30.00602912902832","38.720001220703125","38.720001220703125","38.720001220703125"
"25","31.959331512451172","31.959331512451172","31.959331512451172","29.94508171081543","29.94508171081543","29.94508171081543","24.033584594726562","24.033584594726562","24.033584594726562","33.569549560546875","33.569549560546875","33.569549560546875","26.55179786682129","26.55179786682129","26.55179786682129","37.439998626708984","37.439998626708984","37.439998626708984"
"26","24.47520637512207","24.47520637512207","24.47520637512207","27.492889404296875","27.492889404296875","27.492889404296875","19.333147048950195","19.333147048950195","19.333147048950195","27.31226348876953","27.31226348876953","27.31226348876953","21.45355224609375","21.45355224609375","21.45355224609375","34.84000015258789","34.84000015258789","34.84000015258789"
"27","23.431116104125977","23.431116104125977","23.431116104125977","29.55179786682129","29.55179786682129","29.55179786682129","20.103261947631836","20.103261947631836","20.103261947631836","30.700191497802734","30.700191497802734","30.700191497802734","22.12611198425293","22.12611198425293","22.12611198425293","25.799999237060547","25.799999237060547","25.799999237060547"
"28","30.071895599365234","30.071895599365234","30.071895599365234","30.23463249206543","30.23463249206543","30.23463249206543","25.772720336914062","25.772720336914062","25.772720336914062","34.660091400146484","34.660091400146484","34.660091400146484","27.509599685668945","27.509599685668945","27.509599685668945","29.8799991607666","29.8799991607666","29.8799991607666"
"29","35.85841369628906","35.85841369628906","35.85841369628906","31.483383178710938","31.483383178710938","31.483383178710938","30.51264762878418","30.51264762878418","30.51264762878418","40.70478057861328","40.70478057861328","40.70478057861328","31.927722930908203","31.927722930908203","31.927722930908203","31.510000228881836","31.510000228881836","31.510000228881836"
"30","38.658447265625","38.658447265625","38.658447265625","33.486148834228516","33.486148834228516","33.486148834228516","32.576908111572266","32.576908111572266","32.576908111572266","40.91587829589844","40.91587829589844","40.91587829589844","32.53165817260742","32.53165817260742","32.53165817260742","31.420000076293945","31.420000076293945","31.420000076293945"
"31","38.168113708496094","38.168113708496094","38.168113708496094","35.61224365234375","35.61224365234375","35.61224365234375","35.42702102661133","35.42702102661133","35.42702102661133","40.9163703918457","40.9163703918457","40.9163703918457","32.29707717895508","32.29707717895508","32.29707717895508","37.2400016784668","37.2400016784668","37.2400016784668"
"32","38.54106903076172","38.54106903076172","38.54106903076172","39.19414520263672","39.19414520263672","39.19414520263672","33.18934631347656","33.18934631347656","33.18934631347656","41.31669998168945","41.31669998168945","41.31669998168945","31.774250030517578","31.774250030517578","31.774250030517578","38.83000183105469","38.83000183105469","38.83000183105469"
"33","40.899967193603516","40.899967193603516","40.899967193603516","46.390602111816406","46.390602111816406","46.390602111816406","36.12868118286133","36.12868118286133","36.12868118286133","52.022132873535156","52.022132873535156","52.022132873535156","37.577369689941406","37.577369689941406","37.577369689941406","44.7599983215332","44.7599983215332","44.7599983215332"
"34","44.56606674194336","44.56606674194336","44.56606674194336","53.07888412475586","53.07888412475586","53.07888412475586","46.71013259887695","46.71013259887695","46.71013259887695","67.65413665771484","67.65413665771484","67.65413665771484","51.999752044677734","51.999752044677734","51.999752044677734","46.95000076293945","46.95000076293945","46.95000076293945"
"35","43.287147521972656","43.287147521972656","43.287147521972656","54.39175033569336","54.39175033569336","54.39175033569336","53.64454650878906","53.64454650878906","53.64454650878906","57.739219665527344","57.739219665527344","57.739219665527344","61.45121383666992","61.45121383666992","61.45121383666992","46.79999923706055","46.79999923706055","46.79999923706055"
"36","41.34284210205078","41.34284210205078","41.34284210205078","49.96500778198242","49.96500778198242","49.96500778198242","45.087646484375","45.087646484375","45.087646484375","47.84123992919922","47.84123992919922","47.84123992919922","49.567779541015625","49.567779541015625","49.567779541015625","49.720001220703125","49.720001220703125","49.720001220703125"
"37","39.40192794799805","39.40192794799805","39.40192794799805","44.23961639404297","44.23961639404297","44.23961639404297","40.86574172973633","40.86574172973633","40.86574172973633","44.0396614074707","44.0396614074707","44.0396614074707","43.099185943603516","43.099185943603516","43.099185943603516","45.09000015258789","45.09000015258789","45.09000015258789"
"38","38.40465545654297","38.40465545654297","38.40465545654297","41.300838470458984","41.300838470458984","41.300838470458984","38.315528869628906","38.315528869628906","38.315528869628906","41.23612594604492","41.23612594604492","41.23612594604492","40.24115753173828","40.24115753173828","40.24115753173828","39.220001220703125","39.220001220703125","39.220001220703125"
"39","37.55101776123047","37.55101776123047","37.55101776123047","38.278892517089844","38.278892517089844","38.278892517089844","35.091339111328125","35.091339111328125","35.091339111328125","39.70476531982422","39.70476531982422","39.70476531982422","37.154266357421875","37.154266357421875","37.154266357421875","35.349998474121094","35.349998474121094","35.349998474121094"
"40","37.330413818359375","37.330413818359375","37.330413818359375","37.54204177856445","37.54204177856445","37.54204177856445","31.81167221069336","31.81167221069336","31.81167221069336","37.30730438232422","37.30730438232422","37.30730438232422","34.792747497558594","34.792747497558594","34.792747497558594","34.88999938964844","34.88999938964844","34.88999938964844"
"41","31.692235946655273","31.692235946655273","31.692235946655273","30.747222900390625","30.747222900390625","30.747222900390625","29.488027572631836","29.488027572631836","29.488027572631836","31.642807006835938","31.642807006835938","31.642807006835938","30.641489028930664","30.641489028930664","30.641489028930664","29.139999389648438","29.139999389648438","29.139999389648438"
"42","29.33344268798828","29.33344268798828","29.33344268798828","28.198579788208008","28.198579788208008","28.198579788208008","27.383455276489258","27.383455276489258","27.383455276489258","29.11888885498047","29.11888885498047","29.11888885498047","29.272951126098633","29.272951126098633","29.272951126098633","27.75","27.75","27.75"
"43","28.380884170532227","28.380884170532227","28.380884170532227","28.03002166748047","28.03002166748047","28.03002166748047","27.16237449645996","27.16237449645996","27.16237449645996","29.158222198486328","29.158222198486328","29.158222198486328","28.03053855895996","28.03053855895996","28.03053855895996","27.770000457763672","27.770000457763672","27.770000457763672"
"44","28.137163162231445","28.137163162231445","28.137163162231445","29.478031158447266","29.478031158447266","29.478031158447266","26.962331771850586","26.962331771850586","26.962331771850586","29.407470703125","29.407470703125","29.407470703125","28.418745040893555","28.418745040893555","28.418745040893555","27.399999618530273","27.399999618530273","27.399999618530273"
"45","28.74390983581543","28.74390983581543","28.74390983581543","31.82870864868164","31.82870864868164","31.82870864868164","28.339704513549805","28.339704513549805","28.339704513549805","30.912513732910156","30.912513732910156","30.912513732910156","28.946502685546875","28.946502685546875","28.946502685546875","28.360000610351562","28.360000610351562","28.360000610351562"
"46","29.14305877685547","29.14305877685547","29.14305877685547","33.21159744262695","33.21159744262695","33.21159744262695","28.934343338012695","28.934343338012695","28.934343338012695","33.038330078125","33.038330078125","33.038330078125","29.486473083496094","29.486473083496094","29.486473083496094","32.779998779296875","32.779998779296875","32.779998779296875"
"47","28.251840591430664","28.251840591430664","28.251840591430664","32.24235153198242","32.24235153198242","32.24235153198242","25.50737190246582","25.50737190246582","25.50737190246582","33.297447204589844","33.297447204589844","33.297447204589844","28.905933380126953","28.905933380126953","28.905933380126953","37.22999954223633","37.22999954223633","37.22999954223633"
"48","25.734621047973633","25.734621047973633","25.734621047973633","25.75520896911621","25.75520896911621","25.75520896911621","24.038482666015625","24.038482666015625","24.038482666015625","29.01707649230957","29.01707649230957","29.01707649230957","30.18598747253418","30.18598747253418","30.18598747253418","40.849998474121094","40.849998474121094","40.849998474121094"
"49","22.183982849121094","22.183982849121094","22.183982849121094","23.082401275634766","23.082401275634766","23.082401275634766","21.10668182373047","21.10668182373047","21.10668182373047","25.369352340698242","25.369352340698242","25.369352340698242","27.613784790039062","27.613784790039062","27.613784790039062","36.63999938964844","36.63999938964844","36.63999938964844"
"50","19.15369987487793","19.15369987487793","19.15369987487793","22.625","22.625","22.625","18.269691467285156","18.269691467285156","18.269691467285156","21.91169548034668","21.91169548034668","21.91169548034668","24.499061584472656","24.499061584472656","24.499061584472656","28.510000228881836","28.510000228881836","28.510000228881836"
"51","19.903797149658203","19.903797149658203","19.903797149658203","22.196542739868164","22.196542739868164","22.196542739868164","20.216785430908203","20.216785430908203","20.216785430908203","19.65738296508789","19.65738296508789","19.65738296508789","21.664443969726562","21.664443969726562","21.664443969726562","26.270000457763672","26.270000457763672","26.270000457763672"
"52","18.750995635986328","18.750995635986328","18.750995635986328","21.39544677734375","21.39544677734375","21.39544677734375","20.79802703857422","20.79802703857422","20.79802703857422","19.00569725036621","19.00569725036621","19.00569725036621","20.737619400024414","20.737619400024414","20.737619400024414","26.3799991607666","26.3799991607666","26.3799991607666"
"53","18.82753562927246","18.82753562927246","18.82753562927246","21.708478927612305","21.708478927612305","21.708478927612305","21.794273376464844","21.794273376464844","21.794273376464844","20.24309730529785","20.24309730529785","20.24309730529785","21.71962547302246","21.71962547302246","21.71962547302246","27.15999984741211","27.15999984741211","27.15999984741211"
"54","19.148311614990234","19.148311614990234","19.148311614990234","22.9884033203125","22.9884033203125","22.9884033203125","22.901416778564453","22.901416778564453","22.901416778564453","21.628387451171875","21.628387451171875","21.628387451171875","22.70990562438965","22.70990562438965","22.70990562438965","26.90999984741211","26.90999984741211","26.90999984741211"
"55","18.79451560974121","18.79451560974121","18.79451560974121","25.23918914794922","25.23918914794922","25.23918914794922","23.58480453491211","23.58480453491211","23.58480453491211","23.223398208618164","23.223398208618164","23.223398208618164","22.99652671813965","22.99652671813965","22.99652671813965","26.969999313354492","26.969999313354492","26.969999313354492"
"56","18.460546493530273","18.460546493530273","18.460546493530273","26.71823501586914","26.71823501586914","26.71823501586914","23.544692993164062","23.544692993164062","23.544692993164062","24.757537841796875","24.757537841796875","24.757537841796875","23.7830753326416","23.7830753326416","23.7830753326416","32.38999938964844","32.38999938964844","32.38999938964844"
"57","17.3171443939209","17.3171443939209","17.3171443939209","31.77534294128418","31.77534294128418","31.77534294128418","23.66775894165039","23.66775894165039","23.66775894165039","25.914079666137695","25.914079666137695","25.914079666137695","23.903581619262695","23.903581619262695","23.903581619262695","33.77000045776367","33.77000045776367","33.77000045776367"
"58","19.200246810913086","19.200246810913086","19.200246810913086","47.487518310546875","47.487518310546875","47.487518310546875","25.192108154296875","25.192108154296875","25.192108154296875","34.65184020996094","34.65184020996094","34.65184020996094","30.8873348236084","30.8873348236084","30.8873348236084","40.279998779296875","40.279998779296875","40.279998779296875"
"59","44.17909240722656","44.17909240722656","44.17909240722656","56.60733413696289","56.60733413696289","56.60733413696289","27.013713836669922","27.013713836669922","27.013713836669922","59.37662887573242","59.37662887573242","59.37662887573242","46.119163513183594","46.119163513183594","46.119163513183594","41.7599983215332","41.7599983215332","41.7599983215332"
"60","49.58604431152344","49.58604431152344","49.58604431152344","50.08391571044922","50.08391571044922","50.08391571044922","29.084739685058594","29.084739685058594","29.084739685058594","53.962703704833984","53.962703704833984","53.962703704833984","46.26333236694336","46.26333236694336","46.26333236694336","43.56999969482422","43.56999969482422","43.56999969482422"
"61","42.0230827331543","42.0230827331543","42.0230827331543","42.78580856323242","42.78580856323242","42.78580856323242","31.425762176513672","31.425762176513672","31.425762176513672","44.54076385498047","44.54076385498047","44.54076385498047","40.8399772644043","40.8399772644043","40.8399772644043","44.439998626708984","44.439998626708984","44.439998626708984"
"62","38.30305099487305","38.30305099487305","38.30305099487305","38.24644470214844","38.24644470214844","38.24644470214844","32.250186920166016","32.250186920166016","32.250186920166016","40.92720413208008","40.92720413208008","40.92720413208008","37.155067443847656","37.155067443847656","37.155067443847656","38.540000915527344","38.540000915527344","38.540000915527344"
"63","35.23743438720703","35.23743438720703","35.23743438720703","35.319664001464844","35.319664001464844","35.319664001464844","30.831859588623047","30.831859588623047","30.831859588623047","37.93291473388672","37.93291473388672","37.93291473388672","33.814598083496094","33.814598083496094","33.814598083496094","35.290000915527344","35.290000915527344","35.290000915527344"
"64","32.5256462097168","32.5256462097168","32.5256462097168","34.50185012817383","34.50185012817383","34.50185012817383","29.578754425048828","29.578754425048828","29.578754425048828","34.8531494140625","34.8531494140625","34.8531494140625","30.751605987548828","30.751605987548828","30.751605987548828","32.290000915527344","32.290000915527344","32.290000915527344"
"65","26.76713752746582","26.76713752746582","26.76713752746582","29.740142822265625","29.740142822265625","29.740142822265625","25.934974670410156","25.934974670410156","25.934974670410156","29.142152786254883","29.142152786254883","29.142152786254883","28.152328491210938","28.152328491210938","28.152328491210938","30.790000915527344","30.790000915527344","30.790000915527344"
"66","25.03721046447754","25.03721046447754","25.03721046447754","28.62614631652832","28.62614631652832","28.62614631652832","25.357196807861328","25.357196807861328","25.357196807861328","28.0941162109375","28.0941162109375","28.0941162109375","27.840673446655273","27.840673446655273","27.840673446655273","27.420000076293945","27.420000076293945","27.420000076293945"
"67","24.927907943725586","24.927907943725586","24.927907943725586","28.834762573242188","28.834762573242188","28.834762573242188","24.79638671875","24.79638671875","24.79638671875","27.792455673217773","27.792455673217773","27.792455673217773","27.646928787231445","27.646928787231445","27.646928787231445","25.739999771118164","25.739999771118164","25.739999771118164"
"68","25.555360794067383","25.555360794067383","25.555360794067383","29.878541946411133","29.878541946411133","29.878541946411133","25.114444732666016","25.114444732666016","25.114444732666016","28.398290634155273","28.398290634155273","28.398290634155273","28.49214744567871","28.49214744567871","28.49214744567871","25.8700008392334","25.8700008392334","25.8700008392334"
"69","27.545372009277344","27.545372009277344","27.545372009277344","30.999385833740234","30.999385833740234","30.999385833740234","26.29651641845703","26.29651641845703","26.29651641845703","28.671674728393555","28.671674728393555","28.671674728393555","29.945375442504883","29.945375442504883","29.945375442504883","27.3799991607666","27.3799991607666","27.3799991607666"
"70","28.101879119873047","28.101879119873047","28.101879119873047","30.817094802856445","30.817094802856445","30.817094802856445","27.423137664794922","27.423137664794922","27.423137664794922","28.321746826171875","28.321746826171875","28.321746826171875","29.997323989868164","29.997323989868164","29.997323989868164","28.389999389648438","28.389999389648438","28.389999389648438"
"71","27.407365798950195","27.407365798950195","27.407365798950195","29.322349548339844","29.322349548339844","29.322349548339844","25.929840087890625","25.929840087890625","25.929840087890625","28.956689834594727","28.956689834594727","28.956689834594727","27.633533477783203","27.633533477783203","27.633533477783203","31.68000030517578","31.68000030517578","31.68000030517578"
"72","28.92066192626953","28.92066192626953","28.92066192626953","27.40494728088379","27.40494728088379","27.40494728088379","26.55109977722168","26.55109977722168","26.55109977722168","36.38304138183594","36.38304138183594","36.38304138183594","33.07307815551758","33.07307815551758","33.07307815551758","35.84000015258789","35.84000015258789","35.84000015258789"
"73","26.604930877685547","26.604930877685547","26.604930877685547","27.644269943237305","27.644269943237305","27.644269943237305","27.33485984802246","27.33485984802246","27.33485984802246","35.77560806274414","35.77560806274414","35.77560806274414","33.449398040771484","33.449398040771484","33.449398040771484","22.059999465942383","22.059999465942383","22.059999465942383"
"74","24.524845123291016","24.524845123291016","24.524845123291016","24.629037857055664","24.629037857055664","24.629037857055664","27.872766494750977","27.872766494750977","27.872766494750977","33.2540168762207","33.2540168762207","33.2540168762207","33.15266036987305","33.15266036987305","33.15266036987305","19.729999542236328","19.729999542236328","19.729999542236328"
"75","25.28595542907715","25.28595542907715","25.28595542907715","19.148717880249023","19.148717880249023","19.148717880249023","25.143842697143555","25.143842697143555","25.143842697143555","31.69037437438965","31.69037437438965","31.69037437438965","29.331092834472656","29.331092834472656","29.331092834472656","16.829999923706055","16.829999923706055","16.829999923706055"
"76","21.911264419555664","21.911264419555664","21.911264419555664","15.769614219665527","15.769614219665527","15.769614219665527","20.9901180267334","20.9901180267334","20.9901180267334","26.4290771484375","26.4290771484375","26.4290771484375","23.691951751708984","23.691951751708984","23.691951751708984","23.299999237060547","23.299999237060547","23.299999237060547"
"77","20.92698860168457","20.92698860168457","20.92698860168457","16.11516571044922","16.11516571044922","16.11516571044922","17.55708885192871","17.55708885192871","17.55708885192871","22.55760955810547","22.55760955810547","22.55760955810547","23.219438552856445","23.219438552856445","23.219438552856445","20.8799991607666","20.8799991607666","20.8799991607666"
"78","21.092174530029297","21.092174530029297","21.092174530029297","17.56574249267578","17.56574249267578","17.56574249267578","16.19403839111328","16.19403839111328","16.19403839111328","20.987098693847656","20.987098693847656","20.987098693847656","25.011838912963867","25.011838912963867","25.011838912963867","17.350000381469727","17.350000381469727","17.350000381469727"
"79","23.966697692871094","23.966697692871094","23.966697692871094","19.36711883544922","19.36711883544922","19.36711883544922","18.40671730041504","18.40671730041504","18.40671730041504","20.75603485107422","20.75603485107422","20.75603485107422","28.03350067138672","28.03350067138672","28.03350067138672","20.59000015258789","20.59000015258789","20.59000015258789"
"80","25.478553771972656","25.478553771972656","25.478553771972656","22.62578010559082","22.62578010559082","22.62578010559082","21.110597610473633","21.110597610473633","21.110597610473633","20.56454849243164","20.56454849243164","20.56454849243164","29.14140510559082","29.14140510559082","29.14140510559082","21.1200008392334","21.1200008392334","21.1200008392334"
"81","30.236663818359375","30.236663818359375","30.236663818359375","28.66923713684082","28.66923713684082","28.66923713684082","25.59086799621582","25.59086799621582","25.59086799621582","21.996257781982422","21.996257781982422","21.996257781982422","33.79473876953125","33.79473876953125","33.79473876953125","30.420000076293945","30.420000076293945","30.420000076293945"
"82","49.597408294677734","49.597408294677734","49.597408294677734","39.132301330566406","39.132301330566406","39.132301330566406","46.56581497192383","46.56581497192383","46.56581497192383","45.28660583496094","45.28660583496094","45.28660583496094","38.93867874145508","38.93867874145508","38.93867874145508","41.61000061035156","41.61000061035156","41.61000061035156"
"83","46.665523529052734","46.665523529052734","46.665523529052734","36.67043685913086","36.67043685913086","36.67043685913086","55.26616287231445","55.26616287231445","55.26616287231445","47.10365676879883","47.10365676879883","47.10365676879883","41.31216812133789","41.31216812133789","41.31216812133789","40.97999954223633","40.97999954223633","40.97999954223633"
