"Step","visionary-sweep-1 - Ensamble 0 - Fall predictions (24h) Hub: ZP26","visionary-sweep-1 - Ensamble 0 - Fall predictions (24h) Hub: ZP26__MIN","visionary-sweep-1 - Ensamble 0 - Fall predictions (24h) Hub: ZP26__MAX","visionary-sweep-1 - Ensamble 1 - Fall predictions (24h) Hub: ZP26","visionary-sweep-1 - Ensamble 1 - Fall predictions (24h) Hub: ZP26__MIN","visionary-sweep-1 - Ensamble 1 - Fall predictions (24h) Hub: ZP26__MAX","visionary-sweep-1 - Ensamble 2 - Fall predictions (24h) Hub: ZP26","visionary-sweep-1 - Ensamble 2 - Fall predictions (24h) Hub: ZP26__MIN","visionary-sweep-1 - Ensamble 2 - Fall predictions (24h) Hub: ZP26__MAX","visionary-sweep-1 - Ensamble 3 - Fall predictions (24h) Hub: ZP26","visionary-sweep-1 - Ensamble 3 - Fall predictions (24h) Hub: ZP26__MIN","visionary-sweep-1 - Ensamble 3 - Fall predictions (24h) Hub: ZP26__MAX","visionary-sweep-1 - Ensamble 4 - Fall predictions (24h) Hub: ZP26","visionary-sweep-1 - Ensamble 4 - Fall predictions (24h) Hub: ZP26__MIN","visionary-sweep-1 - Ensamble 4 - Fall predictions (24h) Hub: ZP26__MAX","visionary-sweep-1 - Ensamble 0 - Fall targets (24h) Hub: ZP26","visionary-sweep-1 - Ensamble 0 - Fall targets (24h) Hub: ZP26__MIN","visionary-sweep-1 - Ensamble 0 - Fall targets (24h) Hub: ZP26__MAX"
"84","39.141014099121094","39.141014099121094","39.141014099121094","33.95392608642578","33.95392608642578","33.95392608642578","47.14886474609375","47.14886474609375","47.14886474609375","34.691200256347656","34.691200256347656","34.691200256347656","39.45353317260742","39.45353317260742","39.45353317260742","40.61000061035156","40.61000061035156","40.61000061035156"
"85","35.08537673950195","35.08537673950195","35.08537673950195","33.42893981933594","33.42893981933594","33.42893981933594","38.245323181152344","38.245323181152344","38.245323181152344","29.604904174804688","29.604904174804688","29.604904174804688","37.606689453125","37.606689453125","37.606689453125","35.349998474121094","35.349998474121094","35.349998474121094"
"86","33.369598388671875","33.369598388671875","33.369598388671875","34.881107330322266","34.881107330322266","34.881107330322266","34.9483642578125","34.9483642578125","34.9483642578125","29.113304138183594","29.113304138183594","29.113304138183594","36.519771575927734","36.519771575927734","36.519771575927734","33.849998474121094","33.849998474121094","33.849998474121094"
"87","35.10178756713867","35.10178756713867","35.10178756713867","36.991336822509766","36.991336822509766","36.991336822509766","34.14203643798828","34.14203643798828","34.14203643798828","29.981321334838867","29.981321334838867","29.981321334838867","34.977088928222656","34.977088928222656","34.977088928222656","33.119998931884766","33.119998931884766","33.119998931884766"
"88","41.14134979248047","41.14134979248047","41.14134979248047","40.56782913208008","40.56782913208008","40.56782913208008","36.467384338378906","36.467384338378906","36.467384338378906","33.35878372192383","33.35878372192383","33.35878372192383","35.76890563964844","35.76890563964844","35.76890563964844","27.68000030517578","27.68000030517578","27.68000030517578"
"89","42.214599609375","42.214599609375","42.214599609375","32.176204681396484","32.176204681396484","32.176204681396484","31.32831382751465","31.32831382751465","31.32831382751465","28.158157348632812","28.158157348632812","28.158157348632812","32.75518798828125","32.75518798828125","32.75518798828125","30.1299991607666","30.1299991607666","30.1299991607666"
"90","48.6004638671875","48.6004638671875","48.6004638671875","27.87284278869629","27.87284278869629","27.87284278869629","28.41661834716797","28.41661834716797","28.41661834716797","27.742259979248047","27.742259979248047","27.742259979248047","32.425926208496094","32.425926208496094","32.425926208496094","28.190000534057617","28.190000534057617","28.190000534057617"
"91","38.48248291015625","38.48248291015625","38.48248291015625","26.306612014770508","26.306612014770508","26.306612014770508","29.40520668029785","29.40520668029785","29.40520668029785","30.181201934814453","30.181201934814453","30.181201934814453","32.212745666503906","32.212745666503906","32.212745666503906","27.3700008392334","27.3700008392334","27.3700008392334"
"92","28.116100311279297","28.116100311279297","28.116100311279297","24.922433853149414","24.922433853149414","24.922433853149414","30.46116828918457","30.46116828918457","30.46116828918457","30.112422943115234","30.112422943115234","30.112422943115234","32.72920227050781","32.72920227050781","32.72920227050781","28.18000030517578","28.18000030517578","28.18000030517578"
"93","23.060047149658203","23.060047149658203","23.060047149658203","25.379777908325195","25.379777908325195","25.379777908325195","31.032527923583984","31.032527923583984","31.032527923583984","25.751750946044922","25.751750946044922","25.751750946044922","32.74064254760742","32.74064254760742","32.74064254760742","29.700000762939453","29.700000762939453","29.700000762939453"
"94","20.389379501342773","20.389379501342773","20.389379501342773","27.141733169555664","27.141733169555664","27.141733169555664","28.897817611694336","28.897817611694336","28.897817611694336","21.55937957763672","21.55937957763672","21.55937957763672","31.51055908203125","31.51055908203125","31.51055908203125","34.38999938964844","34.38999938964844","34.38999938964844"
"95","19.084028244018555","19.084028244018555","19.084028244018555","27.713985443115234","27.713985443115234","27.713985443115234","23.14849090576172","23.14849090576172","23.14849090576172","19.213632583618164","19.213632583618164","19.213632583618164","29.40913200378418","29.40913200378418","29.40913200378418","36.779998779296875","36.779998779296875","36.779998779296875"
"96","21.905521392822266","21.905521392822266","21.905521392822266","23.054357528686523","23.054357528686523","23.054357528686523","30.63813591003418","30.63813591003418","30.63813591003418","22.844270706176758","22.844270706176758","22.844270706176758","25.5864315032959","25.5864315032959","25.5864315032959","40.849998474121094","40.849998474121094","40.849998474121094"
"97","20.962675094604492","20.962675094604492","20.962675094604492","21.985139846801758","21.985139846801758","21.985139846801758","23.891864776611328","23.891864776611328","23.891864776611328","21.101694107055664","21.101694107055664","21.101694107055664","21.64577865600586","21.64577865600586","21.64577865600586","35.2400016784668","35.2400016784668","35.2400016784668"
"98","20.502735137939453","20.502735137939453","20.502735137939453","21.005645751953125","21.005645751953125","21.005645751953125","19.84850311279297","19.84850311279297","19.84850311279297","20.159523010253906","20.159523010253906","20.159523010253906","19.71183204650879","19.71183204650879","19.71183204650879","33.84000015258789","33.84000015258789","33.84000015258789"
"99","20.801395416259766","20.801395416259766","20.801395416259766","19.910171508789062","19.910171508789062","19.910171508789062","17.912538528442383","17.912538528442383","17.912538528442383","20.138412475585938","20.138412475585938","20.138412475585938","18.86033821105957","18.86033821105957","18.86033821105957","24.709999084472656","24.709999084472656","24.709999084472656"
"100","23.126598358154297","23.126598358154297","23.126598358154297","21.907072067260742","21.907072067260742","21.907072067260742","19.323686599731445","19.323686599731445","19.323686599731445","21.383649826049805","21.383649826049805","21.383649826049805","19.477880477905273","19.477880477905273","19.477880477905273","22.299999237060547","22.299999237060547","22.299999237060547"
"101","24.273780822753906","24.273780822753906","24.273780822753906","25.564699172973633","25.564699172973633","25.564699172973633","22.284198760986328","22.284198760986328","22.284198760986328","22.592439651489258","22.592439651489258","22.592439651489258","21.41118049621582","21.41118049621582","21.41118049621582","20.84000015258789","20.84000015258789","20.84000015258789"
"102","25.64980697631836","25.64980697631836","25.64980697631836","28.242767333984375","28.242767333984375","28.242767333984375","24.92400360107422","24.92400360107422","24.92400360107422","24.22249984741211","24.22249984741211","24.22249984741211","23.279817581176758","23.279817581176758","23.279817581176758","21.440000534057617","21.440000534057617","21.440000534057617"
"103","25.902679443359375","25.902679443359375","25.902679443359375","29.965805053710938","29.965805053710938","29.965805053710938","26.884227752685547","26.884227752685547","26.884227752685547","25.354297637939453","25.354297637939453","25.354297637939453","25.221839904785156","25.221839904785156","25.221839904785156","21.09000015258789","21.09000015258789","21.09000015258789"
"104","27.644933700561523","27.644933700561523","27.644933700561523","32.752471923828125","32.752471923828125","32.752471923828125","28.18045425415039","28.18045425415039","28.18045425415039","26.860219955444336","26.860219955444336","26.860219955444336","26.58749771118164","26.58749771118164","26.58749771118164","22.290000915527344","22.290000915527344","22.290000915527344"
"105","27.97218132019043","27.97218132019043","27.97218132019043","34.75730895996094","34.75730895996094","34.75730895996094","29.883651733398438","29.883651733398438","29.883651733398438","28.487844467163086","28.487844467163086","28.487844467163086","28.11223602294922","28.11223602294922","28.11223602294922","26.440000534057617","26.440000534057617","26.440000534057617"
"106","30.045825958251953","30.045825958251953","30.045825958251953","41.152767181396484","41.152767181396484","41.152767181396484","32.64090347290039","32.64090347290039","32.64090347290039","35.58154296875","35.58154296875","35.58154296875","30.188249588012695","30.188249588012695","30.188249588012695","28.09000015258789","28.09000015258789","28.09000015258789"
"107","32.808467864990234","32.808467864990234","32.808467864990234","42.51346969604492","42.51346969604492","42.51346969604492","33.96299743652344","33.96299743652344","33.96299743652344","37.49706268310547","37.49706268310547","37.49706268310547","31.995363235473633","31.995363235473633","31.995363235473633","31.899999618530273","31.899999618530273","31.899999618530273"
"108","34.00074768066406","34.00074768066406","34.00074768066406","41.57957458496094","41.57957458496094","41.57957458496094","35.158111572265625","35.158111572265625","35.158111572265625","38.96755599975586","38.96755599975586","38.96755599975586","33.99964904785156","33.99964904785156","33.99964904785156","27.719999313354492","27.719999313354492","27.719999313354492"
"109","36.580135345458984","36.580135345458984","36.580135345458984","40.05381393432617","40.05381393432617","40.05381393432617","34.499664306640625","34.499664306640625","34.499664306640625","35.74220275878906","35.74220275878906","35.74220275878906","34.947105407714844","34.947105407714844","34.947105407714844","30.3799991607666","30.3799991607666","30.3799991607666"
"110","36.19929122924805","36.19929122924805","36.19929122924805","36.87920379638672","36.87920379638672","36.87920379638672","32.14844512939453","32.14844512939453","32.14844512939453","31.62766456604004","31.62766456604004","31.62766456604004","34.0609016418457","34.0609016418457","34.0609016418457","29.440000534057617","29.440000534057617","29.440000534057617"
"111","32.5726203918457","32.5726203918457","32.5726203918457","35.80626678466797","35.80626678466797","35.80626678466797","33.5225944519043","33.5225944519043","33.5225944519043","27.54058265686035","27.54058265686035","27.54058265686035","29.736011505126953","29.736011505126953","29.736011505126953","29.170000076293945","29.170000076293945","29.170000076293945"
"112","27.291061401367188","27.291061401367188","27.291061401367188","32.55243682861328","32.55243682861328","32.55243682861328","29.88870620727539","29.88870620727539","29.88870620727539","26.600584030151367","26.600584030151367","26.600584030151367","27.339618682861328","27.339618682861328","27.339618682861328","27.8700008392334","27.8700008392334","27.8700008392334"
"113","26.063735961914062","26.063735961914062","26.063735961914062","34.307010650634766","34.307010650634766","34.307010650634766","30.231067657470703","30.231067657470703","30.231067657470703","26.541996002197266","26.541996002197266","26.541996002197266","27.457971572875977","27.457971572875977","27.457971572875977","26.850000381469727","26.850000381469727","26.850000381469727"
"114","24.660205841064453","24.660205841064453","24.660205841064453","32.09267044067383","32.09267044067383","32.09267044067383","28.05358123779297","28.05358123779297","28.05358123779297","24.047487258911133","24.047487258911133","24.047487258911133","26.148773193359375","26.148773193359375","26.148773193359375","26.049999237060547","26.049999237060547","26.049999237060547"
"115","25.075897216796875","25.075897216796875","25.075897216796875","31.978139877319336","31.978139877319336","31.978139877319336","27.519596099853516","27.519596099853516","27.519596099853516","23.72261619567871","23.72261619567871","23.72261619567871","25.71483612060547","25.71483612060547","25.71483612060547","28.399999618530273","28.399999618530273","28.399999618530273"
"116","25.685977935791016","25.685977935791016","25.685977935791016","35.35430908203125","35.35430908203125","35.35430908203125","28.4520263671875","28.4520263671875","28.4520263671875","25.226194381713867","25.226194381713867","25.226194381713867","25.903966903686523","25.903966903686523","25.903966903686523","30.540000915527344","30.540000915527344","30.540000915527344"
"117","25.008209228515625","25.008209228515625","25.008209228515625","41.51076889038086","41.51076889038086","41.51076889038086","29.95537567138672","29.95537567138672","29.95537567138672","27.72371482849121","27.72371482849121","27.72371482849121","26.071887969970703","26.071887969970703","26.071887969970703","29.68000030517578","29.68000030517578","29.68000030517578"
"118","24.176969528198242","24.176969528198242","24.176969528198242","41.37004089355469","41.37004089355469","41.37004089355469","29.941999435424805","29.941999435424805","29.941999435424805","27.595138549804688","27.595138549804688","27.595138549804688","26.040891647338867","26.040891647338867","26.040891647338867","27.350000381469727","27.350000381469727","27.350000381469727"
"119","23.006450653076172","23.006450653076172","23.006450653076172","36.028202056884766","36.028202056884766","36.028202056884766","26.2104434967041","26.2104434967041","26.2104434967041","24.58953285217285","24.58953285217285","24.58953285217285","24.8690185546875","24.8690185546875","24.8690185546875","36.290000915527344","36.290000915527344","36.290000915527344"
"120","22.893606185913086","22.893606185913086","22.893606185913086","24.615829467773438","24.615829467773438","24.615829467773438","24.01482582092285","24.01482582092285","24.01482582092285","23.043493270874023","23.043493270874023","23.043493270874023","25.86395835876465","25.86395835876465","25.86395835876465","33.380001068115234","33.380001068115234","33.380001068115234"
"121","22.308500289916992","22.308500289916992","22.308500289916992","23.75811004638672","23.75811004638672","23.75811004638672","21.779478073120117","21.779478073120117","21.779478073120117","22.402563095092773","22.402563095092773","22.402563095092773","24.45086097717285","24.45086097717285","24.45086097717285","21.920000076293945","21.920000076293945","21.920000076293945"
"122","22.7117862701416","22.7117862701416","22.7117862701416","24.648006439208984","24.648006439208984","24.648006439208984","22.48405647277832","22.48405647277832","22.48405647277832","22.981046676635742","22.981046676635742","22.981046676635742","24.275968551635742","24.275968551635742","24.275968551635742","17.68000030517578","17.68000030517578","17.68000030517578"
"123","23.154874801635742","23.154874801635742","23.154874801635742","26.307140350341797","26.307140350341797","26.307140350341797","24.312021255493164","24.312021255493164","24.312021255493164","23.463359832763672","23.463359832763672","23.463359832763672","25.04599380493164","25.04599380493164","25.04599380493164","17.809999465942383","17.809999465942383","17.809999465942383"
"124","24.688386917114258","24.688386917114258","24.688386917114258","28.07898712158203","28.07898712158203","28.07898712158203","26.94431495666504","26.94431495666504","26.94431495666504","23.975074768066406","23.975074768066406","23.975074768066406","26.065401077270508","26.065401077270508","26.065401077270508","17.1200008392334","17.1200008392334","17.1200008392334"
"125","28.43731117248535","28.43731117248535","28.43731117248535","33.293312072753906","33.293312072753906","33.293312072753906","33.439369201660156","33.439369201660156","33.439369201660156","31.972414016723633","31.972414016723633","31.972414016723633","27.112741470336914","27.112741470336914","27.112741470336914","39.900001525878906","39.900001525878906","39.900001525878906"
"126","32.354251861572266","32.354251861572266","32.354251861572266","35.70111083984375","35.70111083984375","35.70111083984375","46.555721282958984","46.555721282958984","46.555721282958984","51.62045669555664","51.62045669555664","51.62045669555664","30.70797348022461","30.70797348022461","30.70797348022461","34.54999923706055","34.54999923706055","34.54999923706055"
"127","34.58361053466797","34.58361053466797","34.58361053466797","35.96522903442383","35.96522903442383","35.96522903442383","53.037132263183594","53.037132263183594","53.037132263183594","56.06935119628906","56.06935119628906","56.06935119628906","31.86958885192871","31.86958885192871","31.86958885192871","29.639999389648438","29.639999389648438","29.639999389648438"
"128","32.004581451416016","32.004581451416016","32.004581451416016","34.7739143371582","34.7739143371582","34.7739143371582","41.94888687133789","41.94888687133789","41.94888687133789","43.094207763671875","43.094207763671875","43.094207763671875","30.823076248168945","30.823076248168945","30.823076248168945","27.229999542236328","27.229999542236328","27.229999542236328"
"129","30.328325271606445","30.328325271606445","30.328325271606445","34.05186462402344","34.05186462402344","34.05186462402344","35.643409729003906","35.643409729003906","35.643409729003906","36.944061279296875","36.944061279296875","36.944061279296875","29.664827346801758","29.664827346801758","29.664827346801758","27.3799991607666","27.3799991607666","27.3799991607666"
"130","29.60651206970215","29.60651206970215","29.60651206970215","37.52836608886719","37.52836608886719","37.52836608886719","31.767398834228516","31.767398834228516","31.767398834228516","33.33816909790039","33.33816909790039","33.33816909790039","27.184478759765625","27.184478759765625","27.184478759765625","25.579999923706055","25.579999923706055","25.579999923706055"
"131","28.561969757080078","28.561969757080078","28.561969757080078","34.47172546386719","34.47172546386719","34.47172546386719","28.987308502197266","28.987308502197266","28.987308502197266","30.92373275756836","30.92373275756836","30.92373275756836","26.180421829223633","26.180421829223633","26.180421829223633","26.8700008392334","26.8700008392334","26.8700008392334"
"132","26.55723762512207","26.55723762512207","26.55723762512207","28.51436996459961","28.51436996459961","28.51436996459961","26.548112869262695","26.548112869262695","26.548112869262695","27.367891311645508","27.367891311645508","27.367891311645508","25.29245948791504","25.29245948791504","25.29245948791504","26.559999465942383","26.559999465942383","26.559999465942383"
"133","25.439790725708008","25.439790725708008","25.439790725708008","26.775836944580078","26.775836944580078","26.775836944580078","25.451051712036133","25.451051712036133","25.451051712036133","25.056753158569336","25.056753158569336","25.056753158569336","25.64373207092285","25.64373207092285","25.64373207092285","26.829999923706055","26.829999923706055","26.829999923706055"
"134","26.113258361816406","26.113258361816406","26.113258361816406","26.67041015625","26.67041015625","26.67041015625","25.203035354614258","25.203035354614258","25.203035354614258","24.565706253051758","24.565706253051758","24.565706253051758","27.092491149902344","27.092491149902344","27.092491149902344","26.649999618530273","26.649999618530273","26.649999618530273"
"135","27.386035919189453","27.386035919189453","27.386035919189453","27.052330017089844","27.052330017089844","27.052330017089844","25.6280460357666","25.6280460357666","25.6280460357666","24.77520179748535","24.77520179748535","24.77520179748535","29.187524795532227","29.187524795532227","29.187524795532227","26.43000030517578","26.43000030517578","26.43000030517578"
"136","27.308055877685547","27.308055877685547","27.308055877685547","27.255496978759766","27.255496978759766","27.255496978759766","26.29131507873535","26.29131507873535","26.29131507873535","24.454557418823242","24.454557418823242","24.454557418823242","28.82102394104004","28.82102394104004","28.82102394104004","28.219999313354492","28.219999313354492","28.219999313354492"
"137","26.77353286743164","26.77353286743164","26.77353286743164","26.905893325805664","26.905893325805664","26.905893325805664","27.551044464111328","27.551044464111328","27.551044464111328","23.889081954956055","23.889081954956055","23.889081954956055","28.722017288208008","28.722017288208008","28.722017288208008","24.520000457763672","24.520000457763672","24.520000457763672"
"138","25.860483169555664","25.860483169555664","25.860483169555664","26.317718505859375","26.317718505859375","26.317718505859375","26.735788345336914","26.735788345336914","26.735788345336914","23.152708053588867","23.152708053588867","23.152708053588867","26.66429328918457","26.66429328918457","26.66429328918457","12.8100004196167","12.8100004196167","12.8100004196167"
"139","24.77142333984375","24.77142333984375","24.77142333984375","24.622230529785156","24.622230529785156","24.622230529785156","24.459562301635742","24.459562301635742","24.459562301635742","22.738079071044922","22.738079071044922","22.738079071044922","24.903234481811523","24.903234481811523","24.903234481811523","-0.47999998927116394","-0.47999998927116394","-0.47999998927116394"
"140","25.34893798828125","25.34893798828125","25.34893798828125","24.746789932250977","24.746789932250977","24.746789932250977","23.923322677612305","23.923322677612305","23.923322677612305","23.395444869995117","23.395444869995117","23.395444869995117","24.342432022094727","24.342432022094727","24.342432022094727","-2.7799999713897705","-2.7799999713897705","-2.7799999713897705"
"141","25.268598556518555","25.268598556518555","25.268598556518555","25.507339477539062","25.507339477539062","25.507339477539062","23.640317916870117","23.640317916870117","23.640317916870117","23.468029022216797","23.468029022216797","23.468029022216797","25.28131675720215","25.28131675720215","25.28131675720215","-2.119999885559082","-2.119999885559082","-2.119999885559082"
"142","28.440080642700195","28.440080642700195","28.440080642700195","27.2379150390625","27.2379150390625","27.2379150390625","25.064950942993164","25.064950942993164","25.064950942993164","24.054441452026367","24.054441452026367","24.054441452026367","25.85335350036621","25.85335350036621","25.85335350036621","-1.0700000524520874","-1.0700000524520874","-1.0700000524520874"
"143","33.17030334472656","33.17030334472656","33.17030334472656","29.78926658630371","29.78926658630371","29.78926658630371","26.3419132232666","26.3419132232666","26.3419132232666","26.30484962463379","26.30484962463379","26.30484962463379","26.338773727416992","26.338773727416992","26.338773727416992","-0.7799999713897705","-0.7799999713897705","-0.7799999713897705"
"144","21.48749351501465","21.48749351501465","21.48749351501465","20.743560791015625","20.743560791015625","20.743560791015625","22.55457305908203","22.55457305908203","22.55457305908203","24.21925163269043","24.21925163269043","24.21925163269043","22.84734535217285","22.84734535217285","22.84734535217285","-2.0899999141693115","-2.0899999141693115","-2.0899999141693115"
"145","24.356029510498047","24.356029510498047","24.356029510498047","21.333492279052734","21.333492279052734","21.333492279052734","22.784143447875977","22.784143447875977","22.784143447875977","27.7827205657959","27.7827205657959","27.7827205657959","23.93738555908203","23.93738555908203","23.93738555908203","-0.7200000286102295","-0.7200000286102295","-0.7200000286102295"
"146","27.690452575683594","27.690452575683594","27.690452575683594","22.555810928344727","22.555810928344727","22.555810928344727","23.417356491088867","23.417356491088867","23.417356491088867","27.016679763793945","27.016679763793945","27.016679763793945","24.404949188232422","24.404949188232422","24.404949188232422","6.059999942779541","6.059999942779541","6.059999942779541"
"147","30.807506561279297","30.807506561279297","30.807506561279297","29.370529174804688","29.370529174804688","29.370529174804688","26.228601455688477","26.228601455688477","26.228601455688477","28.736278533935547","28.736278533935547","28.736278533935547","27.80175018310547","27.80175018310547","27.80175018310547","32.18000030517578","32.18000030517578","32.18000030517578"
"148","34.20512390136719","34.20512390136719","34.20512390136719","30.884180068969727","30.884180068969727","30.884180068969727","28.850053787231445","28.850053787231445","28.850053787231445","29.45332145690918","29.45332145690918","29.45332145690918","32.027496337890625","32.027496337890625","32.027496337890625","35.70000076293945","35.70000076293945","35.70000076293945"
"149","34.411170959472656","34.411170959472656","34.411170959472656","30.673526763916016","30.673526763916016","30.673526763916016","29.3234806060791","29.3234806060791","29.3234806060791","30.190502166748047","30.190502166748047","30.190502166748047","32.64570617675781","32.64570617675781","32.64570617675781","33.56999969482422","33.56999969482422","33.56999969482422"
"150","32.613502502441406","32.613502502441406","32.613502502441406","28.316543579101562","28.316543579101562","28.316543579101562","28.01082992553711","28.01082992553711","28.01082992553711","28.938291549682617","28.938291549682617","28.938291549682617","30.613548278808594","30.613548278808594","30.613548278808594","32.34000015258789","32.34000015258789","32.34000015258789"
"151","29.42452621459961","29.42452621459961","29.42452621459961","26.592058181762695","26.592058181762695","26.592058181762695","26.51080894470215","26.51080894470215","26.51080894470215","27.60869598388672","27.60869598388672","27.60869598388672","27.9259033203125","27.9259033203125","27.9259033203125","35.47999954223633","35.47999954223633","35.47999954223633"
"152","27.37847137451172","27.37847137451172","27.37847137451172","25.733497619628906","25.733497619628906","25.733497619628906","26.000642776489258","26.000642776489258","26.000642776489258","27.111736297607422","27.111736297607422","27.111736297607422","26.703636169433594","26.703636169433594","26.703636169433594","27.790000915527344","27.790000915527344","27.790000915527344"
"153","25.69515037536621","25.69515037536621","25.69515037536621","24.761924743652344","24.761924743652344","24.761924743652344","26.107242584228516","26.107242584228516","26.107242584228516","27.070341110229492","27.070341110229492","27.070341110229492","25.980384826660156","25.980384826660156","25.980384826660156","25.559999465942383","25.559999465942383","25.559999465942383"
"154","24.925689697265625","24.925689697265625","24.925689697265625","23.52431297302246","23.52431297302246","23.52431297302246","26.41636848449707","26.41636848449707","26.41636848449707","27.01535987854004","27.01535987854004","27.01535987854004","25.65544891357422","25.65544891357422","25.65544891357422","26.719999313354492","26.719999313354492","26.719999313354492"
"155","24.029861450195312","24.029861450195312","24.029861450195312","22.610992431640625","22.610992431640625","22.610992431640625","25.70621681213379","25.70621681213379","25.70621681213379","27.341999053955078","27.341999053955078","27.341999053955078","24.602611541748047","24.602611541748047","24.602611541748047","26.809999465942383","26.809999465942383","26.809999465942383"
"156","24.037158966064453","24.037158966064453","24.037158966064453","22.795425415039062","22.795425415039062","22.795425415039062","25.486936569213867","25.486936569213867","25.486936569213867","27.388120651245117","27.388120651245117","27.388120651245117","24.915908813476562","24.915908813476562","24.915908813476562","27.15999984741211","27.15999984741211","27.15999984741211"
"157","24.013160705566406","24.013160705566406","24.013160705566406","23.415666580200195","23.415666580200195","23.415666580200195","26.427003860473633","26.427003860473633","26.427003860473633","26.862123489379883","26.862123489379883","26.862123489379883","26.147483825683594","26.147483825683594","26.147483825683594","28.040000915527344","28.040000915527344","28.040000915527344"
"158","24.63790512084961","24.63790512084961","24.63790512084961","25.103294372558594","25.103294372558594","25.103294372558594","26.458223342895508","26.458223342895508","26.458223342895508","26.510122299194336","26.510122299194336","26.510122299194336","26.862943649291992","26.862943649291992","26.862943649291992","28.690000534057617","28.690000534057617","28.690000534057617"
"159","24.792694091796875","24.792694091796875","24.792694091796875","25.86678123474121","25.86678123474121","25.86678123474121","26.818340301513672","26.818340301513672","26.818340301513672","25.7291202545166","25.7291202545166","25.7291202545166","30.709529876708984","30.709529876708984","30.709529876708984","27.459999084472656","27.459999084472656","27.459999084472656"
"160","23.775096893310547","23.775096893310547","23.775096893310547","23.712677001953125","23.712677001953125","23.712677001953125","22.44048309326172","22.44048309326172","22.44048309326172","23.48906898498535","23.48906898498535","23.48906898498535","30.104774475097656","30.104774475097656","30.104774475097656","8.6899995803833","8.6899995803833","8.6899995803833"
"161","21.90987777709961","21.90987777709961","21.90987777709961","19.688512802124023","19.688512802124023","19.688512802124023","16.80224609375","16.80224609375","16.80224609375","22.39090919494629","22.39090919494629","22.39090919494629","24.448362350463867","24.448362350463867","24.448362350463867","-3.2200000286102295","-3.2200000286102295","-3.2200000286102295"
"162","21.636568069458008","21.636568069458008","21.636568069458008","17.05480194091797","17.05480194091797","17.05480194091797","16.839258193969727","16.839258193969727","16.839258193969727","20.91168212890625","20.91168212890625","20.91168212890625","22.213207244873047","22.213207244873047","22.213207244873047","-2.799999952316284","-2.799999952316284","-2.799999952316284"
"163","21.72382926940918","21.72382926940918","21.72382926940918","20.139419555664062","20.139419555664062","20.139419555664062","18.818180084228516","18.818180084228516","18.818180084228516","20.915306091308594","20.915306091308594","20.915306091308594","21.259929656982422","21.259929656982422","21.259929656982422","-1.809999942779541","-1.809999942779541","-1.809999942779541"
"164","21.999738693237305","21.999738693237305","21.999738693237305","25.57415771484375","25.57415771484375","25.57415771484375","21.93006706237793","21.93006706237793","21.93006706237793","22.315752029418945","22.315752029418945","22.315752029418945","23.38202667236328","23.38202667236328","23.38202667236328","-1.7999999523162842","-1.7999999523162842","-1.7999999523162842"
"165","21.769611358642578","21.769611358642578","21.769611358642578","29.213102340698242","29.213102340698242","29.213102340698242","24.328977584838867","24.328977584838867","24.328977584838867","24.227989196777344","24.227989196777344","24.227989196777344","28.061817169189453","28.061817169189453","28.061817169189453","-0.25999999046325684","-0.25999999046325684","-0.25999999046325684"
"166","23.61664581298828","23.61664581298828","23.61664581298828","28.30339813232422","28.30339813232422","28.30339813232422","25.698211669921875","25.698211669921875","25.698211669921875","25.99662971496582","25.99662971496582","25.99662971496582","32.31911087036133","32.31911087036133","32.31911087036133","3.619999885559082","3.619999885559082","3.619999885559082"
"167","27.892932891845703","27.892932891845703","27.892932891845703","28.601646423339844","28.601646423339844","28.601646423339844","28.1610050201416","28.1610050201416","28.1610050201416","26.694169998168945","26.694169998168945","26.694169998168945","32.196014404296875","32.196014404296875","32.196014404296875","6.46999979019165","6.46999979019165","6.46999979019165"
