"Step","visionary-sweep-1 - Ensamble 0 - Spring predictions (24h) Hub: NP15","visionary-sweep-1 - Ensamble 0 - Spring predictions (24h) Hub: NP15__MIN","visionary-sweep-1 - Ensamble 0 - Spring predictions (24h) Hub: NP15__MAX","visionary-sweep-1 - Ensamble 1 - Spring predictions (24h) Hub: NP15","visionary-sweep-1 - Ensamble 1 - Spring predictions (24h) Hub: NP15__MIN","visionary-sweep-1 - Ensamble 1 - Spring predictions (24h) Hub: NP15__MAX","visionary-sweep-1 - Ensamble 2 - Spring predictions (24h) Hub: NP15","visionary-sweep-1 - Ensamble 2 - Spring predictions (24h) Hub: NP15__MIN","visionary-sweep-1 - Ensamble 2 - Spring predictions (24h) Hub: NP15__MAX","visionary-sweep-1 - Ensamble 3 - Spring predictions (24h) Hub: NP15","visionary-sweep-1 - Ensamble 3 - Spring predictions (24h) Hub: NP15__MIN","visionary-sweep-1 - Ensamble 3 - Spring predictions (24h) Hub: NP15__MAX","visionary-sweep-1 - Ensamble 4 - Spring predictions (24h) Hub: NP15","visionary-sweep-1 - Ensamble 4 - Spring predictions (24h) Hub: NP15__MIN","visionary-sweep-1 - Ensamble 4 - Spring predictions (24h) Hub: NP15__MAX","visionary-sweep-1 - Ensamble 0 - Spring targets (24h) Hub: NP15","visionary-sweep-1 - Ensamble 0 - Spring targets (24h) Hub: NP15__MIN","visionary-sweep-1 - Ensamble 0 - Spring targets (24h) Hub: NP15__MAX"
"84","14.331791877746582","14.331791877746582","14.331791877746582","14.940115928649902","14.940115928649902","14.940115928649902","15.246289253234863","15.246289253234863","15.246289253234863","14.793316841125488","14.793316841125488","14.793316841125488","14.03541088104248","14.03541088104248","14.03541088104248","15.729999542236328","15.729999542236328","15.729999542236328"
"85","15.833378791809082","15.833378791809082","15.833378791809082","16.22532081604004","16.22532081604004","16.22532081604004","16.2977294921875","16.2977294921875","16.2977294921875","16.828073501586914","16.828073501586914","16.828073501586914","15.309099197387695","15.309099197387695","15.309099197387695","16.889999389648438","16.889999389648438","16.889999389648438"
"86","16.586671829223633","16.586671829223633","16.586671829223633","17.484256744384766","17.484256744384766","17.484256744384766","17.97599983215332","17.97599983215332","17.97599983215332","17.295751571655273","17.295751571655273","17.295751571655273","16.86619758605957","16.86619758605957","16.86619758605957","16.350000381469727","16.350000381469727","16.350000381469727"
"87","15.24301815032959","15.24301815032959","15.24301815032959","16.66606330871582","16.66606330871582","16.66606330871582","15.73371410369873","15.73371410369873","15.73371410369873","15.045273780822754","15.045273780822754","15.045273780822754","16.52094078063965","16.52094078063965","16.52094078063965","19.639999389648438","19.639999389648438","19.639999389648438"
"88","13.502517700195312","13.502517700195312","13.502517700195312","14.361296653747559","14.361296653747559","14.361296653747559","13.70824146270752","13.70824146270752","13.70824146270752","13.89494800567627","13.89494800567627","13.89494800567627","15.060425758361816","15.060425758361816","15.060425758361816","13.529999732971191","13.529999732971191","13.529999732971191"
"89","12.042531967163086","12.042531967163086","12.042531967163086","12.863141059875488","12.863141059875488","12.863141059875488","12.307443618774414","12.307443618774414","12.307443618774414","12.514554023742676","12.514554023742676","12.514554023742676","13.337005615234375","13.337005615234375","13.337005615234375","9.569999694824219","9.569999694824219","9.569999694824219"
"90","11.069601058959961","11.069601058959961","11.069601058959961","12.04043197631836","12.04043197631836","12.04043197631836","11.86130142211914","11.86130142211914","11.86130142211914","11.592024803161621","11.592024803161621","11.592024803161621","12.183658599853516","12.183658599853516","12.183658599853516","10.319999694824219","10.319999694824219","10.319999694824219"
"91","11.165525436401367","11.165525436401367","11.165525436401367","11.581257820129395","11.581257820129395","11.581257820129395","11.137725830078125","11.137725830078125","11.137725830078125","10.63437557220459","10.63437557220459","10.63437557220459","11.452876091003418","11.452876091003418","11.452876091003418","8.279999732971191","8.279999732971191","8.279999732971191"
"92","11.029088973999023","11.029088973999023","11.029088973999023","11.024542808532715","11.024542808532715","11.024542808532715","10.893867492675781","10.893867492675781","10.893867492675781","10.170680046081543","10.170680046081543","10.170680046081543","11.015107154846191","11.015107154846191","11.015107154846191","6.860000133514404","6.860000133514404","6.860000133514404"
"93","11.274943351745605","11.274943351745605","11.274943351745605","11.098790168762207","11.098790168762207","11.098790168762207","11.211620330810547","11.211620330810547","11.211620330810547","10.183198928833008","10.183198928833008","10.183198928833008","11.083687782287598","11.083687782287598","11.083687782287598","3.819999933242798","3.819999933242798","3.819999933242798"
"94","11.475683212280273","11.475683212280273","11.475683212280273","11.374850273132324","11.374850273132324","11.374850273132324","11.554739952087402","11.554739952087402","11.554739952087402","10.764992713928223","10.764992713928223","10.764992713928223","11.291535377502441","11.291535377502441","11.291535377502441","10.899999618530273","10.899999618530273","10.899999618530273"
"95","12.28082275390625","12.28082275390625","12.28082275390625","12.512164115905762","12.512164115905762","12.512164115905762","11.77758502960205","11.77758502960205","11.77758502960205","11.500204086303711","11.500204086303711","11.500204086303711","11.88552188873291","11.88552188873291","11.88552188873291","9.649999618530273","9.649999618530273","9.649999618530273"
"96","13.831433296203613","13.831433296203613","13.831433296203613","14.16480541229248","14.16480541229248","14.16480541229248","13.82271671295166","13.82271671295166","13.82271671295166","15.381500244140625","15.381500244140625","15.381500244140625","14.086540222167969","14.086540222167969","14.086540222167969","6.429999828338623","6.429999828338623","6.429999828338623"
"97","15.947030067443848","15.947030067443848","15.947030067443848","18.724397659301758","18.724397659301758","18.724397659301758","18.82289695739746","18.82289695739746","18.82289695739746","18.455154418945312","18.455154418945312","18.455154418945312","18.24391746520996","18.24391746520996","18.24391746520996","15.4399995803833","15.4399995803833","15.4399995803833"
"98","21.875877380371094","21.875877380371094","21.875877380371094","23.5820369720459","23.5820369720459","23.5820369720459","25.319440841674805","25.319440841674805","25.319440841674805","25.45584487915039","25.45584487915039","25.45584487915039","24.086275100708008","24.086275100708008","24.086275100708008","21.3799991607666","21.3799991607666","21.3799991607666"
"99","25.73186492919922","25.73186492919922","25.73186492919922","25.87204360961914","25.87204360961914","25.87204360961914","24.44629669189453","24.44629669189453","24.44629669189453","26.89303207397461","26.89303207397461","26.89303207397461","25.31597900390625","25.31597900390625","25.31597900390625","25.079999923706055","25.079999923706055","25.079999923706055"
"100","24.738754272460938","24.738754272460938","24.738754272460938","23.835346221923828","23.835346221923828","23.835346221923828","22.4454288482666","22.4454288482666","22.4454288482666","24.70754623413086","24.70754623413086","24.70754623413086","22.87861442565918","22.87861442565918","22.87861442565918","31.899999618530273","31.899999618530273","31.899999618530273"
"101","21.329547882080078","21.329547882080078","21.329547882080078","21.97504234313965","21.97504234313965","21.97504234313965","21.52828025817871","21.52828025817871","21.52828025817871","23.169658660888672","23.169658660888672","23.169658660888672","20.828060150146484","20.828060150146484","20.828060150146484","20.649999618530273","20.649999618530273","20.649999618530273"
"102","20.24735450744629","20.24735450744629","20.24735450744629","21.052474975585938","21.052474975585938","21.052474975585938","20.077001571655273","20.077001571655273","20.077001571655273","21.149066925048828","21.149066925048828","21.149066925048828","19.72102165222168","19.72102165222168","19.72102165222168","20.739999771118164","20.739999771118164","20.739999771118164"
"103","18.755891799926758","18.755891799926758","18.755891799926758","19.47283363342285","19.47283363342285","19.47283363342285","18.976362228393555","18.976362228393555","18.976362228393555","18.912525177001953","18.912525177001953","18.912525177001953","18.068662643432617","18.068662643432617","18.068662643432617","19.40999984741211","19.40999984741211","19.40999984741211"
"104","18.12917709350586","18.12917709350586","18.12917709350586","19.263673782348633","19.263673782348633","19.263673782348633","19.791088104248047","19.791088104248047","19.791088104248047","20.736576080322266","20.736576080322266","20.736576080322266","18.7366886138916","18.7366886138916","18.7366886138916","17.809999465942383","17.809999465942383","17.809999465942383"
"105","16.56783103942871","16.56783103942871","16.56783103942871","16.975671768188477","16.975671768188477","16.975671768188477","17.07662582397461","17.07662582397461","17.07662582397461","16.505088806152344","16.505088806152344","16.505088806152344","16.47464942932129","16.47464942932129","16.47464942932129","16.969999313354492","16.969999313354492","16.969999313354492"
"106","16.209575653076172","16.209575653076172","16.209575653076172","16.383005142211914","16.383005142211914","16.383005142211914","15.215359687805176","15.215359687805176","15.215359687805176","16.298280715942383","16.298280715942383","16.298280715942383","16.284454345703125","16.284454345703125","16.284454345703125","15.579999923706055","15.579999923706055","15.579999923706055"
"107","16.48188018798828","16.48188018798828","16.48188018798828","16.713592529296875","16.713592529296875","16.713592529296875","14.855695724487305","14.855695724487305","14.855695724487305","16.742708206176758","16.742708206176758","16.742708206176758","16.67534065246582","16.67534065246582","16.67534065246582","16.149999618530273","16.149999618530273","16.149999618530273"
"108","17.409231185913086","17.409231185913086","17.409231185913086","17.375295639038086","17.375295639038086","17.375295639038086","14.993494987487793","14.993494987487793","14.993494987487793","17.441692352294922","17.441692352294922","17.441692352294922","17.54254150390625","17.54254150390625","17.54254150390625","16.639999389648438","16.639999389648438","16.639999389648438"
"109","18.108654022216797","18.108654022216797","18.108654022216797","18.29353904724121","18.29353904724121","18.29353904724121","16.609031677246094","16.609031677246094","16.609031677246094","18.643688201904297","18.643688201904297","18.643688201904297","17.214942932128906","17.214942932128906","17.214942932128906","17.479999542236328","17.479999542236328","17.479999542236328"
"110","17.32064437866211","17.32064437866211","17.32064437866211","18.354007720947266","18.354007720947266","18.354007720947266","19.9033260345459","19.9033260345459","19.9033260345459","19.50841522216797","19.50841522216797","19.50841522216797","16.237411499023438","16.237411499023438","16.237411499023438","19.309999465942383","19.309999465942383","19.309999465942383"
"111","13.979294776916504","13.979294776916504","13.979294776916504","16.409954071044922","16.409954071044922","16.409954071044922","15.85269832611084","15.85269832611084","15.85269832611084","15.395796775817871","15.395796775817871","15.395796775817871","14.800715446472168","14.800715446472168","14.800715446472168","16.969999313354492","16.969999313354492","16.969999313354492"
"112","11.443460464477539","11.443460464477539","11.443460464477539","14.471887588500977","14.471887588500977","14.471887588500977","12.613021850585938","12.613021850585938","12.613021850585938","12.671525955200195","12.671525955200195","12.671525955200195","14.334630012512207","14.334630012512207","14.334630012512207","21.31999969482422","21.31999969482422","21.31999969482422"
"113","11.175580024719238","11.175580024719238","11.175580024719238","12.44283390045166","12.44283390045166","12.44283390045166","12.720425605773926","12.720425605773926","12.720425605773926","12.274422645568848","12.274422645568848","12.274422645568848","11.635580062866211","11.635580062866211","11.635580062866211","19.010000228881836","19.010000228881836","19.010000228881836"
"114","9.913082122802734","9.913082122802734","9.913082122802734","12.21002197265625","12.21002197265625","12.21002197265625","11.37649154663086","11.37649154663086","11.37649154663086","11.6207857131958","11.6207857131958","11.6207857131958","11.222158432006836","11.222158432006836","11.222158432006836","16.139999389648438","16.139999389648438","16.139999389648438"
"115","10.368993759155273","10.368993759155273","10.368993759155273","11.114057540893555","11.114057540893555","11.114057540893555","11.896288871765137","11.896288871765137","11.896288871765137","11.816662788391113","11.816662788391113","11.816662788391113","11.19660472869873","11.19660472869873","11.19660472869873","14.6899995803833","14.6899995803833","14.6899995803833"
"116","10.534496307373047","10.534496307373047","10.534496307373047","10.825705528259277","10.825705528259277","10.825705528259277","11.580577850341797","11.580577850341797","11.580577850341797","11.255651473999023","11.255651473999023","11.255651473999023","11.414803504943848","11.414803504943848","11.414803504943848","12.829999923706055","12.829999923706055","12.829999923706055"
"117","11.435007095336914","11.435007095336914","11.435007095336914","10.745752334594727","10.745752334594727","10.745752334594727","11.66470718383789","11.66470718383789","11.66470718383789","10.803013801574707","10.803013801574707","10.803013801574707","11.347393989562988","11.347393989562988","11.347393989562988","11.020000457763672","11.020000457763672","11.020000457763672"
"118","12.195467948913574","12.195467948913574","12.195467948913574","11.187419891357422","11.187419891357422","11.187419891357422","12.069365501403809","12.069365501403809","12.069365501403809","12.077770233154297","12.077770233154297","12.077770233154297","11.667183876037598","11.667183876037598","11.667183876037598","11.670000076293945","11.670000076293945","11.670000076293945"
"119","13.511885643005371","13.511885643005371","13.511885643005371","12.808083534240723","12.808083534240723","12.808083534240723","13.242237091064453","13.242237091064453","13.242237091064453","14.23366641998291","14.23366641998291","14.23366641998291","13.11544418334961","13.11544418334961","13.11544418334961","13.829999923706055","13.829999923706055","13.829999923706055"
"120","13.031913757324219","13.031913757324219","13.031913757324219","16.19186782836914","16.19186782836914","16.19186782836914","13.915775299072266","13.915775299072266","13.915775299072266","14.321161270141602","14.321161270141602","14.321161270141602","14.63545036315918","14.63545036315918","14.63545036315918","9.869999885559082","9.869999885559082","9.869999885559082"
"121","16.31615447998047","16.31615447998047","16.31615447998047","22.352773666381836","22.352773666381836","22.352773666381836","18.482555389404297","18.482555389404297","18.482555389404297","22.115055084228516","22.115055084228516","22.115055084228516","19.70220184326172","19.70220184326172","19.70220184326172","13.239999771118164","13.239999771118164","13.239999771118164"
"122","21.498523712158203","21.498523712158203","21.498523712158203","27.491926193237305","27.491926193237305","27.491926193237305","25.34409523010254","25.34409523010254","25.34409523010254","28.63933563232422","28.63933563232422","28.63933563232422","23.840167999267578","23.840167999267578","23.840167999267578","37.599998474121094","37.599998474121094","37.599998474121094"
"123","22.159557342529297","22.159557342529297","22.159557342529297","26.283260345458984","26.283260345458984","26.283260345458984","25.505603790283203","25.505603790283203","25.505603790283203","26.197139739990234","26.197139739990234","26.197139739990234","23.53431510925293","23.53431510925293","23.53431510925293","24.200000762939453","24.200000762939453","24.200000762939453"
"124","20.744997024536133","20.744997024536133","20.744997024536133","23.243562698364258","23.243562698364258","23.243562698364258","24.055633544921875","24.055633544921875","24.055633544921875","24.148727416992188","24.148727416992188","24.148727416992188","21.613990783691406","21.613990783691406","21.613990783691406","21.510000228881836","21.510000228881836","21.510000228881836"
"125","19.941667556762695","19.941667556762695","19.941667556762695","21.414993286132812","21.414993286132812","21.414993286132812","22.37364959716797","22.37364959716797","22.37364959716797","21.903255462646484","21.903255462646484","21.903255462646484","19.896419525146484","19.896419525146484","19.896419525146484","24.079999923706055","24.079999923706055","24.079999923706055"
"126","19.008499145507812","19.008499145507812","19.008499145507812","20.100963592529297","20.100963592529297","20.100963592529297","20.286231994628906","20.286231994628906","20.286231994628906","19.532482147216797","19.532482147216797","19.532482147216797","18.689624786376953","18.689624786376953","18.689624786376953","24.239999771118164","24.239999771118164","24.239999771118164"
"127","18.78875732421875","18.78875732421875","18.78875732421875","19.64801597595215","19.64801597595215","19.64801597595215","20.3376522064209","20.3376522064209","20.3376522064209","18.956809997558594","18.956809997558594","18.956809997558594","18.82211685180664","18.82211685180664","18.82211685180664","20.09000015258789","20.09000015258789","20.09000015258789"
"128","19.0223388671875","19.0223388671875","19.0223388671875","19.74995231628418","19.74995231628418","19.74995231628418","19.721384048461914","19.721384048461914","19.721384048461914","17.9051570892334","17.9051570892334","17.9051570892334","17.70302963256836","17.70302963256836","17.70302963256836","17.65999984741211","17.65999984741211","17.65999984741211"
"129","18.14470863342285","18.14470863342285","18.14470863342285","17.93787956237793","17.93787956237793","17.93787956237793","17.159814834594727","17.159814834594727","17.159814834594727","15.64493465423584","15.64493465423584","15.64493465423584","15.88198471069336","15.88198471069336","15.88198471069336","15.850000381469727","15.850000381469727","15.850000381469727"
"130","16.35732078552246","16.35732078552246","16.35732078552246","16.630735397338867","16.630735397338867","16.630735397338867","15.85239028930664","15.85239028930664","15.85239028930664","15.259431838989258","15.259431838989258","15.259431838989258","14.791074752807617","14.791074752807617","14.791074752807617","15.079999923706055","15.079999923706055","15.079999923706055"
"131","15.08761978149414","15.08761978149414","15.08761978149414","15.692095756530762","15.692095756530762","15.692095756530762","15.156219482421875","15.156219482421875","15.156219482421875","14.787025451660156","14.787025451660156","14.787025451660156","14.54419994354248","14.54419994354248","14.54419994354248","14.079999923706055","14.079999923706055","14.079999923706055"
"132","15.182310104370117","15.182310104370117","15.182310104370117","15.272380828857422","15.272380828857422","15.272380828857422","15.220935821533203","15.220935821533203","15.220935821533203","14.944990158081055","14.944990158081055","14.944990158081055","15.409538269042969","15.409538269042969","15.409538269042969","15.15999984741211","15.15999984741211","15.15999984741211"
"133","15.719791412353516","15.719791412353516","15.719791412353516","17.26531982421875","17.26531982421875","17.26531982421875","14.516548156738281","14.516548156738281","14.516548156738281","15.011687278747559","15.011687278747559","15.011687278747559","15.310379981994629","15.310379981994629","15.310379981994629","18.040000915527344","18.040000915527344","18.040000915527344"
"134","15.344049453735352","15.344049453735352","15.344049453735352","16.71587371826172","16.71587371826172","16.71587371826172","16.484411239624023","16.484411239624023","16.484411239624023","16.930286407470703","16.930286407470703","16.930286407470703","15.933116912841797","15.933116912841797","15.933116912841797","18.75","18.75","18.75"
"135","16.46316909790039","16.46316909790039","16.46316909790039","16.798290252685547","16.798290252685547","16.798290252685547","16.74740219116211","16.74740219116211","16.74740219116211","16.59829330444336","16.59829330444336","16.59829330444336","15.423822402954102","15.423822402954102","15.423822402954102","15.100000381469727","15.100000381469727","15.100000381469727"
"136","14.875253677368164","14.875253677368164","14.875253677368164","13.8449068069458","13.8449068069458","13.8449068069458","13.574159622192383","13.574159622192383","13.574159622192383","12.655472755432129","12.655472755432129","12.655472755432129","11.632542610168457","11.632542610168457","11.632542610168457","7.349999904632568","7.349999904632568","7.349999904632568"
"137","12.297080993652344","12.297080993652344","12.297080993652344","11.612942695617676","11.612942695617676","11.612942695617676","12.271781921386719","12.271781921386719","12.271781921386719","12.384251594543457","12.384251594543457","12.384251594543457","10.444973945617676","10.444973945617676","10.444973945617676","9.300000190734863","9.300000190734863","9.300000190734863"
"138","11.21955680847168","11.21955680847168","11.21955680847168","11.21226978302002","11.21226978302002","11.21226978302002","11.832529067993164","11.832529067993164","11.832529067993164","12.452341079711914","12.452341079711914","12.452341079711914","10.411276817321777","10.411276817321777","10.411276817321777","13.720000267028809","13.720000267028809","13.720000267028809"
"139","10.758111953735352","10.758111953735352","10.758111953735352","11.175694465637207","11.175694465637207","11.175694465637207","11.825897216796875","11.825897216796875","11.825897216796875","12.522851943969727","12.522851943969727","12.522851943969727","9.968480110168457","9.968480110168457","9.968480110168457","9.970000267028809","9.970000267028809","9.970000267028809"
"140","10.83415412902832","10.83415412902832","10.83415412902832","11.375555992126465","11.375555992126465","11.375555992126465","11.704797744750977","11.704797744750977","11.704797744750977","12.43464183807373","12.43464183807373","12.43464183807373","9.807578086853027","9.807578086853027","9.807578086853027","7.260000228881836","7.260000228881836","7.260000228881836"
"141","11.162416458129883","11.162416458129883","11.162416458129883","12.053680419921875","12.053680419921875","12.053680419921875","11.904520034790039","11.904520034790039","11.904520034790039","12.611808776855469","12.611808776855469","12.611808776855469","10.411378860473633","10.411378860473633","10.411378860473633","2.4000000953674316","2.4000000953674316","2.4000000953674316"
"142","12.658760070800781","12.658760070800781","12.658760070800781","13.8795747756958","13.8795747756958","13.8795747756958","13.221494674682617","13.221494674682617","13.221494674682617","13.30681037902832","13.30681037902832","13.30681037902832","12.70760440826416","12.70760440826416","12.70760440826416","3.8299999237060547","3.8299999237060547","3.8299999237060547"
"143","14.1573486328125","14.1573486328125","14.1573486328125","17.431123733520508","17.431123733520508","17.431123733520508","15.575870513916016","15.575870513916016","15.575870513916016","16.294231414794922","16.294231414794922","16.294231414794922","16.68264389038086","16.68264389038086","16.68264389038086","8.510000228881836","8.510000228881836","8.510000228881836"
"144","17.10433578491211","17.10433578491211","17.10433578491211","21.41029167175293","21.41029167175293","21.41029167175293","23.675046920776367","23.675046920776367","23.675046920776367","22.23050880432129","22.23050880432129","22.23050880432129","25.128204345703125","25.128204345703125","25.128204345703125","9.720000267028809","9.720000267028809","9.720000267028809"
"145","23.42005729675293","23.42005729675293","23.42005729675293","27.39445686340332","27.39445686340332","27.39445686340332","26.615137100219727","26.615137100219727","26.615137100219727","30.643213272094727","30.643213272094727","30.643213272094727","26.837764739990234","26.837764739990234","26.837764739990234","17.079999923706055","17.079999923706055","17.079999923706055"
"146","25.2601318359375","25.2601318359375","25.2601318359375","24.60731315612793","24.60731315612793","24.60731315612793","24.310693740844727","24.310693740844727","24.310693740844727","27.88252067565918","27.88252067565918","27.88252067565918","24.177371978759766","24.177371978759766","24.177371978759766","22.280000686645508","22.280000686645508","22.280000686645508"
"147","24.932331085205078","24.932331085205078","24.932331085205078","23.23847007751465","23.23847007751465","23.23847007751465","23.284936904907227","23.284936904907227","23.284936904907227","24.528833389282227","24.528833389282227","24.528833389282227","23.361696243286133","23.361696243286133","23.361696243286133","29.06999969482422","29.06999969482422","29.06999969482422"
"148","23.1141300201416","23.1141300201416","23.1141300201416","22.5903377532959","22.5903377532959","22.5903377532959","21.58312225341797","21.58312225341797","21.58312225341797","23.33270835876465","23.33270835876465","23.33270835876465","22.36054039001465","22.36054039001465","22.36054039001465","30.350000381469727","30.350000381469727","30.350000381469727"
"149","22.8992862701416","22.8992862701416","22.8992862701416","22.184471130371094","22.184471130371094","22.184471130371094","20.361291885375977","20.361291885375977","20.361291885375977","22.453176498413086","22.453176498413086","22.453176498413086","20.79831314086914","20.79831314086914","20.79831314086914","26.59000015258789","26.59000015258789","26.59000015258789"
"150","22.18454360961914","22.18454360961914","22.18454360961914","20.932992935180664","20.932992935180664","20.932992935180664","17.503000259399414","17.503000259399414","17.503000259399414","20.165353775024414","20.165353775024414","20.165353775024414","19.13778305053711","19.13778305053711","19.13778305053711","24.489999771118164","24.489999771118164","24.489999771118164"
"151","21.512685775756836","21.512685775756836","21.512685775756836","20.13381004333496","20.13381004333496","20.13381004333496","17.76201820373535","17.76201820373535","17.76201820373535","19.835222244262695","19.835222244262695","19.835222244262695","19.395483016967773","19.395483016967773","19.395483016967773","20.399999618530273","20.399999618530273","20.399999618530273"
"152","21.751169204711914","21.751169204711914","21.751169204711914","18.90717315673828","18.90717315673828","18.90717315673828","17.55606460571289","17.55606460571289","17.55606460571289","20.29984474182129","20.29984474182129","20.29984474182129","18.72916030883789","18.72916030883789","18.72916030883789","22.940000534057617","22.940000534057617","22.940000534057617"
"153","18.724637985229492","18.724637985229492","18.724637985229492","17.37371826171875","17.37371826171875","17.37371826171875","15.552356719970703","15.552356719970703","15.552356719970703","18.921541213989258","18.921541213989258","18.921541213989258","17.25981330871582","17.25981330871582","17.25981330871582","24.18000030517578","24.18000030517578","24.18000030517578"
"154","17.38027000427246","17.38027000427246","17.38027000427246","16.74808692932129","16.74808692932129","16.74808692932129","15.265445709228516","15.265445709228516","15.265445709228516","16.833900451660156","16.833900451660156","16.833900451660156","16.23256492614746","16.23256492614746","16.23256492614746","20.90999984741211","20.90999984741211","20.90999984741211"
"155","18.230667114257812","18.230667114257812","18.230667114257812","17.76678466796875","17.76678466796875","17.76678466796875","15.757033348083496","15.757033348083496","15.757033348083496","18.170330047607422","18.170330047607422","18.170330047607422","15.734743118286133","15.734743118286133","15.734743118286133","22.079999923706055","22.079999923706055","22.079999923706055"
"156","19.682775497436523","19.682775497436523","19.682775497436523","19.151248931884766","19.151248931884766","19.151248931884766","17.49812126159668","17.49812126159668","17.49812126159668","19.13934898376465","19.13934898376465","19.13934898376465","15.819259643554688","15.819259643554688","15.819259643554688","22.389999389648438","22.389999389648438","22.389999389648438"
"157","22.445171356201172","22.445171356201172","22.445171356201172","20.668115615844727","20.668115615844727","20.668115615844727","20.40428352355957","20.40428352355957","20.40428352355957","21.358888626098633","21.358888626098633","21.358888626098633","16.09040069580078","16.09040069580078","16.09040069580078","20.520000457763672","20.520000457763672","20.520000457763672"
"158","23.529621124267578","23.529621124267578","23.529621124267578","22.694486618041992","22.694486618041992","22.694486618041992","22.246902465820312","22.246902465820312","22.246902465820312","24.085723876953125","24.085723876953125","24.085723876953125","15.569112777709961","15.569112777709961","15.569112777709961","18.969999313354492","18.969999313354492","18.969999313354492"
"159","19.40199851989746","19.40199851989746","19.40199851989746","20.50364112854004","20.50364112854004","20.50364112854004","18.886213302612305","18.886213302612305","18.886213302612305","18.802953720092773","18.802953720092773","18.802953720092773","15.221147537231445","15.221147537231445","15.221147537231445","17.09000015258789","17.09000015258789","17.09000015258789"
"160","15.229547500610352","15.229547500610352","15.229547500610352","16.08011817932129","16.08011817932129","16.08011817932129","14.275909423828125","14.275909423828125","14.275909423828125","14.933555603027344","14.933555603027344","14.933555603027344","13.470939636230469","13.470939636230469","13.470939636230469","18.610000610351562","18.610000610351562","18.610000610351562"
"161","12.800653457641602","12.800653457641602","12.800653457641602","13.432345390319824","13.432345390319824","13.432345390319824","14.08969497680664","14.08969497680664","14.08969497680664","13.864198684692383","13.864198684692383","13.864198684692383","13.173654556274414","13.173654556274414","13.173654556274414","15.9399995803833","15.9399995803833","15.9399995803833"
"162","12.79852294921875","12.79852294921875","12.79852294921875","12.792258262634277","12.792258262634277","12.792258262634277","14.488774299621582","14.488774299621582","14.488774299621582","16.574270248413086","16.574270248413086","16.574270248413086","12.871540069580078","12.871540069580078","12.871540069580078","15.260000228881836","15.260000228881836","15.260000228881836"
"163","12.372970581054688","12.372970581054688","12.372970581054688","11.262405395507812","11.262405395507812","11.262405395507812","12.313264846801758","12.313264846801758","12.313264846801758","14.251541137695312","14.251541137695312","14.251541137695312","11.440099716186523","11.440099716186523","11.440099716186523","13.600000381469727","13.600000381469727","13.600000381469727"
"164","11.768978118896484","11.768978118896484","11.768978118896484","10.590255737304688","10.590255737304688","10.590255737304688","12.08374309539795","12.08374309539795","12.08374309539795","12.805614471435547","12.805614471435547","12.805614471435547","10.72598648071289","10.72598648071289","10.72598648071289","12.930000305175781","12.930000305175781","12.930000305175781"
"165","12.01191520690918","12.01191520690918","12.01191520690918","11.030384063720703","11.030384063720703","11.030384063720703","12.211819648742676","12.211819648742676","12.211819648742676","12.631623268127441","12.631623268127441","12.631623268127441","10.493902206420898","10.493902206420898","10.493902206420898","10.579999923706055","10.579999923706055","10.579999923706055"
"166","12.615243911743164","12.615243911743164","12.615243911743164","11.45565414428711","11.45565414428711","11.45565414428711","13.227743148803711","13.227743148803711","13.227743148803711","12.646657943725586","12.646657943725586","12.646657943725586","11.076412200927734","11.076412200927734","11.076412200927734","12.010000228881836","12.010000228881836","12.010000228881836"
"167","12.592758178710938","12.592758178710938","12.592758178710938","11.818510055541992","11.818510055541992","11.818510055541992","14.468994140625","14.468994140625","14.468994140625","12.274312019348145","12.274312019348145","12.274312019348145","11.267467498779297","11.267467498779297","11.267467498779297","15.890000343322754","15.890000343322754","15.890000343322754"
