"Step,""visionary-sweep-1 - Ensamble 0 - Summer predictions (24h) Hub: NP15"",""visionary-sweep-1 - Ensamble 0 - Summer predictions (24h) Hub: NP15__MIN"",""visionary-sweep-1 - Ensamble 0 - Summer predictions (24h) Hub: NP15__MAX"",""visionary-sweep-1 - Ensamble 1 - Summer predictions (24h) Hub: NP15"",""visionary-sweep-1 - Ensamble 1 - Summer predictions (24h) Hub: NP15__MIN"",""visionary-sweep-1 - Ensamble 1 - Summer predictions (24h) Hub: NP15__MAX"",""visionary-sweep-1 - Ensamble 2 - Summer predictions (24h) Hub: NP15"",""visionary-sweep-1 - Ensamble 2 - Summer predictions (24h) Hub: NP15__MIN"",""visionary-sweep-1 - Ensamble 2 - Summer predictions (24h) Hub: NP15__MAX"",""visionary-sweep-1 - Ensamble 3 - Summer predictions (24h) Hub: NP15"",""visionary-sweep-1 - Ensamble 3 - Summer predictions (24h) Hub: NP15__MIN"",""visionary-sweep-1 - Ensamble 3 - Summer predictions (24h) Hub: NP15__MAX"",""visionary-sweep-1 - Ensamble 4 - Summer predictions (24h) Hub: NP15"",""visionary-sweep-1 - Ensamble 4 - Summer predictions (24h) Hub: NP15__MIN"",""visionary-sweep-1 - Ensamble 4 - Summer predictions (24h) Hub: NP15__MAX"",""visionary-sweep-1 - Ensamble 0 - Summer targets (24h) Hub: NP15"",""visionary-sweep-1 - Ensamble 0 - Summer targets (24h) Hub: NP15__MIN"",""visionary-sweep-1 - Ensamble 0 - Summer targets (24h) Hub: NP15__MAX"""
"0,""22.274253845214844"",""22.274253845214844"",""22.274253845214844"",""21.35400390625"",""21.35400390625"",""21.35400390625"",""20.477811813354492"",""20.477811813354492"",""20.477811813354492"",""21.852916717529297"",""21.852916717529297"",""21.852916717529297"",""22.62136459350586"",""22.62136459350586"",""22.62136459350586"",""15.8100004196167"",""15.8100004196167"",""15.8100004196167"""
"1,""24.23137664794922"",""24.23137664794922"",""24.23137664794922"",""23.579069137573242"",""23.579069137573242"",""23.579069137573242"",""21.736127853393555"",""21.736127853393555"",""21.736127853393555"",""24.165515899658203"",""24.165515899658203"",""24.165515899658203"",""23.43065643310547"",""23.43065643310547"",""23.43065643310547"",""19.1299991607666"",""19.1299991607666"",""19.1299991607666"""
"2,""25.197580337524414"",""25.197580337524414"",""25.197580337524414"",""23.972673416137695"",""23.972673416137695"",""23.972673416137695"",""23.956377029418945"",""23.956377029418945"",""23.956377029418945"",""23.95712661743164"",""23.95712661743164"",""23.95712661743164"",""23.284120559692383"",""23.284120559692383"",""23.284120559692383"",""17.889999389648438"",""17.889999389648438"",""17.889999389648438"""
"3,""22.02253532409668"",""22.02253532409668"",""22.02253532409668"",""20.816221237182617"",""20.816221237182617"",""20.816221237182617"",""22.2940731048584"",""22.2940731048584"",""22.2940731048584"",""19.856996536254883"",""19.856996536254883"",""19.856996536254883"",""21.84559440612793"",""21.84559440612793"",""21.84559440612793"",""18.170000076293945"",""18.170000076293945"",""18.170000076293945"""
"4,""19.84449005126953"",""19.84449005126953"",""19.84449005126953"",""19.556060791015625"",""19.556060791015625"",""19.556060791015625"",""21.30797576904297"",""21.30797576904297"",""21.30797576904297"",""18.450927734375"",""18.450927734375"",""18.450927734375"",""20.319904327392578"",""20.319904327392578"",""20.319904327392578"",""17.200000762939453"",""17.200000762939453"",""17.200000762939453"""
"5,""18.36151885986328"",""18.36151885986328"",""18.36151885986328"",""18.58112907409668"",""18.58112907409668"",""18.58112907409668"",""19.333703994750977"",""19.333703994750977"",""19.333703994750977"",""17.597665786743164"",""17.597665786743164"",""17.597665786743164"",""19.006025314331055"",""19.006025314331055"",""19.006025314331055"",""17.25"",""17.25"",""17.25"""
"6,""17.57141876220703"",""17.57141876220703"",""17.57141876220703"",""17.177404403686523"",""17.177404403686523"",""17.177404403686523"",""17.63860511779785"",""17.63860511779785"",""17.63860511779785"",""17.138826370239258"",""17.138826370239258"",""17.138826370239258"",""18.653409957885742"",""18.653409957885742"",""18.653409957885742"",""17.6299991607666"",""17.6299991607666"",""17.6299991607666"""
"7,""17.049453735351562"",""17.049453735351562"",""17.049453735351562"",""17.191001892089844"",""17.191001892089844"",""17.191001892089844"",""14.742562294006348"",""14.742562294006348"",""14.742562294006348"",""15.496167182922363"",""15.496167182922363"",""15.496167182922363"",""17.83574676513672"",""17.83574676513672"",""17.83574676513672"",""15.770000457763672"",""15.770000457763672"",""15.770000457763672"""
"8,""15.701766014099121"",""15.701766014099121"",""15.701766014099121"",""16.74492645263672"",""16.74492645263672"",""16.74492645263672"",""12.49870777130127"",""12.49870777130127"",""12.49870777130127"",""14.633996963500977"",""14.633996963500977"",""14.633996963500977"",""16.805604934692383"",""16.805604934692383"",""16.805604934692383"",""10.960000038146973"",""10.960000038146973"",""10.960000038146973"""
