"Step","visionary-sweep-1 - Ensamble 0 - Winter predictions (24h) Hub: SP15","visionary-sweep-1 - Ensamble 0 - Winter predictions (24h) Hub: SP15__MIN","visionary-sweep-1 - Ensamble 0 - Winter predictions (24h) Hub: SP15__MAX","visionary-sweep-1 - Ensamble 1 - Winter predictions (24h) Hub: SP15","visionary-sweep-1 - Ensamble 1 - Winter predictions (24h) Hub: SP15__MIN","visionary-sweep-1 - Ensamble 1 - Winter predictions (24h) Hub: SP15__MAX","visionary-sweep-1 - Ensamble 2 - Winter predictions (24h) Hub: SP15","visionary-sweep-1 - Ensamble 2 - Winter predictions (24h) Hub: SP15__MIN","visionary-sweep-1 - Ensamble 2 - Winter predictions (24h) Hub: SP15__MAX","visionary-sweep-1 - Ensamble 3 - Winter predictions (24h) Hub: SP15","visionary-sweep-1 - Ensamble 3 - Winter predictions (24h) Hub: SP15__MIN","visionary-sweep-1 - Ensamble 3 - Winter predictions (24h) Hub: SP15__MAX","visionary-sweep-1 - Ensamble 4 - Winter predictions (24h) Hub: SP15","visionary-sweep-1 - Ensamble 4 - Winter predictions (24h) Hub: SP15__MIN","visionary-sweep-1 - Ensamble 4 - Winter predictions (24h) Hub: SP15__MAX","visionary-sweep-1 - Ensamble 0 - Winter targets (24h) Hub: SP15","visionary-sweep-1 - Ensamble 0 - Winter targets (24h) Hub: SP15__MIN","visionary-sweep-1 - Ensamble 0 - Winter targets (24h) Hub: SP15__MAX"
"14","14.753053665161133","14.753053665161133","14.753053665161133","14.753873825073242","14.753873825073242","14.753873825073242","12.96483039855957","12.96483039855957","12.96483039855957","15.212267875671387","15.212267875671387","15.212267875671387","14.172916412353516","14.172916412353516","14.172916412353516","14.550000190734863","14.550000190734863","14.550000190734863"
"15","14.277915000915527","14.277915000915527","14.277915000915527","14.298744201660156","14.298744201660156","14.298744201660156","13.548850059509277","13.548850059509277","13.548850059509277","14.643258094787598","14.643258094787598","14.643258094787598","14.744840621948242","14.744840621948242","14.744840621948242","14.289999961853027","14.289999961853027","14.289999961853027"
"16","13.874671936035156","13.874671936035156","13.874671936035156","13.773361206054688","13.773361206054688","13.773361206054688","15.191521644592285","15.191521644592285","15.191521644592285","14.095751762390137","14.095751762390137","14.095751762390137","16.7982177734375","16.7982177734375","16.7982177734375","14.59000015258789","14.59000015258789","14.59000015258789"
"17","13.433917045593262","13.433917045593262","13.433917045593262","13.321046829223633","13.321046829223633","13.321046829223633","17.428890228271484","17.428890228271484","17.428890228271484","13.588971138000488","13.588971138000488","13.588971138000488","18.995737075805664","18.995737075805664","18.995737075805664","16.540000915527344","16.540000915527344","16.540000915527344"
"18","13.028969764709473","13.028969764709473","13.028969764709473","12.950082778930664","12.950082778930664","12.950082778930664","16.824508666992188","16.824508666992188","16.824508666992188","13.104827880859375","13.104827880859375","13.104827880859375","17.454526901245117","17.454526901245117","17.454526901245117","19.889999389648438","19.889999389648438","19.889999389648438"
"19","12.6062650680542","12.6062650680542","12.6062650680542","12.638158798217773","12.638158798217773","12.638158798217773","13.422591209411621","13.422591209411621","13.422591209411621","12.669027328491211","12.669027328491211","12.669027328491211","13.248546600341797","13.248546600341797","13.248546600341797","19.969999313354492","19.969999313354492","19.969999313354492"
"20","12.339244842529297","12.339244842529297","12.339244842529297","12.29269027709961","12.29269027709961","12.29269027709961","10.419849395751953","10.419849395751953","10.419849395751953","12.38557243347168","12.38557243347168","12.38557243347168","10.924238204956055","10.924238204956055","10.924238204956055","13.65999984741211","13.65999984741211","13.65999984741211"
"21","12.032931327819824","12.032931327819824","12.032931327819824","12.099800109863281","12.099800109863281","12.099800109863281","9.259757041931152","9.259757041931152","9.259757041931152","12.109339714050293","12.109339714050293","12.109339714050293","9.535143852233887","9.535143852233887","9.535143852233887","11.170000076293945","11.170000076293945","11.170000076293945"
"22","11.877677917480469","11.877677917480469","11.877677917480469","11.97435188293457","11.97435188293457","11.97435188293457","8.745410919189453","8.745410919189453","8.745410919189453","11.882433891296387","11.882433891296387","11.882433891296387","9.403741836547852","9.403741836547852","9.403741836547852","10.020000457763672","10.020000457763672","10.020000457763672"
"23","11.742072105407715","11.742072105407715","11.742072105407715","11.570289611816406","11.570289611816406","11.570289611816406","8.611510276794434","8.611510276794434","8.611510276794434","11.909627914428711","11.909627914428711","11.909627914428711","9.88111686706543","9.88111686706543","9.88111686706543","10.979999542236328","10.979999542236328","10.979999542236328"
"24","11.225531578063965","11.225531578063965","11.225531578063965","9.34978199005127","9.34978199005127","9.34978199005127","6.757076740264893","6.757076740264893","6.757076740264893","10.367735862731934","10.367735862731934","10.367735862731934","10.9596586227417","10.9596586227417","10.9596586227417","11.470000267028809","11.470000267028809","11.470000267028809"
"25","12.012685775756836","12.012685775756836","12.012685775756836","9.539261817932129","9.539261817932129","9.539261817932129","6.609949588775635","6.609949588775635","6.609949588775635","10.251792907714844","10.251792907714844","10.251792907714844","11.579627990722656","11.579627990722656","11.579627990722656","9.100000381469727","9.100000381469727","9.100000381469727"
"26","15.753151893615723","15.753151893615723","15.753151893615723","11.07823371887207","11.07823371887207","11.07823371887207","8.01358413696289","8.01358413696289","8.01358413696289","10.943060874938965","10.943060874938965","10.943060874938965","13.76832389831543","13.76832389831543","13.76832389831543","8.510000228881836","8.510000228881836","8.510000228881836"
"27","21.817760467529297","21.817760467529297","21.817760467529297","14.554381370544434","14.554381370544434","14.554381370544434","13.247583389282227","13.247583389282227","13.247583389282227","13.101805686950684","13.101805686950684","13.101805686950684","18.351181030273438","18.351181030273438","18.351181030273438","10.84000015258789","10.84000015258789","10.84000015258789"
"28","24.634977340698242","24.634977340698242","24.634977340698242","20.2557373046875","20.2557373046875","20.2557373046875","23.569210052490234","23.569210052490234","23.569210052490234","18.835098266601562","18.835098266601562","18.835098266601562","23.99785041809082","23.99785041809082","23.99785041809082","19.31999969482422","19.31999969482422","19.31999969482422"
"29","22.258289337158203","22.258289337158203","22.258289337158203","21.551504135131836","21.551504135131836","21.551504135131836","23.702512741088867","23.702512741088867","23.702512741088867","19.90797996520996","19.90797996520996","19.90797996520996","21.401742935180664","21.401742935180664","21.401742935180664","25.8700008392334","25.8700008392334","25.8700008392334"
"30","20.5848388671875","20.5848388671875","20.5848388671875","20.3167781829834","20.3167781829834","20.3167781829834","22.979511260986328","22.979511260986328","22.979511260986328","18.94658660888672","18.94658660888672","18.94658660888672","20.069660186767578","20.069660186767578","20.069660186767578","20.549999237060547","20.549999237060547","20.549999237060547"
"31","17.698368072509766","17.698368072509766","17.698368072509766","18.294443130493164","18.294443130493164","18.294443130493164","20.926067352294922","20.926067352294922","20.926067352294922","17.61427879333496","17.61427879333496","17.61427879333496","17.82945442199707","17.82945442199707","17.82945442199707","15.010000228881836","15.010000228881836","15.010000228881836"
"32","15.721263885498047","15.721263885498047","15.721263885498047","14.605814933776855","14.605814933776855","14.605814933776855","15.95547103881836","15.95547103881836","15.95547103881836","14.888998031616211","14.888998031616211","14.888998031616211","15.304533004760742","15.304533004760742","15.304533004760742","13.119999885559082","13.119999885559082","13.119999885559082"
"33","14.637457847595215","14.637457847595215","14.637457847595215","13.717101097106934","13.717101097106934","13.717101097106934","14.133441925048828","14.133441925048828","14.133441925048828","14.190001487731934","14.190001487731934","14.190001487731934","14.107967376708984","14.107967376708984","14.107967376708984","13.380000114440918","13.380000114440918","13.380000114440918"
"34","13.748418807983398","13.748418807983398","13.748418807983398","13.15073299407959","13.15073299407959","13.15073299407959","12.898812294006348","12.898812294006348","12.898812294006348","13.838432312011719","13.838432312011719","13.838432312011719","13.533794403076172","13.533794403076172","13.533794403076172","12.579999923706055","12.579999923706055","12.579999923706055"
"35","13.493236541748047","13.493236541748047","13.493236541748047","12.555142402648926","12.555142402648926","12.555142402648926","12.30251407623291","12.30251407623291","12.30251407623291","13.330824851989746","13.330824851989746","13.330824851989746","13.498685836791992","13.498685836791992","13.498685836791992","11.9399995803833","11.9399995803833","11.9399995803833"
"36","13.823278427124023","13.823278427124023","13.823278427124023","11.92459774017334","11.92459774017334","11.92459774017334","12.07404899597168","12.07404899597168","12.07404899597168","12.25852108001709","12.25852108001709","12.25852108001709","13.173261642456055","13.173261642456055","13.173261642456055","13.420000076293945","13.420000076293945","13.420000076293945"
"37","15.907805442810059","15.907805442810059","15.907805442810059","10.917842864990234","10.917842864990234","10.917842864990234","12.894242286682129","12.894242286682129","12.894242286682129","11.334595680236816","11.334595680236816","11.334595680236816","12.060388565063477","12.060388565063477","12.060388565063477","13.170000076293945","13.170000076293945","13.170000076293945"
"38","15.316761016845703","15.316761016845703","15.316761016845703","10.400725364685059","10.400725364685059","10.400725364685059","13.040838241577148","13.040838241577148","13.040838241577148","10.853787422180176","10.853787422180176","10.853787422180176","11.521106719970703","11.521106719970703","11.521106719970703","16.139999389648438","16.139999389648438","16.139999389648438"
"39","11.574393272399902","11.574393272399902","11.574393272399902","9.90655517578125","9.90655517578125","9.90655517578125","12.047236442565918","12.047236442565918","12.047236442565918","10.322516441345215","10.322516441345215","10.322516441345215","10.2416353225708","10.2416353225708","10.2416353225708","14.34000015258789","14.34000015258789","14.34000015258789"
"40","9.627275466918945","9.627275466918945","9.627275466918945","9.45970344543457","9.45970344543457","9.45970344543457","10.059348106384277","10.059348106384277","10.059348106384277","9.76913070678711","9.76913070678711","9.76913070678711","9.382768630981445","9.382768630981445","9.382768630981445","10.75","10.75","10.75"
"41","8.59650993347168","8.59650993347168","8.59650993347168","9.300271034240723","9.300271034240723","9.300271034240723","8.369342803955078","8.369342803955078","8.369342803955078","9.213000297546387","9.213000297546387","9.213000297546387","8.70707893371582","8.70707893371582","8.70707893371582","9.34000015258789","9.34000015258789","9.34000015258789"
"42","8.002286911010742","8.002286911010742","8.002286911010742","9.089372634887695","9.089372634887695","9.089372634887695","7.585337162017822","7.585337162017822","7.585337162017822","8.568574905395508","8.568574905395508","8.568574905395508","8.377459526062012","8.377459526062012","8.377459526062012","7.690000057220459","7.690000057220459","7.690000057220459"
"43","7.367303848266602","7.367303848266602","7.367303848266602","7.523298740386963","7.523298740386963","7.523298740386963","6.946417331695557","6.946417331695557","6.946417331695557","7.27937126159668","7.27937126159668","7.27937126159668","7.2398152351379395","7.2398152351379395","7.2398152351379395","6.730000019073486","6.730000019073486","6.730000019073486"
"44","7.3129706382751465","7.3129706382751465","7.3129706382751465","7.06150484085083","7.06150484085083","7.06150484085083","5.652104377746582","5.652104377746582","5.652104377746582","6.628294944763184","6.628294944763184","6.628294944763184","7.0379133224487305","7.0379133224487305","7.0379133224487305","3.5899999141693115","3.5899999141693115","3.5899999141693115"
"45","7.608448028564453","7.608448028564453","7.608448028564453","8.07818603515625","8.07818603515625","8.07818603515625","5.490170001983643","5.490170001983643","5.490170001983643","7.309592247009277","7.309592247009277","7.309592247009277","7.724050045013428","7.724050045013428","7.724050045013428","1.0700000524520874","1.0700000524520874","1.0700000524520874"
"46","9.161615371704102","9.161615371704102","9.161615371704102","10.29161548614502","10.29161548614502","10.29161548614502","5.504292011260986","5.504292011260986","5.504292011260986","9.248183250427246","9.248183250427246","9.248183250427246","8.63360595703125","8.63360595703125","8.63360595703125","8.289999961853027","8.289999961853027","8.289999961853027"
"47","14.696707725524902","14.696707725524902","14.696707725524902","14.469101905822754","14.469101905822754","14.469101905822754","8.79237174987793","8.79237174987793","8.79237174987793","13.715283393859863","13.715283393859863","13.715283393859863","13.977739334106445","13.977739334106445","13.977739334106445","14.5600004196167","14.5600004196167","14.5600004196167"
"48","22.051218032836914","22.051218032836914","22.051218032836914","20.24775505065918","20.24775505065918","20.24775505065918","22.729639053344727","22.729639053344727","22.729639053344727","20.625730514526367","20.625730514526367","20.625730514526367","21.816776275634766","21.816776275634766","21.816776275634766","18.6200008392334","18.6200008392334","18.6200008392334"
"49","20.222797393798828","20.222797393798828","20.222797393798828","25.641559600830078","25.641559600830078","25.641559600830078","24.21207618713379","24.21207618713379","24.21207618713379","20.03490447998047","20.03490447998047","20.03490447998047","30.252513885498047","30.252513885498047","30.252513885498047","28.530000686645508","28.530000686645508","28.530000686645508"
"50","20.25324058532715","20.25324058532715","20.25324058532715","26.438146591186523","26.438146591186523","26.438146591186523","21.81617546081543","21.81617546081543","21.81617546081543","19.441715240478516","19.441715240478516","19.441715240478516","25.952404022216797","25.952404022216797","25.952404022216797","23.280000686645508","23.280000686645508","23.280000686645508"
"51","18.18391990661621","18.18391990661621","18.18391990661621","26.96152114868164","26.96152114868164","26.96152114868164","18.820695877075195","18.820695877075195","18.820695877075195","19.45041275024414","19.45041275024414","19.45041275024414","24.326248168945312","24.326248168945312","24.326248168945312","17.950000762939453","17.950000762939453","17.950000762939453"
"52","16.710506439208984","16.710506439208984","16.710506439208984","24.700347900390625","24.700347900390625","24.700347900390625","17.073223114013672","17.073223114013672","17.073223114013672","19.28205108642578","19.28205108642578","19.28205108642578","20.96784782409668","20.96784782409668","20.96784782409668","18.670000076293945","18.670000076293945","18.670000076293945"
"53","15.304450035095215","15.304450035095215","15.304450035095215","20.459514617919922","20.459514617919922","20.459514617919922","16.067962646484375","16.067962646484375","16.067962646484375","18.562686920166016","18.562686920166016","18.562686920166016","17.407285690307617","17.407285690307617","17.407285690307617","19.15999984741211","19.15999984741211","19.15999984741211"
"54","14.450078010559082","14.450078010559082","14.450078010559082","18.460601806640625","18.460601806640625","18.460601806640625","14.642647743225098","14.642647743225098","14.642647743225098","17.315187454223633","17.315187454223633","17.315187454223633","15.986211776733398","15.986211776733398","15.986211776733398","15.949999809265137","15.949999809265137","15.949999809265137"
"55","14.064324378967285","14.064324378967285","14.064324378967285","16.400476455688477","16.400476455688477","16.400476455688477","13.991223335266113","13.991223335266113","13.991223335266113","16.45954132080078","16.45954132080078","16.45954132080078","15.548147201538086","15.548147201538086","15.548147201538086","14.40999984741211","14.40999984741211","14.40999984741211"
"56","13.716042518615723","13.716042518615723","13.716042518615723","14.51852798461914","14.51852798461914","14.51852798461914","13.805686950683594","13.805686950683594","13.805686950683594","14.85133171081543","14.85133171081543","14.85133171081543","15.208847045898438","15.208847045898438","15.208847045898438","15.359999656677246","15.359999656677246","15.359999656677246"
"57","13.453557014465332","13.453557014465332","13.453557014465332","14.021711349487305","14.021711349487305","14.021711349487305","13.330010414123535","13.330010414123535","13.330010414123535","14.291156768798828","14.291156768798828","14.291156768798828","14.541624069213867","14.541624069213867","14.541624069213867","15.890000343322754","15.890000343322754","15.890000343322754"
"58","13.38963794708252","13.38963794708252","13.38963794708252","13.95701789855957","13.95701789855957","13.95701789855957","13.199418067932129","13.199418067932129","13.199418067932129","14.160140991210938","14.160140991210938","14.160140991210938","14.608055114746094","14.608055114746094","14.608055114746094","14.979999542236328","14.979999542236328","14.979999542236328"
"59","13.512177467346191","13.512177467346191","13.512177467346191","14.45669174194336","14.45669174194336","14.45669174194336","13.356949806213379","13.356949806213379","13.356949806213379","14.546276092529297","14.546276092529297","14.546276092529297","14.993179321289062","14.993179321289062","14.993179321289062","14.829999923706055","14.829999923706055","14.829999923706055"
"60","14.316263198852539","14.316263198852539","14.316263198852539","16.060710906982422","16.060710906982422","16.060710906982422","14.737690925598145","14.737690925598145","14.737690925598145","15.809919357299805","15.809919357299805","15.809919357299805","16.23849868774414","16.23849868774414","16.23849868774414","16.239999771118164","16.239999771118164","16.239999771118164"
"61","16.32051658630371","16.32051658630371","16.32051658630371","19.59032440185547","19.59032440185547","19.59032440185547","18.095090866088867","18.095090866088867","18.095090866088867","18.2120361328125","18.2120361328125","18.2120361328125","18.61650848388672","18.61650848388672","18.61650848388672","19.440000534057617","19.440000534057617","19.440000534057617"
"62","21.444656372070312","21.444656372070312","21.444656372070312","22.487642288208008","22.487642288208008","22.487642288208008","22.88641929626465","22.88641929626465","22.88641929626465","24.05213165283203","24.05213165283203","24.05213165283203","22.464784622192383","22.464784622192383","22.464784622192383","26.1200008392334","26.1200008392334","26.1200008392334"
"63","21.402997970581055","21.402997970581055","21.402997970581055","22.302967071533203","22.302967071533203","22.302967071533203","22.00669288635254","22.00669288635254","22.00669288635254","26.614099502563477","26.614099502563477","26.614099502563477","25.46959686279297","25.46959686279297","25.46959686279297","29.200000762939453","29.200000762939453","29.200000762939453"
"64","17.082435607910156","17.082435607910156","17.082435607910156","16.888221740722656","16.888221740722656","16.888221740722656","15.862785339355469","15.862785339355469","15.862785339355469","23.92777442932129","23.92777442932129","23.92777442932129","20.907732009887695","20.907732009887695","20.907732009887695","16.850000381469727","16.850000381469727","16.850000381469727"
"65","14.236215591430664","14.236215591430664","14.236215591430664","12.726320266723633","12.726320266723633","12.726320266723633","11.410624504089355","11.410624504089355","11.410624504089355","17.060274124145508","17.060274124145508","17.060274124145508","15.996641159057617","15.996641159057617","15.996641159057617","13.510000228881836","13.510000228881836","13.510000228881836"
"66","13.486114501953125","13.486114501953125","13.486114501953125","10.926717758178711","10.926717758178711","10.926717758178711","10.184155464172363","10.184155464172363","10.184155464172363","13.343124389648438","13.343124389648438","13.343124389648438","13.309782028198242","13.309782028198242","13.309782028198242","12.770000457763672","12.770000457763672","12.770000457763672"
"67","12.098454475402832","12.098454475402832","12.098454475402832","10.216560363769531","10.216560363769531","10.216560363769531","9.894892692565918","9.894892692565918","9.894892692565918","12.417922973632812","12.417922973632812","12.417922973632812","12.036325454711914","12.036325454711914","12.036325454711914","12.25","12.25","12.25"
"68","11.642970085144043","11.642970085144043","11.642970085144043","10.334646224975586","10.334646224975586","10.334646224975586","8.707843780517578","8.707843780517578","8.707843780517578","11.652486801147461","11.652486801147461","11.652486801147461","11.254186630249023","11.254186630249023","11.254186630249023","12.3100004196167","12.3100004196167","12.3100004196167"
"69","11.803323745727539","11.803323745727539","11.803323745727539","10.926990509033203","10.926990509033203","10.926990509033203","8.129241943359375","8.129241943359375","8.129241943359375","11.562156677246094","11.562156677246094","11.562156677246094","11.887693405151367","11.887693405151367","11.887693405151367","12.09000015258789","12.09000015258789","12.09000015258789"
"70","11.75175952911377","11.75175952911377","11.75175952911377","11.78835678100586","11.78835678100586","11.78835678100586","8.99770450592041","8.99770450592041","8.99770450592041","12.009733200073242","12.009733200073242","12.009733200073242","13.142669677734375","13.142669677734375","13.142669677734375","14.3100004196167","14.3100004196167","14.3100004196167"
"71","12.566554069519043","12.566554069519043","12.566554069519043","13.42080307006836","13.42080307006836","13.42080307006836","11.680728912353516","11.680728912353516","11.680728912353516","13.181833267211914","13.181833267211914","13.181833267211914","15.0860595703125","15.0860595703125","15.0860595703125","16.290000915527344","16.290000915527344","16.290000915527344"
"72","17.85035514831543","17.85035514831543","17.85035514831543","18.831586837768555","18.831586837768555","18.831586837768555","18.705020904541016","18.705020904541016","18.705020904541016","13.171470642089844","13.171470642089844","13.171470642089844","17.141801834106445","17.141801834106445","17.141801834106445","23.149999618530273","23.149999618530273","23.149999618530273"
"73","23.135807037353516","23.135807037353516","23.135807037353516","25.197439193725586","25.197439193725586","25.197439193725586","27.60032081604004","27.60032081604004","27.60032081604004","18.871809005737305","18.871809005737305","18.871809005737305","26.112789154052734","26.112789154052734","26.112789154052734","26.270000457763672","26.270000457763672","26.270000457763672"
"74","26.072818756103516","26.072818756103516","26.072818756103516","23.609628677368164","23.609628677368164","23.609628677368164","32.49934387207031","32.49934387207031","32.49934387207031","26.396692276000977","26.396692276000977","26.396692276000977","31.034805297851562","31.034805297851562","31.034805297851562","25.649999618530273","25.649999618530273","25.649999618530273"
"75","25.312999725341797","25.312999725341797","25.312999725341797","22.602479934692383","22.602479934692383","22.602479934692383","31.935022354125977","31.935022354125977","31.935022354125977","26.081480026245117","26.081480026245117","26.081480026245117","28.539928436279297","28.539928436279297","28.539928436279297","26.209999084472656","26.209999084472656","26.209999084472656"
"76","23.054073333740234","23.054073333740234","23.054073333740234","19.033449172973633","19.033449172973633","19.033449172973633","28.14740562438965","28.14740562438965","28.14740562438965","22.96930503845215","22.96930503845215","22.96930503845215","27.15557861328125","27.15557861328125","27.15557861328125","23.200000762939453","23.200000762939453","23.200000762939453"
"77","19.713939666748047","19.713939666748047","19.713939666748047","18.46436309814453","18.46436309814453","18.46436309814453","24.738075256347656","24.738075256347656","24.738075256347656","20.93037986755371","20.93037986755371","20.93037986755371","22.551292419433594","22.551292419433594","22.551292419433594","21.90999984741211","21.90999984741211","21.90999984741211"
"78","16.463804244995117","16.463804244995117","16.463804244995117","15.44770336151123","15.44770336151123","15.44770336151123","21.096712112426758","21.096712112426758","21.096712112426758","17.145267486572266","17.145267486572266","17.145267486572266","17.16872787475586","17.16872787475586","17.16872787475586","18.860000610351562","18.860000610351562","18.860000610351562"
"79","14.899185180664062","14.899185180664062","14.899185180664062","14.618027687072754","14.618027687072754","14.618027687072754","17.149105072021484","17.149105072021484","17.149105072021484","14.656883239746094","14.656883239746094","14.656883239746094","14.922406196594238","14.922406196594238","14.922406196594238","16.3799991607666","16.3799991607666","16.3799991607666"
"80","14.15048599243164","14.15048599243164","14.15048599243164","14.15817928314209","14.15817928314209","14.15817928314209","16.001863479614258","16.001863479614258","16.001863479614258","14.072646141052246","14.072646141052246","14.072646141052246","15.220719337463379","15.220719337463379","15.220719337463379","13.869999885559082","13.869999885559082","13.869999885559082"
"81","13.947365760803223","13.947365760803223","13.947365760803223","14.16413402557373","14.16413402557373","14.16413402557373","15.05431079864502","15.05431079864502","15.05431079864502","13.400813102722168","13.400813102722168","13.400813102722168","14.806280136108398","14.806280136108398","14.806280136108398","14.029999732971191","14.029999732971191","14.029999732971191"
"82","13.81189250946045","13.81189250946045","13.81189250946045","14.25920581817627","14.25920581817627","14.25920581817627","14.962852478027344","14.962852478027344","14.962852478027344","13.770147323608398","13.770147323608398","13.770147323608398","15.288458824157715","15.288458824157715","15.288458824157715","13.850000381469727","13.850000381469727","13.850000381469727"
"83","14.16817569732666","14.16817569732666","14.16817569732666","14.954541206359863","14.954541206359863","14.954541206359863","15.417049407958984","15.417049407958984","15.417049407958984","15.121020317077637","15.121020317077637","15.121020317077637","16.666606903076172","16.666606903076172","16.666606903076172","13.859999656677246","13.859999656677246","13.859999656677246"
