"Step","visionary-sweep-1 - Ensamble 0 - Winter predictions (24h) Hub: SP15","visionary-sweep-1 - Ensamble 0 - Winter predictions (24h) Hub: SP15__MIN","visionary-sweep-1 - Ensamble 0 - Winter predictions (24h) Hub: SP15__MAX","visionary-sweep-1 - Ensamble 1 - Winter predictions (24h) Hub: SP15","visionary-sweep-1 - Ensamble 1 - Winter predictions (24h) Hub: SP15__MIN","visionary-sweep-1 - Ensamble 1 - Winter predictions (24h) Hub: SP15__MAX","visionary-sweep-1 - Ensamble 2 - Winter predictions (24h) Hub: SP15","visionary-sweep-1 - Ensamble 2 - Winter predictions (24h) Hub: SP15__MIN","visionary-sweep-1 - Ensamble 2 - Winter predictions (24h) Hub: SP15__MAX","visionary-sweep-1 - Ensamble 3 - Winter predictions (24h) Hub: SP15","visionary-sweep-1 - Ensamble 3 - Winter predictions (24h) Hub: SP15__MIN","visionary-sweep-1 - Ensamble 3 - Winter predictions (24h) Hub: SP15__MAX","visionary-sweep-1 - Ensamble 4 - Winter predictions (24h) Hub: SP15","visionary-sweep-1 - Ensamble 4 - Winter predictions (24h) Hub: SP15__MIN","visionary-sweep-1 - Ensamble 4 - Winter predictions (24h) Hub: SP15__MAX","visionary-sweep-1 - Ensamble 0 - Winter targets (24h) Hub: SP15","visionary-sweep-1 - Ensamble 0 - Winter targets (24h) Hub: SP15__MIN","visionary-sweep-1 - Ensamble 0 - Winter targets (24h) Hub: SP15__MAX"
"84","15.242427825927734","15.242427825927734","15.242427825927734","16.42165756225586","16.42165756225586","16.42165756225586","17.08890151977539","17.08890151977539","17.08890151977539","17.789262771606445","17.789262771606445","17.789262771606445","19.177902221679688","19.177902221679688","19.177902221679688","16.059999465942383","16.059999465942383","16.059999465942383"
"85","17.374860763549805","17.374860763549805","17.374860763549805","17.455564498901367","17.455564498901367","17.455564498901367","20.36481475830078","20.36481475830078","20.36481475830078","21.57564353942871","21.57564353942871","21.57564353942871","23.796672821044922","23.796672821044922","23.796672821044922","17.09000015258789","17.09000015258789","17.09000015258789"
"86","19.835416793823242","19.835416793823242","19.835416793823242","20.44403648376465","20.44403648376465","20.44403648376465","25.878128051757812","25.878128051757812","25.878128051757812","22.762123107910156","22.762123107910156","22.762123107910156","25.026241302490234","25.026241302490234","25.026241302490234","24.700000762939453","24.700000762939453","24.700000762939453"
"87","18.319171905517578","18.319171905517578","18.319171905517578","19.42028045654297","19.42028045654297","19.42028045654297","21.48857879638672","21.48857879638672","21.48857879638672","19.222341537475586","19.222341537475586","19.222341537475586","18.770427703857422","18.770427703857422","18.770427703857422","19.239999771118164","19.239999771118164","19.239999771118164"
"88","15.246737480163574","15.246737480163574","15.246737480163574","16.227725982666016","16.227725982666016","16.227725982666016","15.738771438598633","15.738771438598633","15.738771438598633","14.26082706451416","14.26082706451416","14.26082706451416","14.371870994567871","14.371870994567871","14.371870994567871","14.550000190734863","14.550000190734863","14.550000190734863"
"89","13.323735237121582","13.323735237121582","13.323735237121582","13.067359924316406","13.067359924316406","13.067359924316406","12.791746139526367","12.791746139526367","12.791746139526367","11.87890911102295","11.87890911102295","11.87890911102295","12.988018035888672","12.988018035888672","12.988018035888672","13.859999656677246","13.859999656677246","13.859999656677246"
"90","11.87226676940918","11.87226676940918","11.87226676940918","12.330724716186523","12.330724716186523","12.330724716186523","12.065303802490234","12.065303802490234","12.065303802490234","10.848061561584473","10.848061561584473","10.848061561584473","12.905341148376465","12.905341148376465","12.905341148376465","12.279999732971191","12.279999732971191","12.279999732971191"
"91","10.800506591796875","10.800506591796875","10.800506591796875","11.54046630859375","11.54046630859375","11.54046630859375","11.414928436279297","11.414928436279297","11.414928436279297","10.014546394348145","10.014546394348145","10.014546394348145","11.983370780944824","11.983370780944824","11.983370780944824","13.720000267028809","13.720000267028809","13.720000267028809"
"92","10.484468460083008","10.484468460083008","10.484468460083008","11.078413963317871","11.078413963317871","11.078413963317871","10.708805084228516","10.708805084228516","10.708805084228516","9.55709171295166","9.55709171295166","9.55709171295166","10.959234237670898","10.959234237670898","10.959234237670898","12.270000457763672","12.270000457763672","12.270000457763672"
"93","11.420323371887207","11.420323371887207","11.420323371887207","11.32567310333252","11.32567310333252","11.32567310333252","10.665478706359863","10.665478706359863","10.665478706359863","9.750589370727539","9.750589370727539","9.750589370727539","11.18175983428955","11.18175983428955","11.18175983428955","11.739999771118164","11.739999771118164","11.739999771118164"
"94","13.79865550994873","13.79865550994873","13.79865550994873","12.349822044372559","12.349822044372559","12.349822044372559","12.103164672851562","12.103164672851562","12.103164672851562","10.973538398742676","10.973538398742676","10.973538398742676","12.163460731506348","12.163460731506348","12.163460731506348","11.09000015258789","11.09000015258789","11.09000015258789"
"95","16.912385940551758","16.912385940551758","16.912385940551758","14.705686569213867","14.705686569213867","14.705686569213867","14.351396560668945","14.351396560668945","14.351396560668945","12.523859977722168","12.523859977722168","12.523859977722168","13.926531791687012","13.926531791687012","13.926531791687012","13.529999732971191","13.529999732971191","13.529999732971191"
"96","15.997296333312988","15.997296333312988","15.997296333312988","15.754189491271973","15.754189491271973","15.754189491271973","17.53525161743164","17.53525161743164","17.53525161743164","16.865856170654297","16.865856170654297","16.865856170654297","15.695371627807617","15.695371627807617","15.695371627807617","21.600000381469727","21.600000381469727","21.600000381469727"
"97","20.464130401611328","20.464130401611328","20.464130401611328","20.468032836914062","20.468032836914062","20.468032836914062","23.497451782226562","23.497451782226562","23.497451782226562","21.582717895507812","21.582717895507812","21.582717895507812","20.821975708007812","20.821975708007812","20.821975708007812","17.3700008392334","17.3700008392334","17.3700008392334"
"98","22.499608993530273","22.499608993530273","22.499608993530273","22.659513473510742","22.659513473510742","22.659513473510742","25.821571350097656","25.821571350097656","25.821571350097656","24.47475814819336","24.47475814819336","24.47475814819336","23.06475067138672","23.06475067138672","23.06475067138672","20.489999771118164","20.489999771118164","20.489999771118164"
"99","23.581327438354492","23.581327438354492","23.581327438354492","23.07746696472168","23.07746696472168","23.07746696472168","29.51183319091797","29.51183319091797","29.51183319091797","24.46169662475586","24.46169662475586","24.46169662475586","23.88201904296875","23.88201904296875","23.88201904296875","23.690000534057617","23.690000534057617","23.690000534057617"
"100","24.970983505249023","24.970983505249023","24.970983505249023","22.86589241027832","22.86589241027832","22.86589241027832","26.140939712524414","26.140939712524414","26.140939712524414","22.759735107421875","22.759735107421875","22.759735107421875","23.85977554321289","23.85977554321289","23.85977554321289","18.260000228881836","18.260000228881836","18.260000228881836"
"101","24.148223876953125","24.148223876953125","24.148223876953125","22.027889251708984","22.027889251708984","22.027889251708984","22.11897087097168","22.11897087097168","22.11897087097168","20.962055206298828","20.962055206298828","20.962055206298828","22.161293029785156","22.161293029785156","22.161293029785156","20.110000610351562","20.110000610351562","20.110000610351562"
"102","20.849075317382812","20.849075317382812","20.849075317382812","19.83278465270996","19.83278465270996","19.83278465270996","19.84697914123535","19.84697914123535","19.84697914123535","18.666461944580078","18.666461944580078","18.666461944580078","20.72085189819336","20.72085189819336","20.72085189819336","16.68000030517578","16.68000030517578","16.68000030517578"
"103","19.17122459411621","19.17122459411621","19.17122459411621","18.53901481628418","18.53901481628418","18.53901481628418","18.938505172729492","18.938505172729492","18.938505172729492","17.165502548217773","17.165502548217773","17.165502548217773","19.535064697265625","19.535064697265625","19.535064697265625","14.359999656677246","14.359999656677246","14.359999656677246"
"104","16.26727294921875","16.26727294921875","16.26727294921875","15.519760131835938","15.519760131835938","15.519760131835938","14.638535499572754","14.638535499572754","14.638535499572754","14.495345115661621","14.495345115661621","14.495345115661621","15.947346687316895","15.947346687316895","15.947346687316895","15.699999809265137","15.699999809265137","15.699999809265137"
"105","15.014209747314453","15.014209747314453","15.014209747314453","14.893243789672852","14.893243789672852","14.893243789672852","14.631293296813965","14.631293296813965","14.631293296813965","14.423714637756348","14.423714637756348","14.423714637756348","15.544730186462402","15.544730186462402","15.544730186462402","15.59000015258789","15.59000015258789","15.59000015258789"
"106","14.598002433776855","14.598002433776855","14.598002433776855","14.572539329528809","14.572539329528809","14.572539329528809","14.153511047363281","14.153511047363281","14.153511047363281","14.360740661621094","14.360740661621094","14.360740661621094","15.011994361877441","15.011994361877441","15.011994361877441","14.960000038146973","14.960000038146973","14.960000038146973"
"107","14.501395225524902","14.501395225524902","14.501395225524902","14.823983192443848","14.823983192443848","14.823983192443848","13.824538230895996","13.824538230895996","13.824538230895996","14.974596977233887","14.974596977233887","14.974596977233887","14.889421463012695","14.889421463012695","14.889421463012695","15.25","15.25","15.25"
"108","15.66401195526123","15.66401195526123","15.66401195526123","15.299369812011719","15.299369812011719","15.299369812011719","15.215188980102539","15.215188980102539","15.215188980102539","16.554988861083984","16.554988861083984","16.554988861083984","15.462580680847168","15.462580680847168","15.462580680847168","17.469999313354492","17.469999313354492","17.469999313354492"
"109","18.0007381439209","18.0007381439209","18.0007381439209","15.892594337463379","15.892594337463379","15.892594337463379","18.51922607421875","18.51922607421875","18.51922607421875","20.069229125976562","20.069229125976562","20.069229125976562","16.792461395263672","16.792461395263672","16.792461395263672","20.899999618530273","20.899999618530273","20.899999618530273"
"110","22.397554397583008","22.397554397583008","22.397554397583008","19.8342227935791","19.8342227935791","19.8342227935791","27.877267837524414","27.877267837524414","27.877267837524414","28.690948486328125","28.690948486328125","28.690948486328125","21.032005310058594","21.032005310058594","21.032005310058594","21.649999618530273","21.649999618530273","21.649999618530273"
"111","26.91254997253418","26.91254997253418","26.91254997253418","21.28762435913086","21.28762435913086","21.28762435913086","24.350950241088867","24.350950241088867","24.350950241088867","26.022686004638672","26.022686004638672","26.022686004638672","22.1806640625","22.1806640625","22.1806640625","23.969999313354492","23.969999313354492","23.969999313354492"
"112","21.79867935180664","21.79867935180664","21.79867935180664","18.16274642944336","18.16274642944336","18.16274642944336","16.38540267944336","16.38540267944336","16.38540267944336","19.82303237915039","19.82303237915039","19.82303237915039","23.135528564453125","23.135528564453125","23.135528564453125","13.25","13.25","13.25"
"113","14.786650657653809","14.786650657653809","14.786650657653809","13.906323432922363","13.906323432922363","13.906323432922363","13.058350563049316","13.058350563049316","13.058350563049316","14.317954063415527","14.317954063415527","14.317954063415527","16.523746490478516","16.523746490478516","16.523746490478516","13.5600004196167","13.5600004196167","13.5600004196167"
"114","12.637914657592773","12.637914657592773","12.637914657592773","13.145812034606934","13.145812034606934","13.145812034606934","11.990374565124512","11.990374565124512","11.990374565124512","13.638867378234863","13.638867378234863","13.638867378234863","13.548306465148926","13.548306465148926","13.548306465148926","12.720000267028809","12.720000267028809","12.720000267028809"
"115","12.421225547790527","12.421225547790527","12.421225547790527","12.777478218078613","12.777478218078613","12.777478218078613","12.302882194519043","12.302882194519043","12.302882194519043","12.993630409240723","12.993630409240723","12.993630409240723","12.304347038269043","12.304347038269043","12.304347038269043","12.140000343322754","12.140000343322754","12.140000343322754"
"116","11.783930778503418","11.783930778503418","11.783930778503418","11.713545799255371","11.713545799255371","11.713545799255371","11.583995819091797","11.583995819091797","11.583995819091797","11.907248497009277","11.907248497009277","11.907248497009277","11.535849571228027","11.535849571228027","11.535849571228027","10.699999809265137","10.699999809265137","10.699999809265137"
"117","11.860148429870605","11.860148429870605","11.860148429870605","12.1281099319458","12.1281099319458","12.1281099319458","11.840697288513184","11.840697288513184","11.840697288513184","12.12935733795166","12.12935733795166","12.12935733795166","11.39565658569336","11.39565658569336","11.39565658569336","8.869999885559082","8.869999885559082","8.869999885559082"
"118","12.467126846313477","12.467126846313477","12.467126846313477","13.176895141601562","13.176895141601562","13.176895141601562","13.544556617736816","13.544556617736816","13.544556617736816","13.229781150817871","13.229781150817871","13.229781150817871","12.494850158691406","12.494850158691406","12.494850158691406","8.430000305175781","8.430000305175781","8.430000305175781"
"119","13.560954093933105","13.560954093933105","13.560954093933105","15.500865936279297","15.500865936279297","15.500865936279297","15.808555603027344","15.808555603027344","15.808555603027344","15.452198028564453","15.452198028564453","15.452198028564453","14.388843536376953","14.388843536376953","14.388843536376953","10.350000381469727","10.350000381469727","10.350000381469727"
"120","17.429170608520508","17.429170608520508","17.429170608520508","19.576732635498047","19.576732635498047","19.576732635498047","18.51815414428711","18.51815414428711","18.51815414428711","18.474008560180664","18.474008560180664","18.474008560180664","16.831268310546875","16.831268310546875","16.831268310546875","16.709999084472656","16.709999084472656","16.709999084472656"
"121","22.1024227142334","22.1024227142334","22.1024227142334","23.524581909179688","23.524581909179688","23.524581909179688","19.429004669189453","19.429004669189453","19.429004669189453","24.076034545898438","24.076034545898438","24.076034545898438","19.952239990234375","19.952239990234375","19.952239990234375","24.350000381469727","24.350000381469727","24.350000381469727"
"122","26.541744232177734","26.541744232177734","26.541744232177734","26.158843994140625","26.158843994140625","26.158843994140625","21.382017135620117","21.382017135620117","21.382017135620117","24.47919273376465","24.47919273376465","24.47919273376465","27.786787033081055","27.786787033081055","27.786787033081055","22.989999771118164","22.989999771118164","22.989999771118164"
"123","22.491743087768555","22.491743087768555","22.491743087768555","21.80130958557129","21.80130958557129","21.80130958557129","21.505691528320312","21.505691528320312","21.505691528320312","21.959178924560547","21.959178924560547","21.959178924560547","25.622760772705078","25.622760772705078","25.622760772705078","23.040000915527344","23.040000915527344","23.040000915527344"
"124","18.13812255859375","18.13812255859375","18.13812255859375","18.244258880615234","18.244258880615234","18.244258880615234","18.834543228149414","18.834543228149414","18.834543228149414","18.853059768676758","18.853059768676758","18.853059768676758","19.94472312927246","19.94472312927246","19.94472312927246","22.889999389648438","22.889999389648438","22.889999389648438"
"125","16.428112030029297","16.428112030029297","16.428112030029297","16.91937255859375","16.91937255859375","16.91937255859375","17.853910446166992","17.853910446166992","17.853910446166992","16.8671932220459","16.8671932220459","16.8671932220459","17.08670997619629","17.08670997619629","17.08670997619629","22.75","22.75","22.75"
"126","15.571859359741211","15.571859359741211","15.571859359741211","14.394964218139648","14.394964218139648","14.394964218139648","16.4604549407959","16.4604549407959","16.4604549407959","15.983254432678223","15.983254432678223","15.983254432678223","15.348234176635742","15.348234176635742","15.348234176635742","20.600000381469727","20.600000381469727","20.600000381469727"
"127","15.093783378601074","15.093783378601074","15.093783378601074","13.810611724853516","13.810611724853516","13.810611724853516","15.00255298614502","15.00255298614502","15.00255298614502","15.516328811645508","15.516328811645508","15.516328811645508","13.620563507080078","13.620563507080078","13.620563507080078","15.09000015258789","15.09000015258789","15.09000015258789"
"128","14.667510986328125","14.667510986328125","14.667510986328125","13.25660514831543","13.25660514831543","13.25660514831543","14.327645301818848","14.327645301818848","14.327645301818848","14.561249732971191","14.561249732971191","14.561249732971191","13.755395889282227","13.755395889282227","13.755395889282227","13.229999542236328","13.229999542236328","13.229999542236328"
"129","13.785021781921387","13.785021781921387","13.785021781921387","13.656209945678711","13.656209945678711","13.656209945678711","13.319506645202637","13.319506645202637","13.319506645202637","13.788079261779785","13.788079261779785","13.788079261779785","14.482742309570312","14.482742309570312","14.482742309570312","14.09000015258789","14.09000015258789","14.09000015258789"
"130","13.730439186096191","13.730439186096191","13.730439186096191","13.551761627197266","13.551761627197266","13.551761627197266","13.185355186462402","13.185355186462402","13.185355186462402","13.656424522399902","13.656424522399902","13.656424522399902","14.07813835144043","14.07813835144043","14.07813835144043","14.5","14.5","14.5"
"131","13.840835571289062","13.840835571289062","13.840835571289062","14.249557495117188","14.249557495117188","14.249557495117188","13.345258712768555","13.345258712768555","13.345258712768555","13.349535942077637","13.349535942077637","13.349535942077637","14.04102611541748","14.04102611541748","14.04102611541748","14.819999694824219","14.819999694824219","14.819999694824219"
"132","14.131796836853027","14.131796836853027","14.131796836853027","15.047346115112305","15.047346115112305","15.047346115112305","14.22387409210205","14.22387409210205","14.22387409210205","13.474257469177246","13.474257469177246","13.474257469177246","14.86030387878418","14.86030387878418","14.86030387878418","13.829999923706055","13.829999923706055","13.829999923706055"
"133","14.851461410522461","14.851461410522461","14.851461410522461","17.189655303955078","17.189655303955078","17.189655303955078","16.096464157104492","16.096464157104492","16.096464157104492","14.157176971435547","14.157176971435547","14.157176971435547","16.918045043945312","16.918045043945312","16.918045043945312","13.779999732971191","13.779999732971191","13.779999732971191"
"134","17.99870491027832","17.99870491027832","17.99870491027832","21.139575958251953","21.139575958251953","21.139575958251953","18.247224807739258","18.247224807739258","18.247224807739258","15.31304931640625","15.31304931640625","15.31304931640625","21.675039291381836","21.675039291381836","21.675039291381836","19.709999084472656","19.709999084472656","19.709999084472656"
"135","18.105682373046875","18.105682373046875","18.105682373046875","18.117897033691406","18.117897033691406","18.117897033691406","18.29607391357422","18.29607391357422","18.29607391357422","18.804706573486328","18.804706573486328","18.804706573486328","20.52641487121582","20.52641487121582","20.52641487121582","18.3799991607666","18.3799991607666","18.3799991607666"
"136","15.7027006149292","15.7027006149292","15.7027006149292","13.146811485290527","13.146811485290527","13.146811485290527","14.080533027648926","14.080533027648926","14.080533027648926","23.726558685302734","23.726558685302734","23.726558685302734","17.638885498046875","17.638885498046875","17.638885498046875","13.510000228881836","13.510000228881836","13.510000228881836"
"137","13.085044860839844","13.085044860839844","13.085044860839844","10.640881538391113","10.640881538391113","10.640881538391113","12.751788139343262","12.751788139343262","12.751788139343262","16.031314849853516","16.031314849853516","16.031314849853516","13.34083366394043","13.34083366394043","13.34083366394043","12.140000343322754","12.140000343322754","12.140000343322754"
"138","12.279399871826172","12.279399871826172","12.279399871826172","9.865703582763672","9.865703582763672","9.865703582763672","12.079557418823242","12.079557418823242","12.079557418823242","12.252793312072754","12.252793312072754","12.252793312072754","12.700194358825684","12.700194358825684","12.700194358825684","10.779999732971191","10.779999732971191","10.779999732971191"
"139","11.654119491577148","11.654119491577148","11.654119491577148","10.278892517089844","10.278892517089844","10.278892517089844","11.623517990112305","11.623517990112305","11.623517990112305","11.30318546295166","11.30318546295166","11.30318546295166","12.484622955322266","12.484622955322266","12.484622955322266","10.239999771118164","10.239999771118164","10.239999771118164"
"140","12.258011817932129","12.258011817932129","12.258011817932129","10.68214225769043","10.68214225769043","10.68214225769043","11.208683967590332","11.208683967590332","11.208683967590332","10.49249267578125","10.49249267578125","10.49249267578125","12.235517501831055","12.235517501831055","12.235517501831055","9.100000381469727","9.100000381469727","9.100000381469727"
"141","12.543063163757324","12.543063163757324","12.543063163757324","11.08810043334961","11.08810043334961","11.08810043334961","11.374259948730469","11.374259948730469","11.374259948730469","10.98165512084961","10.98165512084961","10.98165512084961","12.449506759643555","12.449506759643555","12.449506759643555","8.600000381469727","8.600000381469727","8.600000381469727"
"142","14.017562866210938","14.017562866210938","14.017562866210938","13.42904281616211","13.42904281616211","13.42904281616211","12.284931182861328","12.284931182861328","12.284931182861328","12.48372745513916","12.48372745513916","12.48372745513916","13.308433532714844","13.308433532714844","13.308433532714844","8.699999809265137","8.699999809265137","8.699999809265137"
"143","17.372940063476562","17.372940063476562","17.372940063476562","17.661222457885742","17.661222457885742","17.661222457885742","15.29284381866455","15.29284381866455","15.29284381866455","16.72370719909668","16.72370719909668","16.72370719909668","15.704736709594727","15.704736709594727","15.704736709594727","14.8100004196167","14.8100004196167","14.8100004196167"
"144","19.921615600585938","19.921615600585938","19.921615600585938","21.972530364990234","21.972530364990234","21.972530364990234","17.89057731628418","17.89057731628418","17.89057731628418","17.726360321044922","17.726360321044922","17.726360321044922","16.311113357543945","16.311113357543945","16.311113357543945","22.950000762939453","22.950000762939453","22.950000762939453"
"145","31.170555114746094","31.170555114746094","31.170555114746094","25.08082389831543","25.08082389831543","25.08082389831543","26.018287658691406","26.018287658691406","26.018287658691406","25.789411544799805","25.789411544799805","25.789411544799805","25.294538497924805","25.294538497924805","25.294538497924805","32.279998779296875","32.279998779296875","32.279998779296875"
"146","24.76721954345703","24.76721954345703","24.76721954345703","22.992168426513672","22.992168426513672","22.992168426513672","26.187536239624023","26.187536239624023","26.187536239624023","25.657791137695312","25.657791137695312","25.657791137695312","25.256906509399414","25.256906509399414","25.256906509399414","28.09000015258789","28.09000015258789","28.09000015258789"
"147","22.889001846313477","22.889001846313477","22.889001846313477","21.986892700195312","21.986892700195312","21.986892700195312","24.463924407958984","24.463924407958984","24.463924407958984","21.61269760131836","21.61269760131836","21.61269760131836","23.645099639892578","23.645099639892578","23.645099639892578","26.290000915527344","26.290000915527344","26.290000915527344"
"148","20.17757225036621","20.17757225036621","20.17757225036621","19.968429565429688","19.968429565429688","19.968429565429688","21.83844566345215","21.83844566345215","21.83844566345215","20.158885955810547","20.158885955810547","20.158885955810547","21.989503860473633","21.989503860473633","21.989503860473633","22.190000534057617","22.190000534057617","22.190000534057617"
"149","18.503318786621094","18.503318786621094","18.503318786621094","17.451061248779297","17.451061248779297","17.451061248779297","19.694496154785156","19.694496154785156","19.694496154785156","17.638572692871094","17.638572692871094","17.638572692871094","19.521764755249023","19.521764755249023","19.521764755249023","19.739999771118164","19.739999771118164","19.739999771118164"
"150","16.50262451171875","16.50262451171875","16.50262451171875","15.542618751525879","15.542618751525879","15.542618751525879","16.82582664489746","16.82582664489746","16.82582664489746","15.034747123718262","15.034747123718262","15.034747123718262","15.588445663452148","15.588445663452148","15.588445663452148","18.31999969482422","18.31999969482422","18.31999969482422"
"151","15.383694648742676","15.383694648742676","15.383694648742676","14.75949478149414","14.75949478149414","14.75949478149414","15.480422973632812","15.480422973632812","15.480422973632812","14.0206937789917","14.0206937789917","14.0206937789917","13.038195610046387","13.038195610046387","13.038195610046387","15.199999809265137","15.199999809265137","15.199999809265137"
"152","15.003767013549805","15.003767013549805","15.003767013549805","14.715900421142578","14.715900421142578","14.715900421142578","14.953773498535156","14.953773498535156","14.953773498535156","14.0347318649292","14.0347318649292","14.0347318649292","12.210392951965332","12.210392951965332","12.210392951965332","14.680000305175781","14.680000305175781","14.680000305175781"
"153","13.93070125579834","13.93070125579834","13.93070125579834","14.568312644958496","14.568312644958496","14.568312644958496","14.308526992797852","14.308526992797852","14.308526992797852","14.791390419006348","14.791390419006348","14.791390419006348","12.2490234375","12.2490234375","12.2490234375","15.970000267028809","15.970000267028809","15.970000267028809"
"154","14.665096282958984","14.665096282958984","14.665096282958984","15.083970069885254","15.083970069885254","15.083970069885254","14.406454086303711","14.406454086303711","14.406454086303711","14.877674102783203","14.877674102783203","14.877674102783203","12.180527687072754","12.180527687072754","12.180527687072754","17.040000915527344","17.040000915527344","17.040000915527344"
"155","15.633585929870605","15.633585929870605","15.633585929870605","15.676736831665039","15.676736831665039","15.676736831665039","15.263162612915039","15.263162612915039","15.263162612915039","14.955096244812012","14.955096244812012","14.955096244812012","12.63773250579834","12.63773250579834","12.63773250579834","16.139999389648438","16.139999389648438","16.139999389648438"
"156","16.799726486206055","16.799726486206055","16.799726486206055","16.733375549316406","16.733375549316406","16.733375549316406","16.684762954711914","16.684762954711914","16.684762954711914","16.161767959594727","16.161767959594727","16.161767959594727","14.099491119384766","14.099491119384766","14.099491119384766","16.81999969482422","16.81999969482422","16.81999969482422"
"157","17.80364990234375","17.80364990234375","17.80364990234375","18.377269744873047","18.377269744873047","18.377269744873047","18.51730728149414","18.51730728149414","18.51730728149414","18.73076629638672","18.73076629638672","18.73076629638672","16.838563919067383","16.838563919067383","16.838563919067383","19.079999923706055","19.079999923706055","19.079999923706055"
"158","19.416461944580078","19.416461944580078","19.416461944580078","18.898544311523438","18.898544311523438","18.898544311523438","21.90418815612793","21.90418815612793","21.90418815612793","21.65460205078125","21.65460205078125","21.65460205078125","20.7895450592041","20.7895450592041","20.7895450592041","20.68000030517578","20.68000030517578","20.68000030517578"
"159","19.894287109375","19.894287109375","19.894287109375","17.78722381591797","17.78722381591797","17.78722381591797","23.460956573486328","23.460956573486328","23.460956573486328","21.00357437133789","21.00357437133789","21.00357437133789","19.907503128051758","19.907503128051758","19.907503128051758","17.190000534057617","17.190000534057617","17.190000534057617"
"160","15.613028526306152","15.613028526306152","15.613028526306152","14.959589004516602","14.959589004516602","14.959589004516602","19.697710037231445","19.697710037231445","19.697710037231445","15.133768081665039","15.133768081665039","15.133768081665039","16.028812408447266","16.028812408447266","16.028812408447266","10.779999732971191","10.779999732971191","10.779999732971191"
"161","12.33748722076416","12.33748722076416","12.33748722076416","13.475228309631348","13.475228309631348","13.475228309631348","13.635038375854492","13.635038375854492","13.635038375854492","13.181147575378418","13.181147575378418","13.181147575378418","12.519317626953125","12.519317626953125","12.519317626953125","10.890000343322754","10.890000343322754","10.890000343322754"
"162","11.168705940246582","11.168705940246582","11.168705940246582","12.693914413452148","12.693914413452148","12.693914413452148","12.49272346496582","12.49272346496582","12.49272346496582","12.056976318359375","12.056976318359375","12.056976318359375","11.747462272644043","11.747462272644043","11.747462272644043","11.270000457763672","11.270000457763672","11.270000457763672"
"163","11.006406784057617","11.006406784057617","11.006406784057617","11.643320083618164","11.643320083618164","11.643320083618164","11.344501495361328","11.344501495361328","11.344501495361328","11.45964241027832","11.45964241027832","11.45964241027832","11.327253341674805","11.327253341674805","11.327253341674805","11.5","11.5","11.5"
"164","10.57673168182373","10.57673168182373","10.57673168182373","11.259900093078613","11.259900093078613","11.259900093078613","9.965335845947266","9.965335845947266","9.965335845947266","10.2041015625","10.2041015625","10.2041015625","9.613548278808594","9.613548278808594","9.613548278808594","10.229999542236328","10.229999542236328","10.229999542236328"
"165","10.284585952758789","10.284585952758789","10.284585952758789","11.927956581115723","11.927956581115723","11.927956581115723","8.711282730102539","8.711282730102539","8.711282730102539","9.734262466430664","9.734262466430664","9.734262466430664","8.715131759643555","8.715131759643555","8.715131759643555","10.010000228881836","10.010000228881836","10.010000228881836"
"166","11.080375671386719","11.080375671386719","11.080375671386719","14.489522933959961","14.489522933959961","14.489522933959961","9.39027214050293","9.39027214050293","9.39027214050293","10.472558975219727","10.472558975219727","10.472558975219727","9.904448509216309","9.904448509216309","9.904448509216309","12.470000267028809","12.470000267028809","12.470000267028809"
"167","13.329811096191406","13.329811096191406","13.329811096191406","20.502731323242188","20.502731323242188","20.502731323242188","14.14605712890625","14.14605712890625","14.14605712890625","13.209121704101562","13.209121704101562","13.209121704101562","14.633100509643555","14.633100509643555","14.633100509643555","22.290000915527344","22.290000915527344","22.290000915527344"
