"Step","visionary-sweep-1 - Ensamble 0 - Spring predictions (24h) Hub: SP15","visionary-sweep-1 - Ensamble 0 - Spring predictions (24h) Hub: SP15__MIN","visionary-sweep-1 - Ensamble 0 - Spring predictions (24h) Hub: SP15__MAX","visionary-sweep-1 - Ensamble 1 - Spring predictions (24h) Hub: SP15","visionary-sweep-1 - Ensamble 1 - Spring predictions (24h) Hub: SP15__MIN","visionary-sweep-1 - Ensamble 1 - Spring predictions (24h) Hub: SP15__MAX","visionary-sweep-1 - Ensamble 2 - Spring predictions (24h) Hub: SP15","visionary-sweep-1 - Ensamble 2 - Spring predictions (24h) Hub: SP15__MIN","visionary-sweep-1 - Ensamble 2 - Spring predictions (24h) Hub: SP15__MAX","visionary-sweep-1 - Ensamble 3 - Spring predictions (24h) Hub: SP15","visionary-sweep-1 - Ensamble 3 - Spring predictions (24h) Hub: SP15__MIN","visionary-sweep-1 - Ensamble 3 - Spring predictions (24h) Hub: SP15__MAX","visionary-sweep-1 - Ensamble 4 - Spring predictions (24h) Hub: SP15","visionary-sweep-1 - Ensamble 4 - Spring predictions (24h) Hub: SP15__MIN","visionary-sweep-1 - Ensamble 4 - Spring predictions (24h) Hub: SP15__MAX","visionary-sweep-1 - Ensamble 0 - Spring targets (24h) Hub: SP15","visionary-sweep-1 - Ensamble 0 - Spring targets (24h) Hub: SP15__MIN","visionary-sweep-1 - Ensamble 0 - Spring targets (24h) Hub: SP15__MAX"
"84","12.2255220413208","12.2255220413208","12.2255220413208","13.772740364074707","13.772740364074707","13.772740364074707","15.041901588439941","15.041901588439941","15.041901588439941","12.8768949508667","12.8768949508667","12.8768949508667","12.395772933959961","12.395772933959961","12.395772933959961","15.319999694824219","15.319999694824219","15.319999694824219"
"85","13.129464149475098","13.129464149475098","13.129464149475098","14.8822603225708","14.8822603225708","14.8822603225708","16.047626495361328","16.047626495361328","16.047626495361328","14.197564125061035","14.197564125061035","14.197564125061035","13.264442443847656","13.264442443847656","13.264442443847656","16.1299991607666","16.1299991607666","16.1299991607666"
"86","12.509358406066895","12.509358406066895","12.509358406066895","15.719584465026855","15.719584465026855","15.719584465026855","17.22882843017578","17.22882843017578","17.22882843017578","12.856162071228027","12.856162071228027","12.856162071228027","13.849166870117188","13.849166870117188","13.849166870117188","15.720000267028809","15.720000267028809","15.720000267028809"
"87","9.648006439208984","9.648006439208984","9.648006439208984","14.402924537658691","14.402924537658691","14.402924537658691","14.038805961608887","14.038805961608887","14.038805961608887","6.598072052001953","6.598072052001953","6.598072052001953","11.686718940734863","11.686718940734863","11.686718940734863","18.280000686645508","18.280000686645508","18.280000686645508"
"88","6.908572673797607","6.908572673797607","6.908572673797607","10.96694278717041","10.96694278717041","10.96694278717041","10.583381652832031","10.583381652832031","10.583381652832031","3.4111568927764893","3.4111568927764893","3.4111568927764893","8.20759105682373","8.20759105682373","8.20759105682373","12.260000228881836","12.260000228881836","12.260000228881836"
"89","5.277241230010986","5.277241230010986","5.277241230010986","7.95841121673584","7.95841121673584","7.95841121673584","8.177129745483398","8.177129745483398","8.177129745483398","2.0327718257904053","2.0327718257904053","2.0327718257904053","5.742966651916504","5.742966651916504","5.742966651916504","8.989999771118164","8.989999771118164","8.989999771118164"
"90","4.560830116271973","4.560830116271973","4.560830116271973","6.464219093322754","6.464219093322754","6.464219093322754","7.099063873291016","7.099063873291016","7.099063873291016","1.2851471900939941","1.2851471900939941","1.2851471900939941","4.324673175811768","4.324673175811768","4.324673175811768","2.5299999713897705","2.5299999713897705","2.5299999713897705"
"91","4.785817623138428","4.785817623138428","4.785817623138428","5.931697368621826","5.931697368621826","5.931697368621826","5.693235874176025","5.693235874176025","5.693235874176025","0.7012532949447632","0.7012532949447632","0.7012532949447632","3.3469717502593994","3.3469717502593994","3.3469717502593994","0.3199999928474426","0.3199999928474426","0.3199999928474426"
"92","4.9616379737854","4.9616379737854","4.9616379737854","5.555434226989746","5.555434226989746","5.555434226989746","5.325547218322754","5.325547218322754","5.325547218322754","0.7266831398010254","0.7266831398010254","0.7266831398010254","2.9051828384399414","2.9051828384399414","2.9051828384399414","0.20000000298023224","0.20000000298023224","0.20000000298023224"
"93","5.529478549957275","5.529478549957275","5.529478549957275","5.872419357299805","5.872419357299805","5.872419357299805","6.1911516189575195","6.1911516189575195","6.1911516189575195","1.4073011875152588","1.4073011875152588","1.4073011875152588","3.1600964069366455","3.1600964069366455","3.1600964069366455","0.14000000059604645","0.14000000059604645","0.14000000059604645"
"94","6.215129375457764","6.215129375457764","6.215129375457764","6.451694488525391","6.451694488525391","6.451694488525391","7.594417572021484","7.594417572021484","7.594417572021484","2.810262680053711","2.810262680053711","2.810262680053711","3.868367910385132","3.868367910385132","3.868367910385132","1.2899999618530273","1.2899999618530273","1.2899999618530273"
"95","7.735731601715088","7.735731601715088","7.735731601715088","7.799149990081787","7.799149990081787","7.799149990081787","9.108991622924805","9.108991622924805","9.108991622924805","4.746129035949707","4.746129035949707","4.746129035949707","5.315699577331543","5.315699577331543","5.315699577331543","5.909999847412109","5.909999847412109","5.909999847412109"
"96","10.345149040222168","10.345149040222168","10.345149040222168","12.24683666229248","12.24683666229248","12.24683666229248","10.387088775634766","10.387088775634766","10.387088775634766","10.044809341430664","10.044809341430664","10.044809341430664","8.914944648742676","8.914944648742676","8.914944648742676","5.269999980926514","5.269999980926514","5.269999980926514"
"97","14.119211196899414","14.119211196899414","14.119211196899414","17.812522888183594","17.812522888183594","17.812522888183594","16.678918838500977","16.678918838500977","16.678918838500977","16.30430793762207","16.30430793762207","16.30430793762207","14.95753002166748","14.95753002166748","14.95753002166748","14.890000343322754","14.890000343322754","14.890000343322754"
"98","20.81678009033203","20.81678009033203","20.81678009033203","22.924095153808594","22.924095153808594","22.924095153808594","23.660531997680664","23.660531997680664","23.660531997680664","23.869943618774414","23.869943618774414","23.869943618774414","21.91778564453125","21.91778564453125","21.91778564453125","21.510000228881836","21.510000228881836","21.510000228881836"
"99","25.08818244934082","25.08818244934082","25.08818244934082","25.12261199951172","25.12261199951172","25.12261199951172","23.5217342376709","23.5217342376709","23.5217342376709","25.806148529052734","25.806148529052734","25.806148529052734","23.731700897216797","23.731700897216797","23.731700897216797","25.239999771118164","25.239999771118164","25.239999771118164"
"100","24.533222198486328","24.533222198486328","24.533222198486328","23.160846710205078","23.160846710205078","23.160846710205078","21.578733444213867","21.578733444213867","21.578733444213867","23.940725326538086","23.940725326538086","23.940725326538086","21.38225555419922","21.38225555419922","21.38225555419922","31.350000381469727","31.350000381469727","31.350000381469727"
"101","21.396451950073242","21.396451950073242","21.396451950073242","21.137210845947266","21.137210845947266","21.137210845947266","20.51973533630371","20.51973533630371","20.51973533630371","22.310041427612305","22.310041427612305","22.310041427612305","19.338796615600586","19.338796615600586","19.338796615600586","20.139999389648438","20.139999389648438","20.139999389648438"
"102","20.213083267211914","20.213083267211914","20.213083267211914","20.067922592163086","20.067922592163086","20.067922592163086","19.069883346557617","19.069883346557617","19.069883346557617","20.25463104248047","20.25463104248047","20.25463104248047","18.28546905517578","18.28546905517578","18.28546905517578","20.149999618530273","20.149999618530273","20.149999618530273"
"103","18.764020919799805","18.764020919799805","18.764020919799805","18.58088493347168","18.58088493347168","18.58088493347168","17.946517944335938","17.946517944335938","17.946517944335938","17.91801643371582","17.91801643371582","17.91801643371582","16.873485565185547","16.873485565185547","16.873485565185547","18.479999542236328","18.479999542236328","18.479999542236328"
"104","17.928678512573242","17.928678512573242","17.928678512573242","18.17675018310547","18.17675018310547","18.17675018310547","18.634929656982422","18.634929656982422","18.634929656982422","19.310073852539062","19.310073852539062","19.310073852539062","17.33334732055664","17.33334732055664","17.33334732055664","15.890000343322754","15.890000343322754","15.890000343322754"
"105","16.2359619140625","16.2359619140625","16.2359619140625","16.011507034301758","16.011507034301758","16.011507034301758","16.159936904907227","16.159936904907227","16.159936904907227","15.441431999206543","15.441431999206543","15.441431999206543","15.288249969482422","15.288249969482422","15.288249969482422","14.90999984741211","14.90999984741211","14.90999984741211"
"106","15.825776100158691","15.825776100158691","15.825776100158691","15.388042449951172","15.388042449951172","15.388042449951172","14.363909721374512","14.363909721374512","14.363909721374512","15.003026008605957","15.003026008605957","15.003026008605957","14.999143600463867","14.999143600463867","14.999143600463867","14.15999984741211","14.15999984741211","14.15999984741211"
"107","16.17990493774414","16.17990493774414","16.17990493774414","15.744303703308105","15.744303703308105","15.744303703308105","14.132664680480957","14.132664680480957","14.132664680480957","15.380805969238281","15.380805969238281","15.380805969238281","15.434773445129395","15.434773445129395","15.434773445129395","14.6899995803833","14.6899995803833","14.6899995803833"
"108","17.304798126220703","17.304798126220703","17.304798126220703","16.41914176940918","16.41914176940918","16.41914176940918","14.570781707763672","14.570781707763672","14.570781707763672","16.2322998046875","16.2322998046875","16.2322998046875","16.37493133544922","16.37493133544922","16.37493133544922","14.899999618530273","14.899999618530273","14.899999618530273"
"109","18.133821487426758","18.133821487426758","18.133821487426758","17.20005226135254","17.20005226135254","17.20005226135254","16.089122772216797","16.089122772216797","16.089122772216797","17.650598526000977","17.650598526000977","17.650598526000977","16.04454803466797","16.04454803466797","16.04454803466797","16.3799991607666","16.3799991607666","16.3799991607666"
"110","17.019418716430664","17.019418716430664","17.019418716430664","16.897747039794922","16.897747039794922","16.897747039794922","18.115446090698242","18.115446090698242","18.115446090698242","18.034849166870117","18.034849166870117","18.034849166870117","14.7986421585083","14.7986421585083","14.7986421585083","17.860000610351562","17.860000610351562","17.860000610351562"
"111","12.807668685913086","12.807668685913086","12.807668685913086","14.449970245361328","14.449970245361328","14.449970245361328","11.911442756652832","11.911442756652832","11.911442756652832","13.52982234954834","13.52982234954834","13.52982234954834","12.910932540893555","12.910932540893555","12.910932540893555","13.920000076293945","13.920000076293945","13.920000076293945"
"112","9.268031120300293","9.268031120300293","9.268031120300293","10.706395149230957","10.706395149230957","10.706395149230957","6.04772424697876","6.04772424697876","6.04772424697876","8.238687515258789","8.238687515258789","8.238687515258789","11.689376831054688","11.689376831054688","11.689376831054688","6.840000152587891","6.840000152587891","6.840000152587891"
"113","8.601963996887207","8.601963996887207","8.601963996887207","7.374558448791504","7.374558448791504","7.374558448791504","5.802562713623047","5.802562713623047","5.802562713623047","7.072171211242676","7.072171211242676","7.072171211242676","8.766700744628906","8.766700744628906","8.766700744628906","2.259999990463257","2.259999990463257","2.259999990463257"
"114","6.980012893676758","6.980012893676758","6.980012893676758","6.461650848388672","6.461650848388672","6.461650848388672","4.553796291351318","4.553796291351318","4.553796291351318","5.747607707977295","5.747607707977295","5.747607707977295","7.9379777908325195","7.9379777908325195","7.9379777908325195","6.769999980926514","6.769999980926514","6.769999980926514"
"115","7.077389717102051","7.077389717102051","7.077389717102051","5.8797926902771","5.8797926902771","5.8797926902771","5.200482368469238","5.200482368469238","5.200482368469238","6.981916427612305","6.981916427612305","6.981916427612305","7.988638401031494","7.988638401031494","7.988638401031494","9.260000228881836","9.260000228881836","9.260000228881836"
"116","7.2795000076293945","7.2795000076293945","7.2795000076293945","6.554563999176025","6.554563999176025","6.554563999176025","5.825133323669434","5.825133323669434","5.825133323669434","7.97566032409668","7.97566032409668","7.97566032409668","8.646550178527832","8.646550178527832","8.646550178527832","10.65999984741211","10.65999984741211","10.65999984741211"
"117","8.553176879882812","8.553176879882812","8.553176879882812","7.38962459564209","7.38962459564209","7.38962459564209","7.179233551025391","7.179233551025391","7.179233551025391","8.550006866455078","8.550006866455078","8.550006866455078","9.090950965881348","9.090950965881348","9.090950965881348","9.979999542236328","9.979999542236328","9.979999542236328"
"118","9.930466651916504","9.930466651916504","9.930466651916504","8.604015350341797","8.604015350341797","8.604015350341797","8.739187240600586","8.739187240600586","8.739187240600586","10.171661376953125","10.171661376953125","10.171661376953125","9.715091705322266","9.715091705322266","9.715091705322266","11.770000457763672","11.770000457763672","11.770000457763672"
"119","12.202300071716309","12.202300071716309","12.202300071716309","10.964299201965332","10.964299201965332","10.964299201965332","10.864004135131836","10.864004135131836","10.864004135131836","12.806615829467773","12.806615829467773","12.806615829467773","11.358827590942383","11.358827590942383","11.358827590942383","13.770000457763672","13.770000457763672","13.770000457763672"
"120","12.024503707885742","12.024503707885742","12.024503707885742","15.027464866638184","15.027464866638184","15.027464866638184","13.148422241210938","13.148422241210938","13.148422241210938","10.431023597717285","10.431023597717285","10.431023597717285","13.810918807983398","13.810918807983398","13.810918807983398","9.420000076293945","9.420000076293945","9.420000076293945"
"121","15.870333671569824","15.870333671569824","15.870333671569824","21.673824310302734","21.673824310302734","21.673824310302734","18.242902755737305","18.242902755737305","18.242902755737305","20.40019989013672","20.40019989013672","20.40019989013672","19.332019805908203","19.332019805908203","19.332019805908203","12.319999694824219","12.319999694824219","12.319999694824219"
"122","21.03444480895996","21.03444480895996","21.03444480895996","26.866878509521484","26.866878509521484","26.866878509521484","24.924327850341797","24.924327850341797","24.924327850341797","27.88431167602539","27.88431167602539","27.88431167602539","23.83411979675293","23.83411979675293","23.83411979675293","36.08000183105469","36.08000183105469","36.08000183105469"
"123","21.72221565246582","21.72221565246582","21.72221565246582","25.839160919189453","25.839160919189453","25.839160919189453","25.207275390625","25.207275390625","25.207275390625","26.06401252746582","26.06401252746582","26.06401252746582","23.71804428100586","23.71804428100586","23.71804428100586","23.260000228881836","23.260000228881836","23.260000228881836"
"124","20.22409439086914","20.22409439086914","20.22409439086914","22.67720603942871","22.67720603942871","22.67720603942871","23.358848571777344","23.358848571777344","23.358848571777344","23.80115509033203","23.80115509033203","23.80115509033203","21.68262481689453","21.68262481689453","21.68262481689453","21.510000228881836","21.510000228881836","21.510000228881836"
"125","19.223194122314453","19.223194122314453","19.223194122314453","20.587779998779297","20.587779998779297","20.587779998779297","21.24075698852539","21.24075698852539","21.24075698852539","21.477476119995117","21.477476119995117","21.477476119995117","19.83138656616211","19.83138656616211","19.83138656616211","22.709999084472656","22.709999084472656","22.709999084472656"
"126","18.256393432617188","18.256393432617188","18.256393432617188","19.223388671875","19.223388671875","19.223388671875","18.87430191040039","18.87430191040039","18.87430191040039","19.053302764892578","19.053302764892578","19.053302764892578","18.531953811645508","18.531953811645508","18.531953811645508","22.18000030517578","22.18000030517578","22.18000030517578"
"127","17.999881744384766","17.999881744384766","17.999881744384766","18.788740158081055","18.788740158081055","18.788740158081055","18.505931854248047","18.505931854248047","18.505931854248047","18.235095977783203","18.235095977783203","18.235095977783203","18.56719207763672","18.56719207763672","18.56719207763672","18.360000610351562","18.360000610351562","18.360000610351562"
"128","18.1636905670166","18.1636905670166","18.1636905670166","18.858795166015625","18.858795166015625","18.858795166015625","17.706470489501953","17.706470489501953","17.706470489501953","17.204627990722656","17.204627990722656","17.204627990722656","17.533227920532227","17.533227920532227","17.533227920532227","17.139999389648438","17.139999389648438","17.139999389648438"
"129","17.324810028076172","17.324810028076172","17.324810028076172","17.024675369262695","17.024675369262695","17.024675369262695","15.403327941894531","15.403327941894531","15.403327941894531","15.03385066986084","15.03385066986084","15.03385066986084","15.643176078796387","15.643176078796387","15.643176078796387","15.270000457763672","15.270000457763672","15.270000457763672"
"130","15.451539039611816","15.451539039611816","15.451539039611816","15.585570335388184","15.585570335388184","15.585570335388184","14.089670181274414","14.089670181274414","14.089670181274414","14.625466346740723","14.625466346740723","14.625466346740723","14.392061233520508","14.392061233520508","14.392061233520508","14.479999542236328","14.479999542236328","14.479999542236328"
"131","14.086389541625977","14.086389541625977","14.086389541625977","14.705617904663086","14.705617904663086","14.705617904663086","13.59876823425293","13.59876823425293","13.59876823425293","14.30567741394043","14.30567741394043","14.30567741394043","14.025005340576172","14.025005340576172","14.025005340576172","14.079999923706055","14.079999923706055","14.079999923706055"
"132","14.18613338470459","14.18613338470459","14.18613338470459","14.505633354187012","14.505633354187012","14.505633354187012","13.94792366027832","13.94792366027832","13.94792366027832","14.57414722442627","14.57414722442627","14.57414722442627","14.908029556274414","14.908029556274414","14.908029556274414","15.100000381469727","15.100000381469727","15.100000381469727"
"133","14.829334259033203","14.829334259033203","14.829334259033203","16.469934463500977","16.469934463500977","16.469934463500977","13.65755558013916","13.65755558013916","13.65755558013916","15.037578582763672","15.037578582763672","15.037578582763672","15.007970809936523","15.007970809936523","15.007970809936523","18.040000915527344","18.040000915527344","18.040000915527344"
"134","14.398999214172363","14.398999214172363","14.398999214172363","16.172151565551758","16.172151565551758","16.172151565551758","15.63175106048584","15.63175106048584","15.63175106048584","16.905044555664062","16.905044555664062","16.905044555664062","15.507384300231934","15.507384300231934","15.507384300231934","17.479999542236328","17.479999542236328","17.479999542236328"
"135","15.0859956741333","15.0859956741333","15.0859956741333","16.09015464782715","16.09015464782715","16.09015464782715","15.934911727905273","15.934911727905273","15.934911727905273","16.33047866821289","16.33047866821289","16.33047866821289","14.823918342590332","14.823918342590332","14.823918342590332","13.319999694824219","13.319999694824219","13.319999694824219"
"136","12.682580947875977","12.682580947875977","12.682580947875977","12.44943618774414","12.44943618774414","12.44943618774414","12.430713653564453","12.430713653564453","12.430713653564453","10.116020202636719","10.116020202636719","10.116020202636719","10.205574989318848","10.205574989318848","10.205574989318848","5.019999980926514","5.019999980926514","5.019999980926514"
"137","9.107085227966309","9.107085227966309","9.107085227966309","7.945468425750732","7.945468425750732","7.945468425750732","10.001733779907227","10.001733779907227","10.001733779907227","4.874180316925049","4.874180316925049","4.874180316925049","6.989694595336914","6.989694595336914","6.989694595336914","0.49000000953674316","0.49000000953674316","0.49000000953674316"
"138","7.4051513671875","7.4051513671875","7.4051513671875","5.992660045623779","5.992660045623779","5.992660045623779","8.950477600097656","8.950477600097656","8.950477600097656","2.907473564147949","2.907473564147949","2.907473564147949","5.694689750671387","5.694689750671387","5.694689750671387","-0.47999998927116394","-0.47999998927116394","-0.47999998927116394"
"139","6.965557098388672","6.965557098388672","6.965557098388672","5.658764362335205","5.658764362335205","5.658764362335205","9.078702926635742","9.078702926635742","9.078702926635742","2.994502067565918","2.994502067565918","2.994502067565918","5.352659225463867","5.352659225463867","5.352659225463867","-0.28999999165534973","-0.28999999165534973","-0.28999999165534973"
"140","7.373200416564941","7.373200416564941","7.373200416564941","6.6742634773254395","6.6742634773254395","6.6742634773254395","9.58025074005127","9.58025074005127","9.58025074005127","4.139596462249756","4.139596462249756","4.139596462249756","6.208171844482422","6.208171844482422","6.208171844482422","-0.10999999940395355","-0.10999999940395355","-0.10999999940395355"
"141","8.3009614944458","8.3009614944458","8.3009614944458","8.71560001373291","8.71560001373291","8.71560001373291","10.557905197143555","10.557905197143555","10.557905197143555","5.814821720123291","5.814821720123291","5.814821720123291","7.999199867248535","7.999199867248535","7.999199867248535","0.1599999964237213","0.1599999964237213","0.1599999964237213"
"142","10.653299331665039","10.653299331665039","10.653299331665039","11.999417304992676","11.999417304992676","11.999417304992676","12.639120101928711","12.639120101928711","12.639120101928711","8.500523567199707","8.500523567199707","8.500523567199707","11.302474975585938","11.302474975585938","11.302474975585938","1.9800000190734863","1.9800000190734863","1.9800000190734863"
"143","13.051946640014648","13.051946640014648","13.051946640014648","16.552265167236328","16.552265167236328","16.552265167236328","15.585901260375977","15.585901260375977","15.585901260375977","14.254422187805176","14.254422187805176","14.254422187805176","16.049747467041016","16.049747467041016","16.049747467041016","8.15999984741211","8.15999984741211","8.15999984741211"
"144","16.25258445739746","16.25258445739746","16.25258445739746","20.650144577026367","20.650144577026367","20.650144577026367","23.488941192626953","23.488941192626953","23.488941192626953","21.31572723388672","21.31572723388672","21.31572723388672","24.833873748779297","24.833873748779297","24.833873748779297","9.520000457763672","9.520000457763672","9.520000457763672"
"145","22.32440185546875","22.32440185546875","22.32440185546875","26.21335220336914","26.21335220336914","26.21335220336914","26.54983901977539","26.54983901977539","26.54983901977539","29.04391860961914","29.04391860961914","29.04391860961914","26.244277954101562","26.244277954101562","26.244277954101562","15.470000267028809","15.470000267028809","15.470000267028809"
"146","24.050777435302734","24.050777435302734","24.050777435302734","23.810565948486328","23.810565948486328","23.810565948486328","24.326679229736328","24.326679229736328","24.326679229736328","26.75309944152832","26.75309944152832","26.75309944152832","23.282970428466797","23.282970428466797","23.282970428466797","21.600000381469727","21.600000381469727","21.600000381469727"
"147","23.454212188720703","23.454212188720703","23.454212188720703","22.166898727416992","22.166898727416992","22.166898727416992","22.793384552001953","22.793384552001953","22.793384552001953","23.43079376220703","23.43079376220703","23.43079376220703","22.11252212524414","22.11252212524414","22.11252212524414","29.010000228881836","29.010000228881836","29.010000228881836"
"148","21.46290397644043","21.46290397644043","21.46290397644043","21.307043075561523","21.307043075561523","21.307043075561523","20.883602142333984","20.883602142333984","20.883602142333984","22.070655822753906","22.070655822753906","22.070655822753906","21.044654846191406","21.044654846191406","21.044654846191406","29.540000915527344","29.540000915527344","29.540000915527344"
"149","20.883840560913086","20.883840560913086","20.883840560913086","20.793508529663086","20.793508529663086","20.793508529663086","19.5449161529541","19.5449161529541","19.5449161529541","21.185482025146484","21.185482025146484","21.185482025146484","19.478517532348633","19.478517532348633","19.478517532348633","26.139999389648438","26.139999389648438","26.139999389648438"
"150","20.0765323638916","20.0765323638916","20.0765323638916","19.573867797851562","19.573867797851562","19.573867797851562","16.759702682495117","16.759702682495117","16.759702682495117","18.939773559570312","18.939773559570312","18.939773559570312","17.76616096496582","17.76616096496582","17.76616096496582","20.389999389648438","20.389999389648438","20.389999389648438"
"151","19.350500106811523","19.350500106811523","19.350500106811523","18.86210823059082","18.86210823059082","18.86210823059082","16.839078903198242","16.839078903198242","16.839078903198242","18.43427085876465","18.43427085876465","18.43427085876465","18.012516021728516","18.012516021728516","18.012516021728516","17.459999084472656","17.459999084472656","17.459999084472656"
"152","19.532018661499023","19.532018661499023","19.532018661499023","17.68541145324707","17.68541145324707","17.68541145324707","16.698348999023438","16.698348999023438","16.698348999023438","18.78598976135254","18.78598976135254","18.78598976135254","17.431852340698242","17.431852340698242","17.431852340698242","20.8799991607666","20.8799991607666","20.8799991607666"
"153","16.64958381652832","16.64958381652832","16.64958381652832","16.07624053955078","16.07624053955078","16.07624053955078","14.904035568237305","14.904035568237305","14.904035568237305","17.556814193725586","17.556814193725586","17.556814193725586","16.143863677978516","16.143863677978516","16.143863677978516","19.469999313354492","19.469999313354492","19.469999313354492"
"154","15.237077713012695","15.237077713012695","15.237077713012695","15.499321937561035","15.499321937561035","15.499321937561035","14.514098167419434","14.514098167419434","14.514098167419434","15.824172973632812","15.824172973632812","15.824172973632812","15.089533805847168","15.089533805847168","15.089533805847168","19.040000915527344","19.040000915527344","19.040000915527344"
"155","16.024864196777344","16.024864196777344","16.024864196777344","16.541025161743164","16.541025161743164","16.541025161743164","15.10414981842041","15.10414981842041","15.10414981842041","16.849916458129883","16.849916458129883","16.849916458129883","14.648316383361816","14.648316383361816","14.648316383361816","17.809999465942383","17.809999465942383","17.809999465942383"
"156","17.522157669067383","17.522157669067383","17.522157669067383","18.042945861816406","18.042945861816406","18.042945861816406","16.9881591796875","16.9881591796875","16.9881591796875","17.866853713989258","17.866853713989258","17.866853713989258","14.76111125946045","14.76111125946045","14.76111125946045","15.960000038146973","15.960000038146973","15.960000038146973"
"157","20.13581085205078","20.13581085205078","20.13581085205078","19.647428512573242","19.647428512573242","19.647428512573242","19.90741729736328","19.90741729736328","19.90741729736328","20.209985733032227","20.209985733032227","20.209985733032227","15.007089614868164","15.007089614868164","15.007089614868164","16.149999618530273","16.149999618530273","16.149999618530273"
"158","20.58339500427246","20.58339500427246","20.58339500427246","21.492074966430664","21.492074966430664","21.492074966430664","21.497629165649414","21.497629165649414","21.497629165649414","22.686153411865234","22.686153411865234","22.686153411865234","14.265083312988281","14.265083312988281","14.265083312988281","17.25","17.25","17.25"
"159","15.670431137084961","15.670431137084961","15.670431137084961","19.11751937866211","19.11751937866211","19.11751937866211","17.503246307373047","17.503246307373047","17.503246307373047","17.089262008666992","17.089262008666992","17.089262008666992","13.151982307434082","13.151982307434082","13.151982307434082","12.180000305175781","12.180000305175781","12.180000305175781"
"160","10.158492088317871","10.158492088317871","10.158492088317871","14.013710975646973","14.013710975646973","14.013710975646973","11.264184951782227","11.264184951782227","11.264184951782227","11.267386436462402","11.267386436462402","11.267386436462402","9.72678279876709","9.72678279876709","9.72678279876709","13.819999694824219","13.819999694824219","13.819999694824219"
"161","5.996180534362793","5.996180534362793","5.996180534362793","9.154764175415039","9.154764175415039","9.154764175415039","8.765362739562988","8.765362739562988","8.765362739562988","6.0022292137146","6.0022292137146","6.0022292137146","7.811583042144775","7.811583042144775","7.811583042144775","11.670000076293945","11.670000076293945","11.670000076293945"
"162","6.645179271697998","6.645179271697998","6.645179271697998","8.122225761413574","8.122225761413574","8.122225761413574","9.267659187316895","9.267659187316895","9.267659187316895","7.3427886962890625","7.3427886962890625","7.3427886962890625","7.854840278625488","7.854840278625488","7.854840278625488","8.329999923706055","8.329999923706055","8.329999923706055"
"163","7.5737481117248535","7.5737481117248535","7.5737481117248535","7.9610276222229","7.9610276222229","7.9610276222229","7.934659481048584","7.934659481048584","7.934659481048584","8.858479499816895","8.858479499816895","8.858479499816895","7.575495719909668","7.575495719909668","7.575495719909668","8.5600004196167","8.5600004196167","8.5600004196167"
"164","7.8639140129089355","7.8639140129089355","7.8639140129089355","8.324862480163574","8.324862480163574","8.324862480163574","8.381758689880371","8.381758689880371","8.381758689880371","9.842246055603027","9.842246055603027","9.842246055603027","7.870450019836426","7.870450019836426","7.870450019836426","9.460000038146973","9.460000038146973","9.460000038146973"
"165","8.802850723266602","8.802850723266602","8.802850723266602","9.223084449768066","9.223084449768066","9.223084449768066","9.534881591796875","9.534881591796875","9.534881591796875","10.623282432556152","10.623282432556152","10.623282432556152","8.513508796691895","8.513508796691895","8.513508796691895","9.699999809265137","9.699999809265137","9.699999809265137"
"166","10.302321434020996","10.302321434020996","10.302321434020996","10.031746864318848","10.031746864318848","10.031746864318848","11.431990623474121","11.431990623474121","11.431990623474121","11.400123596191406","11.400123596191406","11.400123596191406","9.727730751037598","9.727730751037598","9.727730751037598","10.869999885559082","10.869999885559082","10.869999885559082"
"167","11.085455894470215","11.085455894470215","11.085455894470215","10.718835830688477","10.718835830688477","10.718835830688477","13.449384689331055","13.449384689331055","13.449384689331055","11.457210540771484","11.457210540771484","11.457210540771484","10.441168785095215","10.441168785095215","10.441168785095215","14.5","14.5","14.5"
