"Step","visionary-sweep-1 - Ensamble 0 - Spring predictions (24h) Hub: SP15","visionary-sweep-1 - Ensamble 0 - Spring predictions (24h) Hub: SP15__MIN","visionary-sweep-1 - Ensamble 0 - Spring predictions (24h) Hub: SP15__MAX","visionary-sweep-1 - Ensamble 1 - Spring predictions (24h) Hub: SP15","visionary-sweep-1 - Ensamble 1 - Spring predictions (24h) Hub: SP15__MIN","visionary-sweep-1 - Ensamble 1 - Spring predictions (24h) Hub: SP15__MAX","visionary-sweep-1 - Ensamble 2 - Spring predictions (24h) Hub: SP15","visionary-sweep-1 - Ensamble 2 - Spring predictions (24h) Hub: SP15__MIN","visionary-sweep-1 - Ensamble 2 - Spring predictions (24h) Hub: SP15__MAX","visionary-sweep-1 - Ensamble 3 - Spring predictions (24h) Hub: SP15","visionary-sweep-1 - Ensamble 3 - Spring predictions (24h) Hub: SP15__MIN","visionary-sweep-1 - Ensamble 3 - Spring predictions (24h) Hub: SP15__MAX","visionary-sweep-1 - Ensamble 4 - Spring predictions (24h) Hub: SP15","visionary-sweep-1 - Ensamble 4 - Spring predictions (24h) Hub: SP15__MIN","visionary-sweep-1 - Ensamble 4 - Spring predictions (24h) Hub: SP15__MAX","visionary-sweep-1 - Ensamble 0 - Spring targets (24h) Hub: SP15","visionary-sweep-1 - Ensamble 0 - Spring targets (24h) Hub: SP15__MIN","visionary-sweep-1 - Ensamble 0 - Spring targets (24h) Hub: SP15__MAX"
"12","19.387374877929688","19.387374877929688","19.387374877929688","16.15152931213379","16.15152931213379","16.15152931213379","16.51025390625","16.51025390625","16.51025390625","15.343485832214355","15.343485832214355","15.343485832214355","18.49944496154785","18.49944496154785","18.49944496154785","16.770000457763672","16.770000457763672","16.770000457763672"
"13","20.90530776977539","20.90530776977539","20.90530776977539","17.4003849029541","17.4003849029541","17.4003849029541","18.112689971923828","18.112689971923828","18.112689971923828","16.34419059753418","16.34419059753418","16.34419059753418","19.273605346679688","19.273605346679688","19.273605346679688","18.889999389648438","18.889999389648438","18.889999389648438"
"14","21.154781341552734","21.154781341552734","21.154781341552734","16.85910415649414","16.85910415649414","16.85910415649414","18.09748649597168","18.09748649597168","18.09748649597168","17.289148330688477","17.289148330688477","17.289148330688477","17.881444931030273","17.881444931030273","17.881444931030273","24.399999618530273","24.399999618530273","24.399999618530273"
"15","16.805599212646484","16.805599212646484","16.805599212646484","13.799773216247559","13.799773216247559","13.799773216247559","15.924487113952637","15.924487113952637","15.924487113952637","14.739812850952148","14.739812850952148","14.739812850952148","15.196621894836426","15.196621894836426","15.196621894836426","18.299999237060547","18.299999237060547","18.299999237060547"
"16","12.521223068237305","12.521223068237305","12.521223068237305","10.930825233459473","10.930825233459473","10.930825233459473","13.519017219543457","13.519017219543457","13.519017219543457","11.50621223449707","11.50621223449707","11.50621223449707","12.689903259277344","12.689903259277344","12.689903259277344","5.050000190734863","5.050000190734863","5.050000190734863"
"17","11.167673110961914","11.167673110961914","11.167673110961914","10.378265380859375","10.378265380859375","10.378265380859375","11.764717102050781","11.764717102050781","11.764717102050781","9.698365211486816","9.698365211486816","9.698365211486816","10.909856796264648","10.909856796264648","10.909856796264648","0.7699999809265137","0.7699999809265137","0.7699999809265137"
"18","11.044332504272461","11.044332504272461","11.044332504272461","10.126424789428711","10.126424789428711","10.126424789428711","10.352991104125977","10.352991104125977","10.352991104125977","9.5393648147583","9.5393648147583","9.5393648147583","9.885138511657715","9.885138511657715","9.885138511657715","-0.5400000214576721","-0.5400000214576721","-0.5400000214576721"
"19","9.433579444885254","9.433579444885254","9.433579444885254","8.10344123840332","8.10344123840332","8.10344123840332","8.377147674560547","8.377147674560547","8.377147674560547","8.035491943359375","8.035491943359375","8.035491943359375","7.987964630126953","7.987964630126953","7.987964630126953","-0.4699999988079071","-0.4699999988079071","-0.4699999988079071"
"20","8.685039520263672","8.685039520263672","8.685039520263672","7.844756603240967","7.844756603240967","7.844756603240967","7.594181537628174","7.594181537628174","7.594181537628174","6.933907508850098","6.933907508850098","6.933907508850098","7.214835166931152","7.214835166931152","7.214835166931152","0.5400000214576721","0.5400000214576721","0.5400000214576721"
"21","8.819609642028809","8.819609642028809","8.819609642028809","7.9134602546691895","7.9134602546691895","7.9134602546691895","7.22459602355957","7.22459602355957","7.22459602355957","7.050963401794434","7.050963401794434","7.050963401794434","7.209023475646973","7.209023475646973","7.209023475646973","1.3200000524520874","1.3200000524520874","1.3200000524520874"
"22","9.58100700378418","9.58100700378418","9.58100700378418","8.278984069824219","8.278984069824219","8.278984069824219","6.971908092498779","6.971908092498779","6.971908092498779","7.970163345336914","7.970163345336914","7.970163345336914","7.9546799659729","7.9546799659729","7.9546799659729","6.900000095367432","6.900000095367432","6.900000095367432"
"23","10.528829574584961","10.528829574584961","10.528829574584961","10.034228324890137","10.034228324890137","10.034228324890137","7.3254828453063965","7.3254828453063965","7.3254828453063965","8.765941619873047","8.765941619873047","8.765941619873047","8.970638275146484","8.970638275146484","8.970638275146484","4.96999979019165","4.96999979019165","4.96999979019165"
"24","12.546881675720215","12.546881675720215","12.546881675720215","12.59676456451416","12.59676456451416","12.59676456451416","9.827905654907227","9.827905654907227","9.827905654907227","11.344650268554688","11.344650268554688","11.344650268554688","11.324213981628418","11.324213981628418","11.324213981628418","11.319999694824219","11.319999694824219","11.319999694824219"
"25","17.984439849853516","17.984439849853516","17.984439849853516","17.239316940307617","17.239316940307617","17.239316940307617","13.924516677856445","13.924516677856445","13.924516677856445","15.091426849365234","15.091426849365234","15.091426849365234","15.33674144744873","15.33674144744873","15.33674144744873","17.639999389648438","17.639999389648438","17.639999389648438"
"26","24.534685134887695","24.534685134887695","24.534685134887695","22.850061416625977","22.850061416625977","22.850061416625977","19.88086700439453","19.88086700439453","19.88086700439453","20.247514724731445","20.247514724731445","20.247514724731445","21.242834091186523","21.242834091186523","21.242834091186523","23.90999984741211","23.90999984741211","23.90999984741211"
"27","26.60521697998047","26.60521697998047","26.60521697998047","24.251012802124023","24.251012802124023","24.251012802124023","23.761974334716797","23.761974334716797","23.761974334716797","23.95424461364746","23.95424461364746","23.95424461364746","25.125782012939453","25.125782012939453","25.125782012939453","37.630001068115234","37.630001068115234","37.630001068115234"
"28","22.109159469604492","22.109159469604492","22.109159469604492","21.901470184326172","21.901470184326172","21.901470184326172","22.989715576171875","22.989715576171875","22.989715576171875","23.00687599182129","23.00687599182129","23.00687599182129","22.857282638549805","22.857282638549805","22.857282638549805","25.450000762939453","25.450000762939453","25.450000762939453"
"29","19.6495361328125","19.6495361328125","19.6495361328125","19.222824096679688","19.222824096679688","19.222824096679688","20.737228393554688","20.737228393554688","20.737228393554688","21.163801193237305","21.163801193237305","21.163801193237305","20.5684871673584","20.5684871673584","20.5684871673584","23.329999923706055","23.329999923706055","23.329999923706055"
"30","16.89034080505371","16.89034080505371","16.89034080505371","16.224578857421875","16.224578857421875","16.224578857421875","18.26102066040039","18.26102066040039","18.26102066040039","19.828950881958008","19.828950881958008","19.828950881958008","18.504613876342773","18.504613876342773","18.504613876342773","21.770000457763672","21.770000457763672","21.770000457763672"
"31","15.121874809265137","15.121874809265137","15.121874809265137","14.780593872070312","14.780593872070312","14.780593872070312","17.680866241455078","17.680866241455078","17.680866241455078","17.65021514892578","17.65021514892578","17.65021514892578","17.274477005004883","17.274477005004883","17.274477005004883","18.360000610351562","18.360000610351562","18.360000610351562"
"32","15.160640716552734","15.160640716552734","15.160640716552734","14.820034980773926","14.820034980773926","14.820034980773926","14.564544677734375","14.564544677734375","14.564544677734375","15.075394630432129","15.075394630432129","15.075394630432129","14.417920112609863","14.417920112609863","14.417920112609863","18.6200008392334","18.6200008392334","18.6200008392334"
"33","14.455559730529785","14.455559730529785","14.455559730529785","13.000988006591797","13.000988006591797","13.000988006591797","13.270276069641113","13.270276069641113","13.270276069641113","13.429330825805664","13.429330825805664","13.429330825805664","13.269431114196777","13.269431114196777","13.269431114196777","16.1200008392334","16.1200008392334","16.1200008392334"
"34","13.671867370605469","13.671867370605469","13.671867370605469","13.365819931030273","13.365819931030273","13.365819931030273","12.8719482421875","12.8719482421875","12.8719482421875","13.036563873291016","13.036563873291016","13.036563873291016","13.07209300994873","13.07209300994873","13.07209300994873","15.479999542236328","15.479999542236328","15.479999542236328"
"35","14.02139663696289","14.02139663696289","14.02139663696289","14.367546081542969","14.367546081542969","14.367546081542969","13.462121963500977","13.462121963500977","13.462121963500977","13.381404876708984","13.381404876708984","13.381404876708984","12.926694869995117","12.926694869995117","12.926694869995117","14.800000190734863","14.800000190734863","14.800000190734863"
"36","14.224905014038086","14.224905014038086","14.224905014038086","14.776445388793945","14.776445388793945","14.776445388793945","14.129449844360352","14.129449844360352","14.129449844360352","12.774041175842285","12.774041175842285","12.774041175842285","13.548643112182617","13.548643112182617","13.548643112182617","16.520000457763672","16.520000457763672","16.520000457763672"
"37","15.247302055358887","15.247302055358887","15.247302055358887","17.013566970825195","17.013566970825195","17.013566970825195","15.585565567016602","15.585565567016602","15.585565567016602","13.035980224609375","13.035980224609375","13.035980224609375","15.259957313537598","15.259957313537598","15.259957313537598","17.270000457763672","17.270000457763672","17.270000457763672"
"38","17.24346923828125","17.24346923828125","17.24346923828125","19.720134735107422","19.720134735107422","19.720134735107422","16.49129867553711","16.49129867553711","16.49129867553711","14.385159492492676","14.385159492492676","14.385159492492676","17.583524703979492","17.583524703979492","17.583524703979492","18.809999465942383","18.809999465942383","18.809999465942383"
"39","16.399080276489258","16.399080276489258","16.399080276489258","18.05763053894043","18.05763053894043","18.05763053894043","15.577925682067871","15.577925682067871","15.577925682067871","15.324966430664062","15.324966430664062","15.324966430664062","15.257792472839355","15.257792472839355","15.257792472839355","11.079999923706055","11.079999923706055","11.079999923706055"
"40","13.026880264282227","13.026880264282227","13.026880264282227","14.044207572937012","14.044207572937012","14.044207572937012","11.944387435913086","11.944387435913086","11.944387435913086","11.610816955566406","11.610816955566406","11.610816955566406","11.269452095031738","11.269452095031738","11.269452095031738","4.260000228881836","4.260000228881836","4.260000228881836"
"41","9.7880220413208","9.7880220413208","9.7880220413208","10.70901107788086","10.70901107788086","10.70901107788086","8.977803230285645","8.977803230285645","8.977803230285645","8.760348320007324","8.760348320007324","8.760348320007324","8.682591438293457","8.682591438293457","8.682591438293457","4.239999771118164","4.239999771118164","4.239999771118164"
"42","7.16977071762085","7.16977071762085","7.16977071762085","9.104427337646484","9.104427337646484","9.104427337646484","6.096012115478516","6.096012115478516","6.096012115478516","7.183594226837158","7.183594226837158","7.183594226837158","6.628411293029785","6.628411293029785","6.628411293029785","4.710000038146973","4.710000038146973","4.710000038146973"
"43","5.412633419036865","5.412633419036865","5.412633419036865","7.921525478363037","7.921525478363037","7.921525478363037","3.8037450313568115","3.8037450313568115","3.8037450313568115","6.037850856781006","6.037850856781006","6.037850856781006","5.561166763305664","5.561166763305664","5.561166763305664","3.950000047683716","3.950000047683716","3.950000047683716"
"44","4.418463230133057","4.418463230133057","4.418463230133057","7.458017826080322","7.458017826080322","7.458017826080322","1.8551733493804932","1.8551733493804932","1.8551733493804932","5.49562406539917","5.49562406539917","5.49562406539917","4.868748664855957","4.868748664855957","4.868748664855957","4.320000171661377","4.320000171661377","4.320000171661377"
"45","4.038311958312988","4.038311958312988","4.038311958312988","7.072180271148682","7.072180271148682","7.072180271148682","1.230507254600525","1.230507254600525","1.230507254600525","5.206281661987305","5.206281661987305","5.206281661987305","4.81592321395874","4.81592321395874","4.81592321395874","4.139999866485596","4.139999866485596","4.139999866485596"
"46","5.5068840980529785","5.5068840980529785","5.5068840980529785","7.16203498840332","7.16203498840332","7.16203498840332","1.8691346645355225","1.8691346645355225","1.8691346645355225","5.385334491729736","5.385334491729736","5.385334491729736","5.273906707763672","5.273906707763672","5.273906707763672","8.3100004196167","8.3100004196167","8.3100004196167"
"47","9.480681419372559","9.480681419372559","9.480681419372559","8.83504581451416","8.83504581451416","8.83504581451416","3.8967974185943604","3.8967974185943604","3.8967974185943604","6.846268177032471","6.846268177032471","6.846268177032471","6.642498016357422","6.642498016357422","6.642498016357422","8.9399995803833","8.9399995803833","8.9399995803833"
"48","9.722533226013184","9.722533226013184","9.722533226013184","9.250700950622559","9.250700950622559","9.250700950622559","7.8933024406433105","7.8933024406433105","7.8933024406433105","9.969264030456543","9.969264030456543","9.969264030456543","11.211543083190918","11.211543083190918","11.211543083190918","13.890000343322754","13.890000343322754","13.890000343322754"
"49","16.120885848999023","16.120885848999023","16.120885848999023","13.799777030944824","13.799777030944824","13.799777030944824","15.231218338012695","15.231218338012695","15.231218338012695","18.708791732788086","18.708791732788086","18.708791732788086","18.323150634765625","18.323150634765625","18.323150634765625","16.940000534057617","16.940000534057617","16.940000534057617"
"50","25.416391372680664","25.416391372680664","25.416391372680664","20.033069610595703","20.033069610595703","20.033069610595703","22.907608032226562","22.907608032226562","22.907608032226562","26.274574279785156","26.274574279785156","26.274574279785156","26.387365341186523","26.387365341186523","26.387365341186523","20.149999618530273","20.149999618530273","20.149999618530273"
"51","29.692283630371094","29.692283630371094","29.692283630371094","26.906431198120117","26.906431198120117","26.906431198120117","27.132537841796875","27.132537841796875","27.132537841796875","29.06521987915039","29.06521987915039","29.06521987915039","30.363296508789062","30.363296508789062","30.363296508789062","28.780000686645508","28.780000686645508","28.780000686645508"
"52","25.72685432434082","25.72685432434082","25.72685432434082","29.46561050415039","29.46561050415039","29.46561050415039","26.790346145629883","26.790346145629883","26.790346145629883","25.723472595214844","25.723472595214844","25.723472595214844","27.116111755371094","27.116111755371094","27.116111755371094","28.360000610351562","28.360000610351562","28.360000610351562"
"53","21.20570945739746","21.20570945739746","21.20570945739746","27.979963302612305","27.979963302612305","27.979963302612305","23.06560707092285","23.06560707092285","23.06560707092285","23.093090057373047","23.093090057373047","23.093090057373047","22.125097274780273","22.125097274780273","22.125097274780273","23.6299991607666","23.6299991607666","23.6299991607666"
"54","19.173358917236328","19.173358917236328","19.173358917236328","24.86007308959961","24.86007308959961","24.86007308959961","21.094877243041992","21.094877243041992","21.094877243041992","21.41358184814453","21.41358184814453","21.41358184814453","18.973434448242188","18.973434448242188","18.973434448242188","19.709999084472656","19.709999084472656","19.709999084472656"
"55","17.4117488861084","17.4117488861084","17.4117488861084","22.464496612548828","22.464496612548828","22.464496612548828","18.715097427368164","18.715097427368164","18.715097427368164","19.6226863861084","19.6226863861084","19.6226863861084","15.754792213439941","15.754792213439941","15.754792213439941","17.190000534057617","17.190000534057617","17.190000534057617"
"56","14.309941291809082","14.309941291809082","14.309941291809082","17.041683197021484","17.041683197021484","17.041683197021484","15.715608596801758","15.715608596801758","15.715608596801758","16.95819091796875","16.95819091796875","16.95819091796875","15.398530006408691","15.398530006408691","15.398530006408691","16.829999923706055","16.829999923706055","16.829999923706055"
"57","13.772603988647461","13.772603988647461","13.772603988647461","15.688037872314453","15.688037872314453","15.688037872314453","14.989919662475586","14.989919662475586","14.989919662475586","16.97372817993164","16.97372817993164","16.97372817993164","14.361833572387695","14.361833572387695","14.361833572387695","15.430000305175781","15.430000305175781","15.430000305175781"
"58","13.962284088134766","13.962284088134766","13.962284088134766","15.035782814025879","15.035782814025879","15.035782814025879","15.353477478027344","15.353477478027344","15.353477478027344","17.652114868164062","17.652114868164062","17.652114868164062","14.474163055419922","14.474163055419922","14.474163055419922","14.180000305175781","14.180000305175781","14.180000305175781"
"59","15.314488410949707","15.314488410949707","15.314488410949707","15.439559936523438","15.439559936523438","15.439559936523438","15.649389266967773","15.649389266967773","15.649389266967773","19.16427993774414","19.16427993774414","19.16427993774414","15.773716926574707","15.773716926574707","15.773716926574707","14.289999961853027","14.289999961853027","14.289999961853027"
"60","17.401174545288086","17.401174545288086","17.401174545288086","17.354705810546875","17.354705810546875","17.354705810546875","18.253175735473633","18.253175735473633","18.253175735473633","22.874618530273438","22.874618530273438","22.874618530273438","18.267314910888672","18.267314910888672","18.267314910888672","14.760000228881836","14.760000228881836","14.760000228881836"
"61","20.502073287963867","20.502073287963867","20.502073287963867","18.464252471923828","18.464252471923828","18.464252471923828","21.606096267700195","21.606096267700195","21.606096267700195","24.69943618774414","24.69943618774414","24.69943618774414","21.20576286315918","21.20576286315918","21.20576286315918","14.84000015258789","14.84000015258789","14.84000015258789"
"62","20.68540382385254","20.68540382385254","20.68540382385254","18.192604064941406","18.192604064941406","18.192604064941406","19.131059646606445","19.131059646606445","19.131059646606445","20.37787628173828","20.37787628173828","20.37787628173828","18.754575729370117","18.754575729370117","18.754575729370117","17.559999465942383","17.559999465942383","17.559999465942383"
"63","15.598716735839844","15.598716735839844","15.598716735839844","14.525067329406738","14.525067329406738","14.525067329406738","13.660543441772461","13.660543441772461","13.660543441772461","15.01248550415039","15.01248550415039","15.01248550415039","12.422381401062012","12.422381401062012","12.422381401062012","15.109999656677246","15.109999656677246","15.109999656677246"
"64","12.632596969604492","12.632596969604492","12.632596969604492","10.79841423034668","10.79841423034668","10.79841423034668","10.15701961517334","10.15701961517334","10.15701961517334","12.167201042175293","12.167201042175293","12.167201042175293","8.971610069274902","8.971610069274902","8.971610069274902","9.319999694824219","9.319999694824219","9.319999694824219"
"65","10.779491424560547","10.779491424560547","10.779491424560547","8.3451509475708","8.3451509475708","8.3451509475708","9.983192443847656","9.983192443847656","9.983192443847656","10.61539363861084","10.61539363861084","10.61539363861084","7.524690628051758","7.524690628051758","7.524690628051758","3.799999952316284","3.799999952316284","3.799999952316284"
"66","9.446232795715332","9.446232795715332","9.446232795715332","6.084439277648926","6.084439277648926","6.084439277648926","8.28172779083252","8.28172779083252","8.28172779083252","9.668850898742676","9.668850898742676","9.668850898742676","6.248956680297852","6.248956680297852","6.248956680297852","3.1500000953674316","3.1500000953674316","3.1500000953674316"
"67","8.132013320922852","8.132013320922852","8.132013320922852","4.89691162109375","4.89691162109375","4.89691162109375","6.531805515289307","6.531805515289307","6.531805515289307","7.875845909118652","7.875845909118652","7.875845909118652","5.3871564865112305","5.3871564865112305","5.3871564865112305","6.610000133514404","6.610000133514404","6.610000133514404"
"68","7.427292823791504","7.427292823791504","7.427292823791504","3.8448455333709717","3.8448455333709717","3.8448455333709717","5.716773986816406","5.716773986816406","5.716773986816406","7.098477840423584","7.098477840423584","7.098477840423584","5.398386001586914","5.398386001586914","5.398386001586914","9.3100004196167","9.3100004196167","9.3100004196167"
"69","7.095548152923584","7.095548152923584","7.095548152923584","3.6784417629241943","3.6784417629241943","3.6784417629241943","5.620987415313721","5.620987415313721","5.620987415313721","6.804024696350098","6.804024696350098","6.804024696350098","5.697614669799805","5.697614669799805","5.697614669799805","9.079999923706055","9.079999923706055","9.079999923706055"
"70","7.587886810302734","7.587886810302734","7.587886810302734","4.3819146156311035","4.3819146156311035","4.3819146156311035","5.8603515625","5.8603515625","5.8603515625","7.316622734069824","7.316622734069824","7.316622734069824","6.131280899047852","6.131280899047852","6.131280899047852","13.430000305175781","13.430000305175781","13.430000305175781"
"71","8.58987045288086","8.58987045288086","8.58987045288086","6.340065002441406","6.340065002441406","6.340065002441406","6.69550085067749","6.69550085067749","6.69550085067749","9.586369514465332","9.586369514465332","9.586369514465332","7.868049621582031","7.868049621582031","7.868049621582031","10.010000228881836","10.010000228881836","10.010000228881836"
"72","13.220375061035156","13.220375061035156","13.220375061035156","9.269165992736816","9.269165992736816","9.269165992736816","12.541510581970215","12.541510581970215","12.541510581970215","7.841973304748535","7.841973304748535","7.841973304748535","10.700713157653809","10.700713157653809","10.700713157653809","19.540000915527344","19.540000915527344","19.540000915527344"
"73","17.286012649536133","17.286012649536133","17.286012649536133","14.305915832519531","14.305915832519531","14.305915832519531","16.388643264770508","16.388643264770508","16.388643264770508","12.072120666503906","12.072120666503906","12.072120666503906","14.045013427734375","14.045013427734375","14.045013427734375","7.949999809265137","7.949999809265137","7.949999809265137"
"74","22.898006439208984","22.898006439208984","22.898006439208984","21.6125431060791","21.6125431060791","21.6125431060791","21.838380813598633","21.838380813598633","21.838380813598633","17.582788467407227","17.582788467407227","17.582788467407227","18.8935489654541","18.8935489654541","18.8935489654541","20.31999969482422","20.31999969482422","20.31999969482422"
"75","25.950510025024414","25.950510025024414","25.950510025024414","26.422595977783203","26.422595977783203","26.422595977783203","28.926481246948242","28.926481246948242","28.926481246948242","24.35865592956543","24.35865592956543","24.35865592956543","24.514509201049805","24.514509201049805","24.514509201049805","20.8799991607666","20.8799991607666","20.8799991607666"
"76","23.695064544677734","23.695064544677734","23.695064544677734","24.738162994384766","24.738162994384766","24.738162994384766","30.068445205688477","30.068445205688477","30.068445205688477","24.974607467651367","24.974607467651367","24.974607467651367","25.894834518432617","25.894834518432617","25.894834518432617","22.15999984741211","22.15999984741211","22.15999984741211"
"77","19.626495361328125","19.626495361328125","19.626495361328125","20.791088104248047","20.791088104248047","20.791088104248047","25.58340835571289","25.58340835571289","25.58340835571289","21.411832809448242","21.411832809448242","21.411832809448242","22.032642364501953","22.032642364501953","22.032642364501953","19.06999969482422","19.06999969482422","19.06999969482422"
"78","17.07815170288086","17.07815170288086","17.07815170288086","17.418458938598633","17.418458938598633","17.418458938598633","21.138988494873047","21.138988494873047","21.138988494873047","19.35772705078125","19.35772705078125","19.35772705078125","19.177640914916992","19.177640914916992","19.177640914916992","19.360000610351562","19.360000610351562","19.360000610351562"
"79","14.75134563446045","14.75134563446045","14.75134563446045","15.065396308898926","15.065396308898926","15.065396308898926","18.432376861572266","18.432376861572266","18.432376861572266","17.185083389282227","17.185083389282227","17.185083389282227","17.39853286743164","17.39853286743164","17.39853286743164","16.600000381469727","16.600000381469727","16.600000381469727"
"80","13.256969451904297","13.256969451904297","13.256969451904297","13.816479682922363","13.816479682922363","13.816479682922363","15.418384552001953","15.418384552001953","15.418384552001953","14.779606819152832","14.779606819152832","14.779606819152832","15.314772605895996","15.314772605895996","15.314772605895996","15.100000381469727","15.100000381469727","15.100000381469727"
"81","12.265698432922363","12.265698432922363","12.265698432922363","13.409822463989258","13.409822463989258","13.409822463989258","14.262798309326172","14.262798309326172","14.262798309326172","13.850140571594238","13.850140571594238","13.850140571594238","13.598926544189453","13.598926544189453","13.598926544189453","14.539999961853027","14.539999961853027","14.539999961853027"
"82","11.366752624511719","11.366752624511719","11.366752624511719","13.420089721679688","13.420089721679688","13.420089721679688","14.129820823669434","14.129820823669434","14.129820823669434","13.040249824523926","13.040249824523926","13.040249824523926","12.159059524536133","12.159059524536133","12.159059524536133","13.869999885559082","13.869999885559082","13.869999885559082"
"83","11.330625534057617","11.330625534057617","11.330625534057617","13.20655632019043","13.20655632019043","13.20655632019043","14.468400955200195","14.468400955200195","14.468400955200195","12.434090614318848","12.434090614318848","12.434090614318848","11.968523025512695","11.968523025512695","11.968523025512695","13.949999809265137","13.949999809265137","13.949999809265137"
