"Step","visionary-sweep-1 - Ensamble 0 - Winter predictions (24h) Hub: ZP26","visionary-sweep-1 - Ensamble 0 - Winter predictions (24h) Hub: ZP26__MIN","visionary-sweep-1 - Ensamble 0 - Winter predictions (24h) Hub: ZP26__MAX","visionary-sweep-1 - Ensamble 1 - Winter predictions (24h) Hub: ZP26","visionary-sweep-1 - Ensamble 1 - Winter predictions (24h) Hub: ZP26__MIN","visionary-sweep-1 - Ensamble 1 - Winter predictions (24h) Hub: ZP26__MAX","visionary-sweep-1 - Ensamble 2 - Winter predictions (24h) Hub: ZP26","visionary-sweep-1 - Ensamble 2 - Winter predictions (24h) Hub: ZP26__MIN","visionary-sweep-1 - Ensamble 2 - Winter predictions (24h) Hub: ZP26__MAX","visionary-sweep-1 - Ensamble 3 - Winter predictions (24h) Hub: ZP26","visionary-sweep-1 - Ensamble 3 - Winter predictions (24h) Hub: ZP26__MIN","visionary-sweep-1 - Ensamble 3 - Winter predictions (24h) Hub: ZP26__MAX","visionary-sweep-1 - Ensamble 4 - Winter predictions (24h) Hub: ZP26","visionary-sweep-1 - Ensamble 4 - Winter predictions (24h) Hub: ZP26__MIN","visionary-sweep-1 - Ensamble 4 - Winter predictions (24h) Hub: ZP26__MAX","visionary-sweep-1 - Ensamble 0 - Winter targets (24h) Hub: ZP26","visionary-sweep-1 - Ensamble 0 - Winter targets (24h) Hub: ZP26__MIN","visionary-sweep-1 - Ensamble 0 - Winter targets (24h) Hub: ZP26__MAX"
"84","15.410173416137695","15.410173416137695","15.410173416137695","16.270172119140625","16.270172119140625","16.270172119140625","17.461572647094727","17.461572647094727","17.461572647094727","18.337265014648438","18.337265014648438","18.337265014648438","19.920452117919922","19.920452117919922","19.920452117919922","16.010000228881836","16.010000228881836","16.010000228881836"
"85","17.90406608581543","17.90406608581543","17.90406608581543","17.60997772216797","17.60997772216797","17.60997772216797","21.215471267700195","21.215471267700195","21.215471267700195","22.758455276489258","22.758455276489258","22.758455276489258","25.453195571899414","25.453195571899414","25.453195571899414","17.020000457763672","17.020000457763672","17.020000457763672"
"86","20.880151748657227","20.880151748657227","20.880151748657227","21.334346771240234","21.334346771240234","21.334346771240234","28.316150665283203","28.316150665283203","28.316150665283203","24.526031494140625","24.526031494140625","24.526031494140625","27.1901798248291","27.1901798248291","27.1901798248291","24.559999465942383","24.559999465942383","24.559999465942383"
"87","19.280105590820312","19.280105590820312","19.280105590820312","20.6671085357666","20.6671085357666","20.6671085357666","24.07269859313965","24.07269859313965","24.07269859313965","21.05666160583496","21.05666160583496","21.05666160583496","20.015270233154297","20.015270233154297","20.015270233154297","19.40999984741211","19.40999984741211","19.40999984741211"
"88","15.876253128051758","15.876253128051758","15.876253128051758","17.312955856323242","17.312955856323242","17.312955856323242","17.861169815063477","17.861169815063477","17.861169815063477","15.714138984680176","15.714138984680176","15.714138984680176","15.475201606750488","15.475201606750488","15.475201606750488","16.329999923706055","16.329999923706055","16.329999923706055"
"89","13.872159957885742","13.872159957885742","13.872159957885742","13.753752708435059","13.753752708435059","13.753752708435059","14.587523460388184","14.587523460388184","14.587523460388184","13.022951126098633","13.022951126098633","13.022951126098633","14.0799560546875","14.0799560546875","14.0799560546875","15.550000190734863","15.550000190734863","15.550000190734863"
"90","12.404487609863281","12.404487609863281","12.404487609863281","12.862605094909668","12.862605094909668","12.862605094909668","13.741373062133789","13.741373062133789","13.741373062133789","11.77519702911377","11.77519702911377","11.77519702911377","13.976766586303711","13.976766586303711","13.976766586303711","14.619999885559082","14.619999885559082","14.619999885559082"
"91","11.299400329589844","11.299400329589844","11.299400329589844","11.942773818969727","11.942773818969727","11.942773818969727","12.863895416259766","12.863895416259766","12.863895416259766","10.753129959106445","10.753129959106445","10.753129959106445","12.856361389160156","12.856361389160156","12.856361389160156","14.789999961853027","14.789999961853027","14.789999961853027"
"92","10.768481254577637","10.768481254577637","10.768481254577637","11.365981101989746","11.365981101989746","11.365981101989746","11.857272148132324","11.857272148132324","11.857272148132324","10.126627922058105","10.126627922058105","10.126627922058105","11.668413162231445","11.668413162231445","11.668413162231445","13.239999771118164","13.239999771118164","13.239999771118164"
"93","11.65317440032959","11.65317440032959","11.65317440032959","11.507973670959473","11.507973670959473","11.507973670959473","11.493928909301758","11.493928909301758","11.493928909301758","10.190671920776367","10.190671920776367","10.190671920776367","11.805757522583008","11.805757522583008","11.805757522583008","12.449999809265137","12.449999809265137","12.449999809265137"
"94","14.274489402770996","14.274489402770996","14.274489402770996","12.513751983642578","12.513751983642578","12.513751983642578","12.705521583557129","12.705521583557129","12.705521583557129","11.382981300354004","11.382981300354004","11.382981300354004","12.731827735900879","12.731827735900879","12.731827735900879","11.75","11.75","11.75"
"95","17.861190795898438","17.861190795898438","17.861190795898438","15.057877540588379","15.057877540588379","15.057877540588379","14.843297004699707","14.843297004699707","14.843297004699707","13.000225067138672","13.000225067138672","13.000225067138672","14.54483413696289","14.54483413696289","14.54483413696289","13.529999732971191","13.529999732971191","13.529999732971191"
"96","16.416460037231445","16.416460037231445","16.416460037231445","15.889413833618164","15.889413833618164","15.889413833618164","17.56163215637207","17.56163215637207","17.56163215637207","17.553373336791992","17.553373336791992","17.553373336791992","16.09010887145996","16.09010887145996","16.09010887145996","21.5","21.5","21.5"
"97","21.310346603393555","21.310346603393555","21.310346603393555","20.958364486694336","20.958364486694336","20.958364486694336","24.0383358001709","24.0383358001709","24.0383358001709","22.991670608520508","22.991670608520508","22.991670608520508","21.44805145263672","21.44805145263672","21.44805145263672","17.59000015258789","17.59000015258789","17.59000015258789"
"98","23.548480987548828","23.548480987548828","23.548480987548828","23.266239166259766","23.266239166259766","23.266239166259766","26.47157859802246","26.47157859802246","26.47157859802246","26.375873565673828","26.375873565673828","26.375873565673828","23.377309799194336","23.377309799194336","23.377309799194336","20.809999465942383","20.809999465942383","20.809999465942383"
"99","24.882192611694336","24.882192611694336","24.882192611694336","23.735116958618164","23.735116958618164","23.735116958618164","31.373472213745117","31.373472213745117","31.373472213745117","26.369136810302734","26.369136810302734","26.369136810302734","24.101469039916992","24.101469039916992","24.101469039916992","24.09000015258789","24.09000015258789","24.09000015258789"
"100","26.870668411254883","26.870668411254883","26.870668411254883","23.528846740722656","23.528846740722656","23.528846740722656","27.5173397064209","27.5173397064209","27.5173397064209","24.221996307373047","24.221996307373047","24.221996307373047","24.3220157623291","24.3220157623291","24.3220157623291","18.540000915527344","18.540000915527344","18.540000915527344"
"101","26.206544876098633","26.206544876098633","26.206544876098633","22.59695053100586","22.59695053100586","22.59695053100586","22.84038734436035","22.84038734436035","22.84038734436035","21.95998764038086","21.95998764038086","21.95998764038086","22.264183044433594","22.264183044433594","22.264183044433594","20.440000534057617","20.440000534057617","20.440000534057617"
"102","22.374542236328125","22.374542236328125","22.374542236328125","20.121070861816406","20.121070861816406","20.121070861816406","20.455106735229492","20.455106735229492","20.455106735229492","19.199256896972656","19.199256896972656","19.199256896972656","20.6477108001709","20.6477108001709","20.6477108001709","16.959999084472656","16.959999084472656","16.959999084472656"
"103","20.48387336730957","20.48387336730957","20.48387336730957","18.68299674987793","18.68299674987793","18.68299674987793","19.66581153869629","19.66581153869629","19.66581153869629","17.48908233642578","17.48908233642578","17.48908233642578","19.493864059448242","19.493864059448242","19.493864059448242","14.59000015258789","14.59000015258789","14.59000015258789"
"104","16.68564796447754","16.68564796447754","16.68564796447754","15.441359519958496","15.441359519958496","15.441359519958496","14.570958137512207","14.570958137512207","14.570958137512207","14.516319274902344","14.516319274902344","14.516319274902344","15.502021789550781","15.502021789550781","15.502021789550781","15.779999732971191","15.779999732971191","15.779999732971191"
"105","15.073827743530273","15.073827743530273","15.073827743530273","14.818998336791992","14.818998336791992","14.818998336791992","14.699848175048828","14.699848175048828","14.699848175048828","14.510847091674805","14.510847091674805","14.510847091674805","15.28190803527832","15.28190803527832","15.28190803527832","15.609999656677246","15.609999656677246","15.609999656677246"
"106","14.56723690032959","14.56723690032959","14.56723690032959","14.419925689697266","14.419925689697266","14.419925689697266","14.120659828186035","14.120659828186035","14.120659828186035","14.355470657348633","14.355470657348633","14.355470657348633","14.735766410827637","14.735766410827637","14.735766410827637","15.029999732971191","15.029999732971191","15.029999732971191"
"107","14.503440856933594","14.503440856933594","14.503440856933594","14.566024780273438","14.566024780273438","14.566024780273438","13.68677043914795","13.68677043914795","13.68677043914795","14.91258430480957","14.91258430480957","14.91258430480957","14.609579086303711","14.609579086303711","14.609579086303711","15.319999694824219","15.319999694824219","15.319999694824219"
"108","15.877607345581055","15.877607345581055","15.877607345581055","14.956282615661621","14.956282615661621","14.956282615661621","15.086832046508789","15.086832046508789","15.086832046508789","16.58051109313965","16.58051109313965","16.58051109313965","15.119100570678711","15.119100570678711","15.119100570678711","17.520000457763672","17.520000457763672","17.520000457763672"
"109","18.434886932373047","18.434886932373047","18.434886932373047","15.572992324829102","15.572992324829102","15.572992324829102","18.67822265625","18.67822265625","18.67822265625","20.549259185791016","20.549259185791016","20.549259185791016","16.330698013305664","16.330698013305664","16.330698013305664","20.969999313354492","20.969999313354492","20.969999313354492"
"110","23.569826126098633","23.569826126098633","23.569826126098633","20.10500717163086","20.10500717163086","20.10500717163086","30.066423416137695","30.066423416137695","30.066423416137695","30.938350677490234","30.938350677490234","30.938350677490234","21.10309410095215","21.10309410095215","21.10309410095215","21.760000228881836","21.760000228881836","21.760000228881836"
"111","29.227357864379883","29.227357864379883","29.227357864379883","21.961566925048828","21.961566925048828","21.961566925048828","26.552101135253906","26.552101135253906","26.552101135253906","27.960132598876953","27.960132598876953","27.960132598876953","22.441362380981445","22.441362380981445","22.441362380981445","24.34000015258789","24.34000015258789","24.34000015258789"
"112","23.655038833618164","23.655038833618164","23.655038833618164","18.778553009033203","18.778553009033203","18.778553009033203","17.759319305419922","17.759319305419922","17.759319305419922","20.98808479309082","20.98808479309082","20.98808479309082","24.2351131439209","24.2351131439209","24.2351131439209","13.579999923706055","13.579999923706055","13.579999923706055"
"113","15.842134475708008","15.842134475708008","15.842134475708008","14.154627799987793","14.154627799987793","14.154627799987793","14.274857521057129","14.274857521057129","14.274857521057129","14.930543899536133","14.930543899536133","14.930543899536133","16.927886962890625","16.927886962890625","16.927886962890625","14.170000076293945","14.170000076293945","14.170000076293945"
"114","13.675785064697266","13.675785064697266","13.675785064697266","13.407243728637695","13.407243728637695","13.407243728637695","13.112049102783203","13.112049102783203","13.112049102783203","14.429536819458008","14.429536819458008","14.429536819458008","14.121833801269531","14.121833801269531","14.121833801269531","13.829999923706055","13.829999923706055","13.829999923706055"
"115","13.456718444824219","13.456718444824219","13.456718444824219","13.054094314575195","13.054094314575195","13.054094314575195","13.3834810256958","13.3834810256958","13.3834810256958","13.667081832885742","13.667081832885742","13.667081832885742","13.036832809448242","13.036832809448242","13.036832809448242","12.920000076293945","12.920000076293945","12.920000076293945"
"116","12.485297203063965","12.485297203063965","12.485297203063965","11.83056354522705","11.83056354522705","11.83056354522705","12.446370124816895","12.446370124816895","12.446370124816895","12.319366455078125","12.319366455078125","12.319366455078125","12.406417846679688","12.406417846679688","12.406417846679688","11.869999885559082","11.869999885559082","11.869999885559082"
"117","12.361559867858887","12.361559867858887","12.361559867858887","12.195690155029297","12.195690155029297","12.195690155029297","12.520426750183105","12.520426750183105","12.520426750183105","12.448801040649414","12.448801040649414","12.448801040649414","12.19575309753418","12.19575309753418","12.19575309753418","8.920000076293945","8.920000076293945","8.920000076293945"
"118","12.80363655090332","12.80363655090332","12.80363655090332","13.211626052856445","13.211626052856445","13.211626052856445","14.024726867675781","14.024726867675781","14.024726867675781","13.549283981323242","13.549283981323242","13.549283981323242","13.136299133300781","13.136299133300781","13.136299133300781","8.079999923706055","8.079999923706055","8.079999923706055"
"119","13.7828950881958","13.7828950881958","13.7828950881958","15.659674644470215","15.659674644470215","15.659674644470215","16.12423324584961","16.12423324584961","16.12423324584961","15.973508834838867","15.973508834838867","15.973508834838867","14.804607391357422","14.804607391357422","14.804607391357422","10.5600004196167","10.5600004196167","10.5600004196167"
"120","17.982383728027344","17.982383728027344","17.982383728027344","20.115304946899414","20.115304946899414","20.115304946899414","18.777782440185547","18.777782440185547","18.777782440185547","18.764404296875","18.764404296875","18.764404296875","16.656787872314453","16.656787872314453","16.656787872314453","16.989999771118164","16.989999771118164","16.989999771118164"
"121","23.366647720336914","23.366647720336914","23.366647720336914","24.204416275024414","24.204416275024414","24.204416275024414","19.47339630126953","19.47339630126953","19.47339630126953","25.200597763061523","25.200597763061523","25.200597763061523","19.67963409423828","19.67963409423828","19.67963409423828","24.829999923706055","24.829999923706055","24.829999923706055"
"122","29.14556884765625","29.14556884765625","29.14556884765625","27.93304443359375","27.93304443359375","27.93304443359375","22.276512145996094","22.276512145996094","22.276512145996094","25.692930221557617","25.692930221557617","25.692930221557617","29.60049819946289","29.60049819946289","29.60049819946289","23.360000610351562","23.360000610351562","23.360000610351562"
"123","24.368972778320312","24.368972778320312","24.368972778320312","22.830232620239258","22.830232620239258","22.830232620239258","22.660852432250977","22.660852432250977","22.660852432250977","22.65121078491211","22.65121078491211","22.65121078491211","27.04733657836914","27.04733657836914","27.04733657836914","23.3799991607666","23.3799991607666","23.3799991607666"
"124","18.753131866455078","18.753131866455078","18.753131866455078","18.64491081237793","18.64491081237793","18.64491081237793","19.391414642333984","19.391414642333984","19.391414642333984","18.933841705322266","18.933841705322266","18.933841705322266","20.40045166015625","20.40045166015625","20.40045166015625","23.280000686645508","23.280000686645508","23.280000686645508"
"125","16.595766067504883","16.595766067504883","16.595766067504883","17.187179565429688","17.187179565429688","17.187179565429688","18.14437484741211","18.14437484741211","18.14437484741211","16.70195770263672","16.70195770263672","16.70195770263672","17.146188735961914","17.146188735961914","17.146188735961914","23.1299991607666","23.1299991607666","23.1299991607666"
"126","15.57375431060791","15.57375431060791","15.57375431060791","14.272093772888184","14.272093772888184","14.272093772888184","16.38543128967285","16.38543128967285","16.38543128967285","15.792741775512695","15.792741775512695","15.792741775512695","15.25634765625","15.25634765625","15.25634765625","20.799999237060547","20.799999237060547","20.799999237060547"
"127","14.997754096984863","14.997754096984863","14.997754096984863","13.69392204284668","13.69392204284668","13.69392204284668","14.775557518005371","14.775557518005371","14.775557518005371","15.31596851348877","15.31596851348877","15.31596851348877","13.427206039428711","13.427206039428711","13.427206039428711","15.180000305175781","15.180000305175781","15.180000305175781"
"128","14.641725540161133","14.641725540161133","14.641725540161133","13.098990440368652","13.098990440368652","13.098990440368652","14.147494316101074","14.147494316101074","14.147494316101074","14.275232315063477","14.275232315063477","14.275232315063477","13.630854606628418","13.630854606628418","13.630854606628418","13.420000076293945","13.420000076293945","13.420000076293945"
"129","13.698769569396973","13.698769569396973","13.698769569396973","13.603161811828613","13.603161811828613","13.603161811828613","13.146110534667969","13.146110534667969","13.146110534667969","13.480424880981445","13.480424880981445","13.480424880981445","14.353316307067871","14.353316307067871","14.353316307067871","14.279999732971191","14.279999732971191","14.279999732971191"
"130","13.655835151672363","13.655835151672363","13.655835151672363","13.365924835205078","13.365924835205078","13.365924835205078","13.193532943725586","13.193532943725586","13.193532943725586","13.385379791259766","13.385379791259766","13.385379791259766","13.971386909484863","13.971386909484863","13.971386909484863","14.720000267028809","14.720000267028809","14.720000267028809"
"131","13.748551368713379","13.748551368713379","13.748551368713379","13.951887130737305","13.951887130737305","13.951887130737305","13.52812385559082","13.52812385559082","13.52812385559082","13.018125534057617","13.018125534057617","13.018125534057617","14.101744651794434","14.101744651794434","14.101744651794434","15.039999961853027","15.039999961853027","15.039999961853027"
"132","14.014568328857422","14.014568328857422","14.014568328857422","14.559758186340332","14.559758186340332","14.559758186340332","14.574045181274414","14.574045181274414","14.574045181274414","13.129581451416016","13.129581451416016","13.129581451416016","15.051703453063965","15.051703453063965","15.051703453063965","14.0600004196167","14.0600004196167","14.0600004196167"
"133","14.810378074645996","14.810378074645996","14.810378074645996","16.876028060913086","16.876028060913086","16.876028060913086","16.539716720581055","16.539716720581055","16.539716720581055","13.899385452270508","13.899385452270508","13.899385452270508","17.46664810180664","17.46664810180664","17.46664810180664","13.970000267028809","13.970000267028809","13.970000267028809"
"134","18.62593650817871","18.62593650817871","18.62593650817871","21.65228843688965","21.65228843688965","21.65228843688965","18.948320388793945","18.948320388793945","18.948320388793945","15.28662109375","15.28662109375","15.28662109375","23.256610870361328","23.256610870361328","23.256610870361328","19.979999542236328","19.979999542236328","19.979999542236328"
"135","19.020124435424805","19.020124435424805","19.020124435424805","18.51744842529297","18.51744842529297","18.51744842529297","19.30933952331543","19.30933952331543","19.30933952331543","19.706886291503906","19.706886291503906","19.706886291503906","22.00394058227539","22.00394058227539","22.00394058227539","18.68000030517578","18.68000030517578","18.68000030517578"
"136","16.390899658203125","16.390899658203125","16.390899658203125","13.389460563659668","13.389460563659668","13.389460563659668","14.758151054382324","14.758151054382324","14.758151054382324","26.087615966796875","26.087615966796875","26.087615966796875","19.065349578857422","19.065349578857422","19.065349578857422","13.819999694824219","13.819999694824219","13.819999694824219"
"137","13.493911743164062","13.493911743164062","13.493911743164062","11.07769775390625","11.07769775390625","11.07769775390625","13.74427604675293","13.74427604675293","13.74427604675293","17.097686767578125","17.097686767578125","17.097686767578125","14.409344673156738","14.409344673156738","14.409344673156738","13.100000381469727","13.100000381469727","13.100000381469727"
"138","12.704174995422363","12.704174995422363","12.704174995422363","10.579832077026367","10.579832077026367","10.579832077026367","13.192138671875","13.192138671875","13.192138671875","13.014716148376465","13.014716148376465","13.014716148376465","13.815648078918457","13.815648078918457","13.815648078918457","11.899999618530273","11.899999618530273","11.899999618530273"
"139","12.003122329711914","12.003122329711914","12.003122329711914","10.955290794372559","10.955290794372559","10.955290794372559","12.46320915222168","12.46320915222168","12.46320915222168","12.004899024963379","12.004899024963379","12.004899024963379","13.27829360961914","13.27829360961914","13.27829360961914","11.270000457763672","11.270000457763672","11.270000457763672"
"140","12.609607696533203","12.609607696533203","12.609607696533203","11.135756492614746","11.135756492614746","11.135756492614746","11.765917778015137","11.765917778015137","11.765917778015137","10.882678031921387","10.882678031921387","10.882678031921387","12.728450775146484","12.728450775146484","12.728450775146484","10","10","10"
"141","12.807567596435547","12.807567596435547","12.807567596435547","11.286349296569824","11.286349296569824","11.286349296569824","11.796953201293945","11.796953201293945","11.796953201293945","11.142257690429688","11.142257690429688","11.142257690429688","12.672049522399902","12.672049522399902","12.672049522399902","9.430000305175781","9.430000305175781","9.430000305175781"
"142","14.317873001098633","14.317873001098633","14.317873001098633","13.48953628540039","13.48953628540039","13.48953628540039","12.573490142822266","12.573490142822266","12.573490142822266","12.46718978881836","12.46718978881836","12.46718978881836","13.282402992248535","13.282402992248535","13.282402992248535","9.550000190734863","9.550000190734863","9.550000190734863"
"143","17.99542999267578","17.99542999267578","17.99542999267578","17.718889236450195","17.718889236450195","17.718889236450195","15.58387565612793","15.58387565612793","15.58387565612793","17.00581169128418","17.00581169128418","17.00581169128418","15.537060737609863","15.537060737609863","15.537060737609863","15.199999809265137","15.199999809265137","15.199999809265137"
"144","20.478858947753906","20.478858947753906","20.478858947753906","22.384288787841797","22.384288787841797","22.384288787841797","18.487285614013672","18.487285614013672","18.487285614013672","18.24342155456543","18.24342155456543","18.24342155456543","16.80512809753418","16.80512809753418","16.80512809753418","23.389999389648438","23.389999389648438","23.389999389648438"
"145","34.024417877197266","34.024417877197266","34.024417877197266","26.472976684570312","26.472976684570312","26.472976684570312","27.92169189453125","27.92169189453125","27.92169189453125","27.936079025268555","27.936079025268555","27.936079025268555","27.138917922973633","27.138917922973633","27.138917922973633","29.3799991607666","29.3799991607666","29.3799991607666"
"146","26.750995635986328","26.750995635986328","26.750995635986328","24.288375854492188","24.288375854492188","24.288375854492188","28.313907623291016","28.313907623291016","28.313907623291016","28.368864059448242","28.368864059448242","28.368864059448242","27.028980255126953","27.028980255126953","27.028980255126953","27.940000534057617","27.940000534057617","27.940000534057617"
"147","24.78682518005371","24.78682518005371","24.78682518005371","23.32914161682129","23.32914161682129","23.32914161682129","26.59503936767578","26.59503936767578","26.59503936767578","23.662015914916992","23.662015914916992","23.662015914916992","25.158950805664062","25.158950805664062","25.158950805664062","26.540000915527344","26.540000915527344","26.540000915527344"
"148","21.241735458374023","21.241735458374023","21.241735458374023","20.776142120361328","20.776142120361328","20.776142120361328","23.280380249023438","23.280380249023438","23.280380249023438","21.472631454467773","21.472631454467773","21.472631454467773","22.972734451293945","22.972734451293945","22.972734451293945","22.489999771118164","22.489999771118164","22.489999771118164"
"149","18.972740173339844","18.972740173339844","18.972740173339844","17.67953109741211","17.67953109741211","17.67953109741211","20.56462860107422","20.56462860107422","20.56462860107422","18.18941307067871","18.18941307067871","18.18941307067871","19.752670288085938","19.752670288085938","19.752670288085938","20.020000457763672","20.020000457763672","20.020000457763672"
"150","16.543569564819336","16.543569564819336","16.543569564819336","15.554949760437012","15.554949760437012","15.554949760437012","17.06753158569336","17.06753158569336","17.06753158569336","15.26193904876709","15.26193904876709","15.26193904876709","15.37926197052002","15.37926197052002","15.37926197052002","18.540000915527344","18.540000915527344","18.540000915527344"
"151","15.322277069091797","15.322277069091797","15.322277069091797","14.764996528625488","14.764996528625488","14.764996528625488","15.617903709411621","15.617903709411621","15.617903709411621","14.22659683227539","14.22659683227539","14.22659683227539","12.84505558013916","12.84505558013916","12.84505558013916","15.449999809265137","15.449999809265137","15.449999809265137"
"152","14.93061637878418","14.93061637878418","14.93061637878418","14.732627868652344","14.732627868652344","14.732627868652344","14.943951606750488","14.943951606750488","14.943951606750488","14.282928466796875","14.282928466796875","14.282928466796875","12.042743682861328","12.042743682861328","12.042743682861328","14.930000305175781","14.930000305175781","14.930000305175781"
"153","13.850581169128418","13.850581169128418","13.850581169128418","14.519251823425293","14.519251823425293","14.519251823425293","14.242234230041504","14.242234230041504","14.242234230041504","15.11069107055664","15.11069107055664","15.11069107055664","12.070052146911621","12.070052146911621","12.070052146911621","16.260000228881836","16.260000228881836","16.260000228881836"
"154","14.71074390411377","14.71074390411377","14.71074390411377","14.942310333251953","14.942310333251953","14.942310333251953","14.393163681030273","14.393163681030273","14.393163681030273","15.042838096618652","15.042838096618652","15.042838096618652","12.12699031829834","12.12699031829834","12.12699031829834","17.219999313354492","17.219999313354492","17.219999313354492"
"155","15.667333602905273","15.667333602905273","15.667333602905273","15.403220176696777","15.403220176696777","15.403220176696777","15.270119667053223","15.270119667053223","15.270119667053223","14.962837219238281","14.962837219238281","14.962837219238281","12.739278793334961","12.739278793334961","12.739278793334961","16.329999923706055","16.329999923706055","16.329999923706055"
"156","16.790904998779297","16.790904998779297","16.790904998779297","16.34364128112793","16.34364128112793","16.34364128112793","16.668174743652344","16.668174743652344","16.668174743652344","16.187442779541016","16.187442779541016","16.187442779541016","14.318260192871094","14.318260192871094","14.318260192871094","17.079999923706055","17.079999923706055","17.079999923706055"
"157","17.79245376586914","17.79245376586914","17.79245376586914","18.036558151245117","18.036558151245117","18.036558151245117","18.515552520751953","18.515552520751953","18.515552520751953","19.06081199645996","19.06081199645996","19.06081199645996","17.374547958374023","17.374547958374023","17.374547958374023","19.469999313354492","19.469999313354492","19.469999313354492"
"158","19.78323745727539","19.78323745727539","19.78323745727539","18.696659088134766","18.696659088134766","18.696659088134766","22.339488983154297","22.339488983154297","22.339488983154297","22.61482048034668","22.61482048034668","22.61482048034668","22.367856979370117","22.367856979370117","22.367856979370117","21.010000228881836","21.010000228881836","21.010000228881836"
"159","20.665266036987305","20.665266036987305","20.665266036987305","17.78144073486328","17.78144073486328","17.78144073486328","24.626399993896484","24.626399993896484","24.626399993896484","22.239625930786133","22.239625930786133","22.239625930786133","22.245351791381836","22.245351791381836","22.245351791381836","17.59000015258789","17.59000015258789","17.59000015258789"
"160","16.362682342529297","16.362682342529297","16.362682342529297","15.065739631652832","15.065739631652832","15.065739631652832","21.19412612915039","21.19412612915039","21.19412612915039","16.026355743408203","16.026355743408203","16.026355743408203","18.304811477661133","18.304811477661133","18.304811477661133","11.609999656677246","11.609999656677246","11.609999656677246"
"161","13.124619483947754","13.124619483947754","13.124619483947754","13.856877326965332","13.856877326965332","13.856877326965332","14.526522636413574","14.526522636413574","14.526522636413574","14.191542625427246","14.191542625427246","14.191542625427246","14.5028715133667","14.5028715133667","14.5028715133667","11.75","11.75","11.75"
"162","11.915199279785156","11.915199279785156","11.915199279785156","13.14146900177002","13.14146900177002","13.14146900177002","13.307501792907715","13.307501792907715","13.307501792907715","12.799036026000977","12.799036026000977","12.799036026000977","12.780085563659668","12.780085563659668","12.780085563659668","12.1899995803833","12.1899995803833","12.1899995803833"
"163","11.532118797302246","11.532118797302246","11.532118797302246","11.923360824584961","11.923360824584961","11.923360824584961","11.874053001403809","11.874053001403809","11.874053001403809","12.067647933959961","12.067647933959961","12.067647933959961","11.724678993225098","11.724678993225098","11.724678993225098","12.390000343322754","12.390000343322754","12.390000343322754"
"164","10.766789436340332","10.766789436340332","10.766789436340332","11.393044471740723","11.393044471740723","11.393044471740723","10.39301872253418","10.39301872253418","10.39301872253418","10.603530883789062","10.603530883789062","10.603530883789062","9.909676551818848","9.909676551818848","9.909676551818848","10.979999542236328","10.979999542236328","10.979999542236328"
"165","10.237863540649414","10.237863540649414","10.237863540649414","11.953496932983398","11.953496932983398","11.953496932983398","8.969812393188477","8.969812393188477","8.969812393188477","9.985122680664062","9.985122680664062","9.985122680664062","8.895791053771973","8.895791053771973","8.895791053771973","10.630000114440918","10.630000114440918","10.630000114440918"
"166","10.90812873840332","10.90812873840332","10.90812873840332","14.630224227905273","14.630224227905273","14.630224227905273","9.526385307312012","9.526385307312012","9.526385307312012","10.59086799621582","10.59086799621582","10.59086799621582","10.087905883789062","10.087905883789062","10.087905883789062","12.800000190734863","12.800000190734863","12.800000190734863"
"167","13.138284683227539","13.138284683227539","13.138284683227539","21.191503524780273","21.191503524780273","21.191503524780273","14.496333122253418","14.496333122253418","14.496333122253418","13.385360717773438","13.385360717773438","13.385360717773438","15.223052024841309","15.223052024841309","15.223052024841309","22.549999237060547","22.549999237060547","22.549999237060547"
