"Step","visionary-sweep-1 - Ensamble 0 - Spring predictions (24h) Hub: ZP26","visionary-sweep-1 - Ensamble 0 - Spring predictions (24h) Hub: ZP26__MIN","visionary-sweep-1 - Ensamble 0 - Spring predictions (24h) Hub: ZP26__MAX","visionary-sweep-1 - Ensamble 1 - Spring predictions (24h) Hub: ZP26","visionary-sweep-1 - Ensamble 1 - Spring predictions (24h) Hub: ZP26__MIN","visionary-sweep-1 - Ensamble 1 - Spring predictions (24h) Hub: ZP26__MAX","visionary-sweep-1 - Ensamble 2 - Spring predictions (24h) Hub: ZP26","visionary-sweep-1 - Ensamble 2 - Spring predictions (24h) Hub: ZP26__MIN","visionary-sweep-1 - Ensamble 2 - Spring predictions (24h) Hub: ZP26__MAX","visionary-sweep-1 - Ensamble 3 - Spring predictions (24h) Hub: ZP26","visionary-sweep-1 - Ensamble 3 - Spring predictions (24h) Hub: ZP26__MIN","visionary-sweep-1 - Ensamble 3 - Spring predictions (24h) Hub: ZP26__MAX","visionary-sweep-1 - Ensamble 4 - Spring predictions (24h) Hub: ZP26","visionary-sweep-1 - Ensamble 4 - Spring predictions (24h) Hub: ZP26__MIN","visionary-sweep-1 - Ensamble 4 - Spring predictions (24h) Hub: ZP26__MAX","visionary-sweep-1 - Ensamble 0 - Spring targets (24h) Hub: ZP26","visionary-sweep-1 - Ensamble 0 - Spring targets (24h) Hub: ZP26__MIN","visionary-sweep-1 - Ensamble 0 - Spring targets (24h) Hub: ZP26__MAX"
"84","13.121273040771484","13.121273040771484","13.121273040771484","14.012202262878418","14.012202262878418","14.012202262878418","14.642778396606445","14.642778396606445","14.642778396606445","13.754262924194336","13.754262924194336","13.754262924194336","12.980650901794434","12.980650901794434","12.980650901794434","15.520000457763672","15.520000457763672","15.520000457763672"
"85","14.443199157714844","14.443199157714844","14.443199157714844","15.219494819641113","15.219494819641113","15.219494819641113","15.648720741271973","15.648720741271973","15.648720741271973","15.62100601196289","15.62100601196289","15.62100601196289","14.135756492614746","14.135756492614746","14.135756492614746","16.5","16.5","16.5"
"86","14.798065185546875","14.798065185546875","14.798065185546875","16.261686325073242","16.261686325073242","16.261686325073242","17.073318481445312","17.073318481445312","17.073318481445312","15.714982986450195","15.714982986450195","15.714982986450195","15.37026309967041","15.37026309967041","15.37026309967041","16.110000610351562","16.110000610351562","16.110000610351562"
"87","12.87429428100586","12.87429428100586","12.87429428100586","15.158559799194336","15.158559799194336","15.158559799194336","14.338440895080566","14.338440895080566","14.338440895080566","12.39151668548584","12.39151668548584","12.39151668548584","14.37497615814209","14.37497615814209","14.37497615814209","18.90999984741211","18.90999984741211","18.90999984741211"
"88","10.719746589660645","10.719746589660645","10.719746589660645","12.313680648803711","12.313680648803711","12.313680648803711","11.627076148986816","11.627076148986816","11.627076148986816","10.560359954833984","10.560359954833984","10.560359954833984","12.09262466430664","12.09262466430664","12.09262466430664","12.59000015258789","12.59000015258789","12.59000015258789"
"89","9.187790870666504","9.187790870666504","9.187790870666504","10.21207046508789","10.21207046508789","10.21207046508789","9.779958724975586","9.779958724975586","9.779958724975586","9.053730010986328","9.053730010986328","9.053730010986328","10.001452445983887","10.001452445983887","10.001452445983887","8.829999923706055","8.829999923706055","8.829999923706055"
"90","8.334174156188965","8.334174156188965","8.334174156188965","9.19460678100586","9.19460678100586","9.19460678100586","9.092988967895508","9.092988967895508","9.092988967895508","8.244407653808594","8.244407653808594","8.244407653808594","8.77953052520752","8.77953052520752","8.77953052520752","4.179999828338623","4.179999828338623","4.179999828338623"
"91","8.524300575256348","8.524300575256348","8.524300575256348","8.778631210327148","8.778631210327148","8.778631210327148","8.15627670288086","8.15627670288086","8.15627670288086","7.494890213012695","7.494890213012695","7.494890213012695","8.102625846862793","8.102625846862793","8.102625846862793","2.2100000381469727","2.2100000381469727","2.2100000381469727"
"92","8.557853698730469","8.557853698730469","8.557853698730469","8.34679889678955","8.34679889678955","8.34679889678955","7.941428184509277","7.941428184509277","7.941428184509277","7.276045799255371","7.276045799255371","7.276045799255371","7.826128005981445","7.826128005981445","7.826128005981445","1.3600000143051147","1.3600000143051147","1.3600000143051147"
"93","8.964579582214355","8.964579582214355","8.964579582214355","8.558197021484375","8.558197021484375","8.558197021484375","8.56067180633545","8.56067180633545","8.56067180633545","7.5235490798950195","7.5235490798950195","7.5235490798950195","8.102202415466309","8.102202415466309","8.102202415466309","0.5299999713897705","0.5299999713897705","0.5299999713897705"
"94","9.33701229095459","9.33701229095459","9.33701229095459","8.991724014282227","8.991724014282227","8.991724014282227","9.389270782470703","9.389270782470703","9.389270782470703","8.296377182006836","8.296377182006836","8.296377182006836","8.580438613891602","8.580438613891602","8.580438613891602","2.4800000190734863","2.4800000190734863","2.4800000190734863"
"95","10.337087631225586","10.337087631225586","10.337087631225586","10.224295616149902","10.224295616149902","10.224295616149902","10.171740531921387","10.171740531921387","10.171740531921387","9.287003517150879","9.287003517150879","9.287003517150879","9.499334335327148","9.499334335327148","9.499334335327148","5.909999847412109","5.909999847412109","5.909999847412109"
"96","12.295326232910156","12.295326232910156","12.295326232910156","13.09582233428955","13.09582233428955","13.09582233428955","12.357670783996582","12.357670783996582","12.357670783996582","12.229385375976562","12.229385375976562","12.229385375976562","12.175783157348633","12.175783157348633","12.175783157348633","5.010000228881836","5.010000228881836","5.010000228881836"
"97","14.97506332397461","14.97506332397461","14.97506332397461","18.1146297454834","18.1146297454834","18.1146297454834","17.924083709716797","17.924083709716797","17.924083709716797","16.560861587524414","16.560861587524414","16.560861587524414","16.839645385742188","16.839645385742188","16.839645385742188","14.9399995803833","14.9399995803833","14.9399995803833"
"98","21.145187377929688","21.145187377929688","21.145187377929688","23.073383331298828","23.073383331298828","23.073383331298828","24.714014053344727","24.714014053344727","24.714014053344727","24.103527069091797","24.103527069091797","24.103527069091797","22.82464027404785","22.82464027404785","22.82464027404785","21.5","21.5","21.5"
"99","25.055252075195312","25.055252075195312","25.055252075195312","25.353527069091797","25.353527069091797","25.353527069091797","24.24379539489746","24.24379539489746","24.24379539489746","26.247156143188477","26.247156143188477","26.247156143188477","24.209758758544922","24.209758758544922","24.209758758544922","25.360000610351562","25.360000610351562","25.360000610351562"
"100","24.161466598510742","24.161466598510742","24.161466598510742","23.405757904052734","23.405757904052734","23.405757904052734","22.295856475830078","22.295856475830078","22.295856475830078","24.35916519165039","24.35916519165039","24.35916519165039","21.894575119018555","21.894575119018555","21.894575119018555","31.899999618530273","31.899999618530273","31.899999618530273"
"101","20.902589797973633","20.902589797973633","20.902589797973633","21.46950912475586","21.46950912475586","21.46950912475586","21.29004669189453","21.29004669189453","21.29004669189453","22.78377342224121","22.78377342224121","22.78377342224121","19.852275848388672","19.852275848388672","19.852275848388672","20.530000686645508","20.530000686645508","20.530000686645508"
"102","19.796979904174805","19.796979904174805","19.796979904174805","20.476409912109375","20.476409912109375","20.476409912109375","19.799171447753906","19.799171447753906","19.799171447753906","20.7628116607666","20.7628116607666","20.7628116607666","18.737831115722656","18.737831115722656","18.737831115722656","20.530000686645508","20.530000686645508","20.530000686645508"
"103","18.32639503479004","18.32639503479004","18.32639503479004","18.94977569580078","18.94977569580078","18.94977569580078","18.641630172729492","18.641630172729492","18.641630172729492","18.49460220336914","18.49460220336914","18.49460220336914","17.154577255249023","17.154577255249023","17.154577255249023","18.969999313354492","18.969999313354492","18.969999313354492"
"104","17.645336151123047","17.645336151123047","17.645336151123047","18.657323837280273","18.657323837280273","18.657323837280273","19.339624404907227","19.339624404907227","19.339624404907227","20.064558029174805","20.064558029174805","20.064558029174805","17.75956153869629","17.75956153869629","17.75956153869629","17.270000457763672","17.270000457763672","17.270000457763672"
"105","16.03467559814453","16.03467559814453","16.03467559814453","16.44414710998535","16.44414710998535","16.44414710998535","16.654531478881836","16.654531478881836","16.654531478881836","15.898758888244629","15.898758888244629","15.898758888244629","15.552324295043945","15.552324295043945","15.552324295043945","16.469999313354492","16.469999313354492","16.469999313354492"
"106","15.660053253173828","15.660053253173828","15.660053253173828","15.816084861755371","15.816084861755371","15.816084861755371","14.780920028686523","14.780920028686523","14.780920028686523","15.527572631835938","15.527572631835938","15.527572631835938","15.255596160888672","15.255596160888672","15.255596160888672","15.069999694824219","15.069999694824219","15.069999694824219"
"107","15.971380233764648","15.971380233764648","15.971380233764648","16.16923713684082","16.16923713684082","16.16923713684082","14.481484413146973","14.481484413146973","14.481484413146973","15.962665557861328","15.962665557861328","15.962665557861328","15.623675346374512","15.623675346374512","15.623675346374512","15.369999885559082","15.369999885559082","15.369999885559082"
"108","16.928333282470703","16.928333282470703","16.928333282470703","16.8507137298584","16.8507137298584","16.8507137298584","14.714496612548828","14.714496612548828","14.714496612548828","16.711467742919922","16.711467742919922","16.711467742919922","16.42625617980957","16.42625617980957","16.42625617980957","15.850000381469727","15.850000381469727","15.850000381469727"
"109","17.5743350982666","17.5743350982666","17.5743350982666","17.6867733001709","17.6867733001709","17.6867733001709","16.21613311767578","16.21613311767578","16.21613311767578","17.827533721923828","17.827533721923828","17.827533721923828","15.95701789855957","15.95701789855957","15.95701789855957","16.920000076293945","16.920000076293945","16.920000076293945"
"110","16.51972770690918","16.51972770690918","16.51972770690918","17.5457763671875","17.5457763671875","17.5457763671875","18.90011978149414","18.90011978149414","18.90011978149414","18.134262084960938","18.134262084960938","18.134262084960938","14.71821403503418","14.71821403503418","14.71821403503418","18.610000610351562","18.610000610351562","18.610000610351562"
"111","12.581862449645996","12.581862449645996","12.581862449645996","15.294005393981934","15.294005393981934","15.294005393981934","13.858362197875977","13.858362197875977","13.858362197875977","13.278610229492188","13.278610229492188","13.278610229492188","12.938870429992676","12.938870429992676","12.938870429992676","15.329999923706055","15.329999923706055","15.329999923706055"
"112","9.380513191223145","9.380513191223145","9.380513191223145","12.404885292053223","12.404885292053223","12.404885292053223","9.39407730102539","9.39407730102539","9.39407730102539","8.483932495117188","8.483932495117188","8.483932495117188","12.054803848266602","12.054803848266602","12.054803848266602","9.270000457763672","9.270000457763672","9.270000457763672"
"113","8.848888397216797","8.848888397216797","8.848888397216797","9.74172306060791","9.74172306060791","9.74172306060791","9.216424942016602","9.216424942016602","9.216424942016602","7.018736839294434","7.018736839294434","7.018736839294434","9.23891830444336","9.23891830444336","9.23891830444336","4.800000190734863","4.800000190734863","4.800000190734863"
"114","7.498761177062988","7.498761177062988","7.498761177062988","9.196333885192871","9.196333885192871","9.196333885192871","7.857468128204346","7.857468128204346","7.857468128204346","5.474090576171875","5.474090576171875","5.474090576171875","8.677732467651367","8.677732467651367","8.677732467651367","7.239999771118164","7.239999771118164","7.239999771118164"
"115","7.961977005004883","7.961977005004883","7.961977005004883","8.338494300842285","8.338494300842285","8.338494300842285","8.529853820800781","8.529853820800781","8.529853820800781","6.2000837326049805","6.2000837326049805","6.2000837326049805","8.773408889770508","8.773408889770508","8.773408889770508","6.420000076293945","6.420000076293945","6.420000076293945"
"116","8.28970718383789","8.28970718383789","8.28970718383789","8.453717231750488","8.453717231750488","8.453717231750488","8.65340518951416","8.65340518951416","8.65340518951416","7.053285598754883","7.053285598754883","7.053285598754883","9.199140548706055","9.199140548706055","9.199140548706055","6.829999923706055","6.829999923706055","6.829999923706055"
"117","9.442509651184082","9.442509651184082","9.442509651184082","8.803152084350586","8.803152084350586","8.803152084350586","9.352412223815918","9.352412223815918","9.352412223815918","7.808406829833984","7.808406829833984","7.808406829833984","9.361207962036133","9.361207962036133","9.361207962036133","7.880000114440918","7.880000114440918","7.880000114440918"
"118","10.532838821411133","10.532838821411133","10.532838821411133","9.619112014770508","9.619112014770508","9.619112014770508","10.366678237915039","10.366678237915039","10.366678237915039","9.972593307495117","9.972593307495117","9.972593307495117","9.854837417602539","9.854837417602539","9.854837417602539","11.079999923706055","11.079999923706055","11.079999923706055"
"119","12.312713623046875","12.312713623046875","12.312713623046875","11.596257209777832","11.596257209777832","11.596257209777832","12.025172233581543","12.025172233581543","12.025172233581543","12.971637725830078","12.971637725830078","12.971637725830078","11.44822883605957","11.44822883605957","11.44822883605957","13.279999732971191","13.279999732971191","13.279999732971191"
"120","11.894134521484375","11.894134521484375","11.894134521484375","15.458263397216797","15.458263397216797","15.458263397216797","13.158235549926758","13.158235549926758","13.158235549926758","12.911269187927246","12.911269187927246","12.911269187927246","13.846441268920898","13.846441268920898","13.846441268920898","9.4399995803833","9.4399995803833","9.4399995803833"
"121","15.490676879882812","15.490676879882812","15.490676879882812","21.846473693847656","21.846473693847656","21.846473693847656","18.022323608398438","18.022323608398438","18.022323608398438","21.593730926513672","21.593730926513672","21.593730926513672","19.084434509277344","19.084434509277344","19.084434509277344","12.5","12.5","12.5"
"122","20.74067497253418","20.74067497253418","20.74067497253418","27.039413452148438","27.039413452148438","27.039413452148438","24.874126434326172","24.874126434326172","24.874126434326172","28.743783950805664","28.743783950805664","28.743783950805664","23.326589584350586","23.326589584350586","23.326589584350586","36.849998474121094","36.849998474121094","36.849998474121094"
"123","21.4772891998291","21.4772891998291","21.4772891998291","25.986051559448242","25.986051559448242","25.986051559448242","25.22744369506836","25.22744369506836","25.22744369506836","26.71965980529785","26.71965980529785","26.71965980529785","23.244152069091797","23.244152069091797","23.244152069091797","23.829999923706055","23.829999923706055","23.829999923706055"
"124","20.10662078857422","20.10662078857422","20.10662078857422","22.92734146118164","22.92734146118164","22.92734146118164","23.69498062133789","23.69498062133789","23.69498062133789","24.411256790161133","24.411256790161133","24.411256790161133","21.455135345458984","21.455135345458984","21.455135345458984","21.510000228881836","21.510000228881836","21.510000228881836"
"125","19.279661178588867","19.279661178588867","19.279661178588867","20.984495162963867","20.984495162963867","20.984495162963867","21.853225708007812","21.853225708007812","21.853225708007812","21.936214447021484","21.936214447021484","21.936214447021484","19.817272186279297","19.817272186279297","19.817272186279297","23.5","23.5","23.5"
"126","18.344884872436523","18.344884872436523","18.344884872436523","19.649444580078125","19.649444580078125","19.649444580078125","19.647850036621094","19.647850036621094","19.647850036621094","19.490602493286133","19.490602493286133","19.490602493286133","18.649595260620117","18.649595260620117","18.649595260620117","23.229999542236328","23.229999542236328","23.229999542236328"
"127","18.088029861450195","18.088029861450195","18.088029861450195","19.20734405517578","19.20734405517578","19.20734405517578","19.420074462890625","19.420074462890625","19.420074462890625","18.77707290649414","18.77707290649414","18.77707290649414","18.779815673828125","18.779815673828125","18.779815673828125","19.219999313354492","19.219999313354492","19.219999313354492"
"128","18.2886962890625","18.2886962890625","18.2886962890625","19.33216667175293","19.33216667175293","19.33216667175293","18.63831329345703","18.63831329345703","18.63831329345703","17.651540756225586","17.651540756225586","17.651540756225586","17.704378128051758","17.704378128051758","17.704378128051758","17.420000076293945","17.420000076293945","17.420000076293945"
"129","17.411205291748047","17.411205291748047","17.411205291748047","17.532161712646484","17.532161712646484","17.532161712646484","16.13572120666504","16.13572120666504","16.13572120666504","15.237981796264648","15.237981796264648","15.237981796264648","15.836181640625","15.836181640625","15.836181640625","15.5600004196167","15.5600004196167","15.5600004196167"
"130","15.665847778320312","15.665847778320312","15.665847778320312","16.203950881958008","16.203950881958008","16.203950881958008","14.813741683959961","14.813741683959961","14.813741683959961","14.926228523254395","14.926228523254395","14.926228523254395","14.77890396118164","14.77890396118164","14.77890396118164","14.770000457763672","14.770000457763672","14.770000457763672"
"131","14.372127532958984","14.372127532958984","14.372127532958984","15.25975513458252","15.25975513458252","15.25975513458252","14.216606140136719","14.216606140136719","14.216606140136719","14.609859466552734","14.609859466552734","14.609859466552734","14.495306968688965","14.495306968688965","14.495306968688965","14.079999923706055","14.079999923706055","14.079999923706055"
"132","14.46572208404541","14.46572208404541","14.46572208404541","14.893387794494629","14.893387794494629","14.893387794494629","14.37252426147461","14.37252426147461","14.37252426147461","14.883091926574707","14.883091926574707","14.883091926574707","15.294900894165039","15.294900894165039","15.294900894165039","15.170000076293945","15.170000076293945","15.170000076293945"
"133","15.01419734954834","15.01419734954834","15.01419734954834","16.800085067749023","16.800085067749023","16.800085067749023","13.801198959350586","13.801198959350586","13.801198959350586","15.046053886413574","15.046053886413574","15.046053886413574","15.192337989807129","15.192337989807129","15.192337989807129","18.040000915527344","18.040000915527344","18.040000915527344"
"134","14.628485679626465","14.628485679626465","14.628485679626465","16.33035659790039","16.33035659790039","16.33035659790039","15.72896957397461","15.72896957397461","15.72896957397461","17.065120697021484","17.065120697021484","17.065120697021484","15.753015518188477","15.753015518188477","15.753015518188477","18.15999984741211","18.15999984741211","18.15999984741211"
"135","15.55182933807373","15.55182933807373","15.55182933807373","16.261560440063477","16.261560440063477","16.261560440063477","15.944608688354492","15.944608688354492","15.944608688354492","16.831396102905273","16.831396102905273","16.831396102905273","15.106318473815918","15.106318473815918","15.106318473815918","14.460000038146973","14.460000038146973","14.460000038146973"
"136","13.506876945495605","13.506876945495605","13.506876945495605","12.78588581085205","12.78588581085205","12.78588581085205","12.506027221679688","12.506027221679688","12.506027221679688","11.835625648498535","11.835625648498535","11.835625648498535","10.73978042602539","10.73978042602539","10.73978042602539","5.179999828338623","5.179999828338623","5.179999828338623"
"137","10.33883285522461","10.33883285522461","10.33883285522461","9.465749740600586","9.465749740600586","9.465749740600586","10.623022079467773","10.623022079467773","10.623022079467773","9.253791809082031","9.253791809082031","9.253791809082031","8.59928035736084","8.59928035736084","8.59928035736084","1.1699999570846558","1.1699999570846558","1.1699999570846558"
"138","8.908222198486328","8.908222198486328","8.908222198486328","8.416559219360352","8.416559219360352","8.416559219360352","9.987619400024414","9.987619400024414","9.987619400024414","7.545969009399414","7.545969009399414","7.545969009399414","8.053217887878418","8.053217887878418","8.053217887878418","2.700000047683716","2.700000047683716","2.700000047683716"
"139","8.463045120239258","8.463045120239258","8.463045120239258","8.281688690185547","8.281688690185547","8.281688690185547","10.107257843017578","10.107257843017578","10.107257843017578","7.512398719787598","7.512398719787598","7.512398719787598","7.683732509613037","7.683732509613037","7.683732509613037","1.3899999856948853","1.3899999856948853","1.3899999856948853"
"140","8.705648422241211","8.705648422241211","8.705648422241211","8.866801261901855","8.866801261901855","8.866801261901855","10.335681915283203","10.335681915283203","10.335681915283203","8.739053726196289","8.739053726196289","8.739053726196289","8.04957389831543","8.04957389831543","8.04957389831543","1.0099999904632568","1.0099999904632568","1.0099999904632568"
"141","9.30286979675293","9.30286979675293","9.30286979675293","10.15430736541748","10.15430736541748","10.15430736541748","10.916984558105469","10.916984558105469","10.916984558105469","10.268263816833496","10.268263816833496","10.268263816833496","9.28675365447998","9.28675365447998","9.28675365447998","0","0","0"
"142","11.149693489074707","11.149693489074707","11.149693489074707","12.738529205322266","12.738529205322266","12.738529205322266","12.551385879516602","12.551385879516602","12.551385879516602","11.899102210998535","11.899102210998535","11.899102210998535","12.073221206665039","12.073221206665039","12.073221206665039","1.8899999856948853","1.8899999856948853","1.8899999856948853"
"143","13.03896427154541","13.03896427154541","13.03896427154541","16.79330825805664","16.79330825805664","16.79330825805664","15.16311264038086","15.16311264038086","15.16311264038086","15.825706481933594","15.825706481933594","15.825706481933594","16.294187545776367","16.294187545776367","16.294187545776367","7.599999904632568","7.599999904632568","7.599999904632568"
"144","16.26397132873535","16.26397132873535","16.26397132873535","21.041467666625977","21.041467666625977","21.041467666625977","23.70414924621582","23.70414924621582","23.70414924621582","21.951791763305664","21.951791763305664","21.951791763305664","24.8559513092041","24.8559513092041","24.8559513092041","9.550000190734863","9.550000190734863","9.550000190734863"
"145","22.473552703857422","22.473552703857422","22.473552703857422","26.910900115966797","26.910900115966797","26.910900115966797","26.682682037353516","26.682682037353516","26.682682037353516","30.32973861694336","30.32973861694336","30.32973861694336","26.391742706298828","26.391742706298828","26.391742706298828","15.989999771118164","15.989999771118164","15.989999771118164"
"146","24.225065231323242","24.225065231323242","24.225065231323242","24.339914321899414","24.339914321899414","24.339914321899414","24.531017303466797","24.531017303466797","24.531017303466797","27.887420654296875","27.887420654296875","27.887420654296875","23.655508041381836","23.655508041381836","23.655508041381836","22.209999084472656","22.209999084472656","22.209999084472656"
"147","23.80255699157715","23.80255699157715","23.80255699157715","22.888080596923828","22.888080596923828","22.888080596923828","23.28119468688965","23.28119468688965","23.28119468688965","24.248598098754883","24.248598098754883","24.248598098754883","22.686275482177734","22.686275482177734","22.686275482177734","29.90999984741211","29.90999984741211","29.90999984741211"
"148","21.99222755432129","21.99222755432129","21.99222755432129","22.173574447631836","22.173574447631836","22.173574447631836","21.478130340576172","21.478130340576172","21.478130340576172","22.79483413696289","22.79483413696289","22.79483413696289","21.657913208007812","21.657913208007812","21.657913208007812","30.829999923706055","30.829999923706055","30.829999923706055"
"149","21.710689544677734","21.710689544677734","21.710689544677734","21.745481491088867","21.745481491088867","21.745481491088867","20.15224266052246","20.15224266052246","20.15224266052246","21.87734603881836","21.87734603881836","21.87734603881836","20.090442657470703","20.090442657470703","20.090442657470703","27.3799991607666","27.3799991607666","27.3799991607666"
"150","20.998842239379883","20.998842239379883","20.998842239379883","20.505931854248047","20.505931854248047","20.505931854248047","17.197185516357422","17.197185516357422","17.197185516357422","19.61956024169922","19.61956024169922","19.61956024169922","18.37376594543457","18.37376594543457","18.37376594543457","25.579999923706055","25.579999923706055","25.579999923706055"
"151","20.326025009155273","20.326025009155273","20.326025009155273","19.645387649536133","19.645387649536133","19.645387649536133","17.23505401611328","17.23505401611328","17.23505401611328","19.25725746154785","19.25725746154785","19.25725746154785","18.611919403076172","18.611919403076172","18.611919403076172","21.440000534057617","21.440000534057617","21.440000534057617"
"152","20.567304611206055","20.567304611206055","20.567304611206055","18.445558547973633","18.445558547973633","18.445558547973633","16.956857681274414","16.956857681274414","16.956857681274414","19.68955421447754","19.68955421447754","19.68955421447754","17.977453231811523","17.977453231811523","17.977453231811523","21.889999389648438","21.889999389648438","21.889999389648438"
"153","17.61691665649414","17.61691665649414","17.61691665649414","16.892988204956055","16.892988204956055","16.892988204956055","15.133670806884766","15.133670806884766","15.133670806884766","18.30520248413086","18.30520248413086","18.30520248413086","16.672544479370117","16.672544479370117","16.672544479370117","23.420000076293945","23.420000076293945","23.420000076293945"
"154","16.26309585571289","16.26309585571289","16.26309585571289","16.389822006225586","16.389822006225586","16.389822006225586","14.890530586242676","14.890530586242676","14.890530586242676","16.35721778869629","16.35721778869629","16.35721778869629","15.577589988708496","15.577589988708496","15.577589988708496","19.940000534057617","19.940000534057617","19.940000534057617"
"155","17.09619903564453","17.09619903564453","17.09619903564453","17.381765365600586","17.381765365600586","17.381765365600586","15.474048614501953","15.474048614501953","15.474048614501953","17.638418197631836","17.638418197631836","17.638418197631836","15.02285099029541","15.02285099029541","15.02285099029541","21.329999923706055","21.329999923706055","21.329999923706055"
"156","18.51677131652832","18.51677131652832","18.51677131652832","18.670061111450195","18.670061111450195","18.670061111450195","17.263710021972656","17.263710021972656","17.263710021972656","18.631305694580078","18.631305694580078","18.631305694580078","15.059894561767578","15.059894561767578","15.059894561767578","22.040000915527344","22.040000915527344","22.040000915527344"
"157","21.126821517944336","21.126821517944336","21.126821517944336","20.091550827026367","20.091550827026367","20.091550827026367","20.213945388793945","20.213945388793945","20.213945388793945","20.86807632446289","20.86807632446289","20.86807632446289","15.267871856689453","15.267871856689453","15.267871856689453","20.25","20.25","20.25"
"158","21.819488525390625","21.819488525390625","21.819488525390625","21.94898796081543","21.94898796081543","21.94898796081543","22.004770278930664","22.004770278930664","22.004770278930664","23.567901611328125","23.567901611328125","23.567901611328125","14.523953437805176","14.523953437805176","14.523953437805176","18.110000610351562","18.110000610351562","18.110000610351562"
"159","17.152565002441406","17.152565002441406","17.152565002441406","19.70231056213379","19.70231056213379","19.70231056213379","18.35527801513672","18.35527801513672","18.35527801513672","17.906476974487305","17.906476974487305","17.906476974487305","13.598029136657715","13.598029136657715","13.598029136657715","16.520000457763672","16.520000457763672","16.520000457763672"
"160","12.126194953918457","12.126194953918457","12.126194953918457","14.677553176879883","14.677553176879883","14.677553176879883","12.531144142150879","12.531144142150879","12.531144142150879","12.57165241241455","12.57165241241455","12.57165241241455","10.779644012451172","10.779644012451172","10.779644012451172","13.960000038146973","13.960000038146973","13.960000038146973"
"161","9.148683547973633","9.148683547973633","9.148683547973633","10.204623222351074","10.204623222351074","10.204623222351074","10.874824523925781","10.874824523925781","10.874824523925781","8.928102493286133","8.928102493286133","8.928102493286133","9.50451374053955","9.50451374053955","9.50451374053955","12.579999923706055","12.579999923706055","12.579999923706055"
"162","9.354738235473633","9.354738235473633","9.354738235473633","9.087446212768555","9.087446212768555","9.087446212768555","11.284717559814453","11.284717559814453","11.284717559814453","9.970274925231934","9.970274925231934","9.970274925231934","9.233304977416992","9.233304977416992","9.233304977416992","10.010000228881836","10.010000228881836","10.010000228881836"
"163","9.408965110778809","9.408965110778809","9.408965110778809","8.412513732910156","8.412513732910156","8.412513732910156","9.476765632629395","9.476765632629395","9.476765632629395","9.305412292480469","9.305412292480469","9.305412292480469","8.330251693725586","8.330251693725586","8.330251693725586","9.510000228881836","9.510000228881836","9.510000228881836"
"164","9.221732139587402","9.221732139587402","9.221732139587402","8.437451362609863","8.437451362609863","8.437451362609863","9.593488693237305","9.593488693237305","9.593488693237305","9.215574264526367","9.215574264526367","9.215574264526367","8.162591934204102","8.162591934204102","8.162591934204102","10.289999961853027","10.289999961853027","10.289999961853027"
"165","9.853998184204102","9.853998184204102","9.853998184204102","9.353196144104004","9.353196144104004","9.353196144104004","10.281970977783203","10.281970977783203","10.281970977783203","9.978452682495117","9.978452682495117","9.978452682495117","8.458124160766602","8.458124160766602","8.458124160766602","9.920000076293945","9.920000076293945","9.920000076293945"
"166","10.919377326965332","10.919377326965332","10.919377326965332","10.201388359069824","10.201388359069824","10.201388359069824","11.899314880371094","11.899314880371094","11.899314880371094","10.931184768676758","10.931184768676758","10.931184768676758","9.57231616973877","9.57231616973877","9.57231616973877","11.140000343322754","11.140000343322754","11.140000343322754"
"167","11.364601135253906","11.364601135253906","11.364601135253906","10.857125282287598","10.857125282287598","10.857125282287598","13.735443115234375","13.735443115234375","13.735443115234375","11.242618560791016","11.242618560791016","11.242618560791016","10.288034439086914","10.288034439086914","10.288034439086914","14.84000015258789","14.84000015258789","14.84000015258789"
