"Step","olive-sweep-20 - Fall predictions (24h) Hub: NP15","olive-sweep-20 - Fall predictions (24h) Hub: NP15__MIN","olive-sweep-20 - Fall predictions (24h) Hub: NP15__MAX","olive-sweep-20 - Fall targets (24h) Hub: NP15","olive-sweep-20 - Fall targets (24h) Hub: NP15__MIN","olive-sweep-20 - Fall targets (24h) Hub: NP15__MAX","olive-sweep-20 - Fall predictions (24h) Hub: SP15","olive-sweep-20 - Fall predictions (24h) Hub: SP15__MIN","olive-sweep-20 - Fall predictions (24h) Hub: SP15__MAX","olive-sweep-20 - Fall targets (24h) Hub: SP15","olive-sweep-20 - Fall targets (24h) Hub: SP15__MIN","olive-sweep-20 - Fall targets (24h) Hub: SP15__MAX","olive-sweep-20 - Fall predictions (24h) Hub: ZP26","olive-sweep-20 - Fall predictions (24h) Hub: ZP26__MIN","olive-sweep-20 - Fall predictions (24h) Hub: ZP26__MAX","olive-sweep-20 - Fall targets (24h) Hub: ZP26","olive-sweep-20 - Fall targets (24h) Hub: ZP26__MIN","olive-sweep-20 - Fall targets (24h) Hub: ZP26__MAX","olive-sweep-20 - Winter predictions (24h) Hub: NP15","olive-sweep-20 - Winter predictions (24h) Hub: NP15__MIN","olive-sweep-20 - Winter predictions (24h) Hub: NP15__MAX","olive-sweep-20 - Winter targets (24h) Hub: NP15","olive-sweep-20 - Winter targets (24h) Hub: NP15__MIN","olive-sweep-20 - Winter targets (24h) Hub: NP15__MAX","olive-sweep-20 - Winter predictions (24h) Hub: SP15","olive-sweep-20 - Winter predictions (24h) Hub: SP15__MIN","olive-sweep-20 - Winter predictions (24h) Hub: SP15__MAX","olive-sweep-20 - Winter targets (24h) Hub: SP15","olive-sweep-20 - Winter targets (24h) Hub: SP15__MIN","olive-sweep-20 - Winter targets (24h) Hub: SP15__MAX","olive-sweep-20 - Winter predictions (24h) Hub: ZP26","olive-sweep-20 - Winter predictions (24h) Hub: ZP26__MIN","olive-sweep-20 - Winter predictions (24h) Hub: ZP26__MAX","olive-sweep-20 - Winter targets (24h) Hub: ZP26","olive-sweep-20 - Winter targets (24h) Hub: ZP26__MIN","olive-sweep-20 - Winter targets (24h) Hub: ZP26__MAX","olive-sweep-20 - Spring predictions (24h) Hub: NP15","olive-sweep-20 - Spring predictions (24h) Hub: NP15__MIN","olive-sweep-20 - Spring predictions (24h) Hub: NP15__MAX","olive-sweep-20 - Spring targets (24h) Hub: NP15","olive-sweep-20 - Spring targets (24h) Hub: NP15__MIN","olive-sweep-20 - Spring targets (24h) Hub: NP15__MAX","olive-sweep-20 - Spring predictions (24h) Hub: SP15","olive-sweep-20 - Spring predictions (24h) Hub: SP15__MIN","olive-sweep-20 - Spring predictions (24h) Hub: SP15__MAX","olive-sweep-20 - Spring targets (24h) Hub: SP15","olive-sweep-20 - Spring targets (24h) Hub: SP15__MIN","olive-sweep-20 - Spring targets (24h) Hub: SP15__MAX","olive-sweep-20 - Spring predictions (24h) Hub: ZP26","olive-sweep-20 - Spring predictions (24h) Hub: ZP26__MIN","olive-sweep-20 - Spring predictions (24h) Hub: ZP26__MAX","olive-sweep-20 - Spring targets (24h) Hub: ZP26","olive-sweep-20 - Spring targets (24h) Hub: ZP26__MIN","olive-sweep-20 - Spring targets (24h) Hub: ZP26__MAX","olive-sweep-20 - Summer predictions (24h) Hub: NP15","olive-sweep-20 - Summer predictions (24h) Hub: NP15__MIN","olive-sweep-20 - Summer predictions (24h) Hub: NP15__MAX","olive-sweep-20 - Summer targets (24h) Hub: NP15","olive-sweep-20 - Summer targets (24h) Hub: NP15__MIN","olive-sweep-20 - Summer targets (24h) Hub: NP15__MAX","olive-sweep-20 - Summer predictions (24h) Hub: SP15","olive-sweep-20 - Summer predictions (24h) Hub: SP15__MIN","olive-sweep-20 - Summer predictions (24h) Hub: SP15__MAX","olive-sweep-20 - Summer targets (24h) Hub: SP15","olive-sweep-20 - Summer targets (24h) Hub: SP15__MIN","olive-sweep-20 - Summer targets (24h) Hub: SP15__MAX","olive-sweep-20 - Summer predictions (24h) Hub: ZP26","olive-sweep-20 - Summer predictions (24h) Hub: ZP26__MIN","olive-sweep-20 - Summer predictions (24h) Hub: ZP26__MAX","olive-sweep-20 - Summer targets (24h) Hub: ZP26","olive-sweep-20 - Summer targets (24h) Hub: ZP26__MIN","olive-sweep-20 - Summer targets (24h) Hub: ZP26__MAX"
"36","39.921146392822266","39.921146392822266","39.921146392822266","50.290000915527344","50.290000915527344","50.290000915527344","37.747314453125","37.747314453125","37.747314453125","49.27000045776367","49.27000045776367","49.27000045776367","37.65006637573242","37.65006637573242","37.65006637573242","49.720001220703125","49.720001220703125","49.720001220703125","13.07380485534668","13.07380485534668","13.07380485534668","13.930000305175781","13.930000305175781","13.930000305175781","12.520245552062988","12.520245552062988","12.520245552062988","13.420000076293945","13.420000076293945","13.420000076293945","12.905893325805664","12.905893325805664","12.905893325805664","13.600000381469727","13.600000381469727","13.600000381469727","13.607454299926758","13.607454299926758","13.607454299926758","18.420000076293945","18.420000076293945","18.420000076293945","12.873455047607422","12.873455047607422","12.873455047607422","16.520000457763672","16.520000457763672","16.520000457763672","13.130172729492188","13.130172729492188","13.130172729492188","18.280000686645508","18.280000686645508","18.280000686645508","8.55502986907959","8.55502986907959","8.55502986907959","12.420000076293945","12.420000076293945","12.420000076293945","6.641109466552734","6.641109466552734","6.641109466552734","12.229999542236328","12.229999542236328","12.229999542236328","6.5382490158081055","6.5382490158081055","6.5382490158081055","11.930000305175781","11.930000305175781","11.930000305175781"
"37","38.332305908203125","38.332305908203125","38.332305908203125","45.36000061035156","45.36000061035156","45.36000061035156","36.06478500366211","36.06478500366211","36.06478500366211","44.75","44.75","44.75","36.09992599487305","36.09992599487305","36.09992599487305","45.09000015258789","45.09000015258789","45.09000015258789","11.346461296081543","11.346461296081543","11.346461296081543","13.789999961853027","13.789999961853027","13.789999961853027","10.77202033996582","10.77202033996582","10.77202033996582","13.170000076293945","13.170000076293945","13.170000076293945","11.082969665527344","11.082969665527344","11.082969665527344","13.34000015258789","13.34000015258789","13.34000015258789","14.935087203979492","14.935087203979492","14.935087203979492","20.610000610351562","20.610000610351562","20.610000610351562","14.054656028747559","14.054656028747559","14.054656028747559","17.270000457763672","17.270000457763672","17.270000457763672","14.450902938842773","14.450902938842773","14.450902938842773","20.06999969482422","20.06999969482422","20.06999969482422","10.231396675109863","10.231396675109863","10.231396675109863","14.479999542236328","14.479999542236328","14.479999542236328","8.334031105041504","8.334031105041504","8.334031105041504","14.140000343322754","14.140000343322754","14.140000343322754","8.140060424804688","8.140060424804688","8.140060424804688","13.859999656677246","13.859999656677246","13.859999656677246"
"38","36.58357238769531","36.58357238769531","36.58357238769531","39.59000015258789","39.59000015258789","39.59000015258789","34.193992614746094","34.193992614746094","34.193992614746094","39","39","39","34.34510803222656","34.34510803222656","34.34510803222656","39.220001220703125","39.220001220703125","39.220001220703125","11.436867713928223","11.436867713928223","11.436867713928223","16.860000610351562","16.860000610351562","16.860000610351562","10.807272911071777","10.807272911071777","10.807272911071777","16.139999389648438","16.139999389648438","16.139999389648438","11.167243957519531","11.167243957519531","11.167243957519531","16.350000381469727","16.350000381469727","16.350000381469727","18.309022903442383","18.309022903442383","18.309022903442383","22.520000457763672","22.520000457763672","22.520000457763672","16.791528701782227","16.791528701782227","16.791528701782227","18.809999465942383","18.809999465942383","18.809999465942383","17.673662185668945","17.673662185668945","17.673662185668945","22.239999771118164","22.239999771118164","22.239999771118164","11.369345664978027","11.369345664978027","11.369345664978027","16.389999389648438","16.389999389648438","16.389999389648438","9.580033302307129","9.580033302307129","9.580033302307129","16.06999969482422","16.06999969482422","16.06999969482422","9.238846778869629","9.238846778869629","9.238846778869629","15.699999809265137","15.699999809265137","15.699999809265137"
"39","35.51727294921875","35.51727294921875","35.51727294921875","35.779998779296875","35.779998779296875","35.779998779296875","33.046165466308594","33.046165466308594","33.046165466308594","35.38999938964844","35.38999938964844","35.38999938964844","33.259517669677734","33.259517669677734","33.259517669677734","35.349998474121094","35.349998474121094","35.349998474121094","11.559622764587402","11.559622764587402","11.559622764587402","15.739999771118164","15.739999771118164","15.739999771118164","10.891586303710938","10.891586303710938","10.891586303710938","14.34000015258789","14.34000015258789","14.34000015258789","11.290702819824219","11.290702819824219","11.290702819824219","15.239999771118164","15.239999771118164","15.239999771118164","18.53728675842285","18.53728675842285","18.53728675842285","23.100000381469727","23.100000381469727","23.100000381469727","16.15678596496582","16.15678596496582","16.15678596496582","11.079999923706055","11.079999923706055","11.079999923706055","17.6739444732666","17.6739444732666","17.6739444732666","20.5","20.5","20.5","13.13457202911377","13.13457202911377","13.13457202911377","17.389999389648438","17.389999389648438","17.389999389648438","11.493094444274902","11.493094444274902","11.493094444274902","16.889999389648438","16.889999389648438","16.889999389648438","10.902993202209473","10.902993202209473","10.902993202209473","16.559999465942383","16.559999465942383","16.559999465942383"
"40","34.06366729736328","34.06366729736328","34.06366729736328","35.40999984741211","35.40999984741211","35.40999984741211","31.506772994995117","31.506772994995117","31.506772994995117","34.90999984741211","34.90999984741211","34.90999984741211","31.773399353027344","31.773399353027344","31.773399353027344","34.88999938964844","34.88999938964844","34.88999938964844","11.52332878112793","11.52332878112793","11.52332878112793","11.800000190734863","11.800000190734863","11.800000190734863","10.834424018859863","10.834424018859863","10.834424018859863","10.75","10.75","10.75","11.25175666809082","11.25175666809082","11.25175666809082","11.180000305175781","11.180000305175781","11.180000305175781","15.033034324645996","15.033034324645996","15.033034324645996","24.81999969482422","24.81999969482422","24.81999969482422","10.942822456359863","10.942822456359863","10.942822456359863","4.260000228881836","4.260000228881836","4.260000228881836","13.602701187133789","13.602701187133789","13.602701187133789","5.670000076293945","5.670000076293945","5.670000076293945","16.43224334716797","16.43224334716797","16.43224334716797","17.860000610351562","17.860000610351562","17.860000610351562","15.168888092041016","15.168888092041016","15.168888092041016","17.360000610351562","17.360000610351562","17.360000610351562","14.213949203491211","14.213949203491211","14.213949203491211","17.040000915527344","17.040000915527344","17.040000915527344"
"41","29.00778579711914","29.00778579711914","29.00778579711914","30.739999771118164","30.739999771118164","30.739999771118164","26.199283599853516","26.199283599853516","26.199283599853516","28.56999969482422","28.56999969482422","28.56999969482422","26.554100036621094","26.554100036621094","26.554100036621094","29.139999389648438","29.139999389648438","29.139999389648438","11.109829902648926","11.109829902648926","11.109829902648926","10.239999771118164","10.239999771118164","10.239999771118164","10.419149398803711","10.419149398803711","10.419149398803711","9.34000015258789","9.34000015258789","9.34000015258789","10.82174301147461","10.82174301147461","10.82174301147461","9.539999961853027","9.539999961853027","9.539999961853027","12.602315902709961","12.602315902709961","12.602315902709961","19.020000457763672","19.020000457763672","19.020000457763672","7.375883102416992","7.375883102416992","7.375883102416992","4.239999771118164","4.239999771118164","4.239999771118164","10.897315979003906","10.897315979003906","10.897315979003906","4.429999828338623","4.429999828338623","4.429999828338623","19.027849197387695","19.027849197387695","19.027849197387695","19.790000915527344","19.790000915527344","19.790000915527344","18.62154769897461","18.62154769897461","18.62154769897461","19.6200008392334","19.6200008392334","19.6200008392334","17.37146759033203","17.37146759033203","17.37146759033203","19.1299991607666","19.1299991607666","19.1299991607666"
"42","27.28145980834961","27.28145980834961","27.28145980834961","29.329999923706055","29.329999923706055","29.329999923706055","24.359743118286133","24.359743118286133","24.359743118286133","27.079999923706055","27.079999923706055","27.079999923706055","24.643054962158203","24.643054962158203","24.643054962158203","27.75","27.75","27.75","10.734862327575684","10.734862327575684","10.734862327575684","8.65999984741211","8.65999984741211","8.65999984741211","10.050878524780273","10.050878524780273","10.050878524780273","7.690000057220459","7.690000057220459","7.690000057220459","10.43697452545166","10.43697452545166","10.43697452545166","6.739999771118164","6.739999771118164","6.739999771118164","10.424047470092773","10.424047470092773","10.424047470092773","14.770000457763672","14.770000457763672","14.770000457763672","5.08070182800293","5.08070182800293","5.08070182800293","4.710000038146973","4.710000038146973","4.710000038146973","8.817476272583008","8.817476272583008","8.817476272583008","4.789999961853027","4.789999961853027","4.789999961853027","23.29247283935547","23.29247283935547","23.29247283935547","29.850000381469727","29.850000381469727","29.850000381469727","23.9635066986084","23.9635066986084","23.9635066986084","30.049999237060547","30.049999237060547","30.049999237060547","22.389314651489258","22.389314651489258","22.389314651489258","29.219999313354492","29.219999313354492","29.219999313354492"
"43","26.393712997436523","26.393712997436523","26.393712997436523","29.459999084472656","29.459999084472656","29.459999084472656","23.329370498657227","23.329370498657227","23.329370498657227","27.020000457763672","27.020000457763672","27.020000457763672","23.546037673950195","23.546037673950195","23.546037673950195","27.770000457763672","27.770000457763672","27.770000457763672","9.633265495300293","9.633265495300293","9.633265495300293","7.579999923706055","7.579999923706055","7.579999923706055","8.990488052368164","8.990488052368164","8.990488052368164","6.730000019073486","6.730000019073486","6.730000019073486","9.297969818115234","9.297969818115234","9.297969818115234","7.03000020980835","7.03000020980835","7.03000020980835","9.49431037902832","9.49431037902832","9.49431037902832","16.559999465942383","16.559999465942383","16.559999465942383","4.284087657928467","4.284087657928467","4.284087657928467","3.950000047683716","3.950000047683716","3.950000047683716","8.099693298339844","8.099693298339844","8.099693298339844","5.150000095367432","5.150000095367432","5.150000095367432","28.570606231689453","28.570606231689453","28.570606231689453","33.529998779296875","33.529998779296875","33.529998779296875","30.067398071289062","30.067398071289062","30.067398071289062","33.86000061035156","33.86000061035156","33.86000061035156","28.340486526489258","28.340486526489258","28.340486526489258","33.470001220703125","33.470001220703125","33.470001220703125"
"44","26.43730926513672","26.43730926513672","26.43730926513672","28.049999237060547","28.049999237060547","28.049999237060547","23.209739685058594","23.209739685058594","23.209739685058594","27.299999237060547","27.299999237060547","27.299999237060547","23.367319107055664","23.367319107055664","23.367319107055664","27.399999618530273","27.399999618530273","27.399999618530273","9.265447616577148","9.265447616577148","9.265447616577148","4.150000095367432","4.150000095367432","4.150000095367432","8.670561790466309","8.670561790466309","8.670561790466309","3.5899999141693115","3.5899999141693115","3.5899999141693115","8.932770729064941","8.932770729064941","8.932770729064941","3.880000114440918","3.880000114440918","3.880000114440918","7.838997840881348","7.838997840881348","7.838997840881348","17.889999389648438","17.889999389648438","17.889999389648438","3.113104820251465","3.113104820251465","3.113104820251465","4.320000171661377","4.320000171661377","4.320000171661377","6.758603572845459","6.758603572845459","6.758603572845459","3.7100000381469727","3.7100000381469727","3.7100000381469727","32.96728515625","32.96728515625","32.96728515625","43.97999954223633","43.97999954223633","43.97999954223633","34.630950927734375","34.630950927734375","34.630950927734375","44.209999084472656","44.209999084472656","44.209999084472656","33.0448112487793","33.0448112487793","33.0448112487793","43.97999954223633","43.97999954223633","43.97999954223633"
"45","26.716102600097656","26.716102600097656","26.716102600097656","29.170000076293945","29.170000076293945","29.170000076293945","23.343673706054688","23.343673706054688","23.343673706054688","28.200000762939453","28.200000762939453","28.200000762939453","23.443058013916016","23.443058013916016","23.443058013916016","28.360000610351562","28.360000610351562","28.360000610351562","10.562780380249023","10.562780380249023","10.562780380249023","1.1799999475479126","1.1799999475479126","1.1799999475479126","9.998412132263184","9.998412132263184","9.998412132263184","1.0700000524520874","1.0700000524520874","1.0700000524520874","10.314131736755371","10.314131736755371","10.314131736755371","1.090000033378601","1.090000033378601","1.090000033378601","6.904299736022949","6.904299736022949","6.904299736022949","18.8700008392334","18.8700008392334","18.8700008392334","2.6174678802490234","2.6174678802490234","2.6174678802490234","4.139999866485596","4.139999866485596","4.139999866485596","6.0992841720581055","6.0992841720581055","6.0992841720581055","5.590000152587891","5.590000152587891","5.590000152587891","34.0687370300293","34.0687370300293","34.0687370300293","36.68000030517578","36.68000030517578","36.68000030517578","35.258277893066406","35.258277893066406","35.258277893066406","37.540000915527344","37.540000915527344","37.540000915527344","34.091156005859375","34.091156005859375","34.091156005859375","36.7400016784668","36.7400016784668","36.7400016784668"
"46","26.441909790039062","26.441909790039062","26.441909790039062","33.099998474121094","33.099998474121094","33.099998474121094","22.94992446899414","22.94992446899414","22.94992446899414","32.790000915527344","32.790000915527344","32.790000915527344","23.007312774658203","23.007312774658203","23.007312774658203","32.779998779296875","32.779998779296875","32.779998779296875","12.482605934143066","12.482605934143066","12.482605934143066","9.020000457763672","9.020000457763672","9.020000457763672","11.943137168884277","11.943137168884277","11.943137168884277","8.289999961853027","8.289999961853027","8.289999961853027","12.351487159729004","12.351487159729004","12.351487159729004","8.449999809265137","8.449999809265137","8.449999809265137","6.955765724182129","6.955765724182129","6.955765724182129","13.579999923706055","13.579999923706055","13.579999923706055","2.9138712882995605","2.9138712882995605","2.9138712882995605","8.3100004196167","8.3100004196167","8.3100004196167","6.335254192352295","6.335254192352295","6.335254192352295","8.979999542236328","8.979999542236328","8.979999542236328","31.02635383605957","31.02635383605957","31.02635383605957","32.959999084472656","32.959999084472656","32.959999084472656","31.409927368164062","31.409927368164062","31.409927368164062","33.40999984741211","33.40999984741211","33.40999984741211","30.811403274536133","30.811403274536133","30.811403274536133","32.81999969482422","32.81999969482422","32.81999969482422"
"47","24.950332641601562","24.950332641601562","24.950332641601562","37.290000915527344","37.290000915527344","37.290000915527344","21.350736618041992","21.350736618041992","21.350736618041992","37.220001220703125","37.220001220703125","37.220001220703125","21.39731788635254","21.39731788635254","21.39731788635254","37.22999954223633","37.22999954223633","37.22999954223633","15.470660209655762","15.470660209655762","15.470660209655762","16.360000610351562","16.360000610351562","16.360000610351562","14.947839736938477","14.947839736938477","14.947839736938477","14.5600004196167","14.5600004196167","14.5600004196167","15.51654052734375","15.51654052734375","15.51654052734375","16.149999618530273","16.149999618530273","16.149999618530273","8.502934455871582","8.502934455871582","8.502934455871582","20.1200008392334","20.1200008392334","20.1200008392334","4.6710896492004395","4.6710896492004395","4.6710896492004395","8.9399995803833","8.9399995803833","8.9399995803833","8.006166458129883","8.006166458129883","8.006166458129883","10.329999923706055","10.329999923706055","10.329999923706055","26.193950653076172","26.193950653076172","26.193950653076172","25.139999389648438","25.139999389648438","25.139999389648438","26.017356872558594","26.017356872558594","26.017356872558594","25.170000076293945","25.170000076293945","25.170000076293945","25.79084587097168","25.79084587097168","25.79084587097168","24.690000534057617","24.690000534057617","24.690000534057617"
"48","32.71535110473633","32.71535110473633","32.71535110473633","41.16999816894531","41.16999816894531","41.16999816894531","29.795040130615234","29.795040130615234","29.795040130615234","40.779998779296875","40.779998779296875","40.779998779296875","30.05375862121582","30.05375862121582","30.05375862121582","40.849998474121094","40.849998474121094","40.849998474121094","23.025283813476562","23.025283813476562","23.025283813476562","20.8799991607666","20.8799991607666","20.8799991607666","22.692276000976562","22.692276000976562","22.692276000976562","18.6200008392334","18.6200008392334","18.6200008392334","23.342609405517578","23.342609405517578","23.342609405517578","21.239999771118164","21.239999771118164","21.239999771118164","15.173358917236328","15.173358917236328","15.173358917236328","26.1200008392334","26.1200008392334","26.1200008392334","10.618461608886719","10.618461608886719","10.618461608886719","13.890000343322754","13.890000343322754","13.890000343322754","14.001314163208008","14.001314163208008","14.001314163208008","15.170000076293945","15.170000076293945","15.170000076293945","21.23019027709961","21.23019027709961","21.23019027709961","23.520000457763672","23.520000457763672","23.520000457763672","20.575485229492188","20.575485229492188","20.575485229492188","22.1200008392334","22.1200008392334","22.1200008392334","19.937803268432617","19.937803268432617","19.937803268432617","21.6299991607666","21.6299991607666","21.6299991607666"
"49","30.525781631469727","30.525781631469727","30.525781631469727","39.16999816894531","39.16999816894531","39.16999816894531","27.399158477783203","27.399158477783203","27.399158477783203","36.25","36.25","36.25","27.644485473632812","27.644485473632812","27.644485473632812","36.63999938964844","36.63999938964844","36.63999938964844","29.048038482666016","29.048038482666016","29.048038482666016","28.969999313354492","28.969999313354492","28.969999313354492","27.848918914794922","27.848918914794922","27.848918914794922","28.530000686645508","28.530000686645508","28.530000686645508","29.87310791015625","29.87310791015625","29.87310791015625","28.450000762939453","28.450000762939453","28.450000762939453","19.753984451293945","19.753984451293945","19.753984451293945","17.549999237060547","17.549999237060547","17.549999237060547","17.22773551940918","17.22773551940918","17.22773551940918","16.940000534057617","16.940000534057617","16.940000534057617","19.034893035888672","19.034893035888672","19.034893035888672","17.020000457763672","17.020000457763672","17.020000457763672","18.466781616210938","18.466781616210938","18.466781616210938","19.09000015258789","19.09000015258789","19.09000015258789","17.845367431640625","17.845367431640625","17.845367431640625","17.09000015258789","17.09000015258789","17.09000015258789","17.268447875976562","17.268447875976562","17.268447875976562","16.770000457763672","16.770000457763672","16.770000457763672"
"50","26.526193618774414","26.526193618774414","26.526193618774414","30.34000015258789","30.34000015258789","30.34000015258789","23.115819931030273","23.115819931030273","23.115819931030273","28.739999771118164","28.739999771118164","28.739999771118164","23.361007690429688","23.361007690429688","23.361007690429688","28.510000228881836","28.510000228881836","28.510000228881836","28.074928283691406","28.074928283691406","28.074928283691406","23.709999084472656","23.709999084472656","23.709999084472656","26.390676498413086","26.390676498413086","26.390676498413086","23.280000686645508","23.280000686645508","23.280000686645508","28.90560531616211","28.90560531616211","28.90560531616211","23.239999771118164","23.239999771118164","23.239999771118164","27.817182540893555","27.817182540893555","27.817182540893555","19.979999542236328","19.979999542236328","19.979999542236328","25.900503158569336","25.900503158569336","25.900503158569336","20.149999618530273","20.149999618530273","20.149999618530273","27.16278076171875","27.16278076171875","27.16278076171875","20.1299991607666","20.1299991607666","20.1299991607666","18.238277435302734","18.238277435302734","18.238277435302734","17.360000610351562","17.360000610351562","17.360000610351562","18.097789764404297","18.097789764404297","18.097789764404297","16.219999313354492","16.219999313354492","16.219999313354492","17.324562072753906","17.324562072753906","17.324562072753906","16.170000076293945","16.170000076293945","16.170000076293945"
"51","22.883943557739258","22.883943557739258","22.883943557739258","29.510000228881836","29.510000228881836","29.510000228881836","19.24919891357422","19.24919891357422","19.24919891357422","26.639999389648438","26.639999389648438","26.639999389648438","19.484973907470703","19.484973907470703","19.484973907470703","26.270000457763672","26.270000457763672","26.270000457763672","25.916091918945312","25.916091918945312","25.916091918945312","18.25","18.25","18.25","24.205596923828125","24.205596923828125","24.205596923828125","17.950000762939453","17.950000762939453","17.950000762939453","26.595638275146484","26.595638275146484","26.595638275146484","17.899999618530273","17.899999618530273","17.899999618530273","32.908958435058594","32.908958435058594","32.908958435058594","28.469999313354492","28.469999313354492","28.469999313354492","30.696901321411133","30.696901321411133","30.696901321411133","28.780000686645508","28.780000686645508","28.780000686645508","32.1524543762207","32.1524543762207","32.1524543762207","28.920000076293945","28.920000076293945","28.920000076293945","17.473237991333008","17.473237991333008","17.473237991333008","16.290000915527344","16.290000915527344","16.290000915527344","17.693077087402344","17.693077087402344","17.693077087402344","15.15999984741211","15.15999984741211","15.15999984741211","16.891529083251953","16.891529083251953","16.891529083251953","15.109999656677246","15.109999656677246","15.109999656677246"
"52","21.253963470458984","21.253963470458984","21.253963470458984","30.1200008392334","30.1200008392334","30.1200008392334","17.35843276977539","17.35843276977539","17.35843276977539","27.079999923706055","27.079999923706055","27.079999923706055","17.571834564208984","17.571834564208984","17.571834564208984","26.3799991607666","26.3799991607666","26.3799991607666","23.717269897460938","23.717269897460938","23.717269897460938","18.920000076293945","18.920000076293945","18.920000076293945","22.230812072753906","22.230812072753906","22.230812072753906","18.670000076293945","18.670000076293945","18.670000076293945","24.201213836669922","24.201213836669922","24.201213836669922","18.59000015258789","18.59000015258789","18.59000015258789","31.393659591674805","31.393659591674805","31.393659591674805","28.270000457763672","28.270000457763672","28.270000457763672","29.14952278137207","29.14952278137207","29.14952278137207","28.360000610351562","28.360000610351562","28.360000610351562","30.65781593322754","30.65781593322754","30.65781593322754","28.6200008392334","28.6200008392334","28.6200008392334","17.205167770385742","17.205167770385742","17.205167770385742","17.110000610351562","17.110000610351562","17.110000610351562","17.663883209228516","17.663883209228516","17.663883209228516","15.979999542236328","15.979999542236328","15.979999542236328","16.840667724609375","16.840667724609375","16.840667724609375","15.90999984741211","15.90999984741211","15.90999984741211"
"53","20.990957260131836","20.990957260131836","20.990957260131836","29.280000686645508","29.280000686645508","29.280000686645508","16.870141983032227","16.870141983032227","16.870141983032227","27.790000915527344","27.790000915527344","27.790000915527344","17.09335708618164","17.09335708618164","17.09335708618164","27.15999984741211","27.15999984741211","27.15999984741211","21.30206871032715","21.30206871032715","21.30206871032715","19.56999969482422","19.56999969482422","19.56999969482422","20.217958450317383","20.217958450317383","20.217958450317383","19.15999984741211","19.15999984741211","19.15999984741211","21.543485641479492","21.543485641479492","21.543485641479492","19.1299991607666","19.1299991607666","19.1299991607666","26.434659957885742","26.434659957885742","26.434659957885742","23.719999313354492","23.719999313354492","23.719999313354492","24.346834182739258","24.346834182739258","24.346834182739258","23.6299991607666","23.6299991607666","23.6299991607666","25.76081085205078","25.76081085205078","25.76081085205078","23.889999389648438","23.889999389648438","23.889999389648438","17.25951385498047","17.25951385498047","17.25951385498047","17.559999465942383","17.559999465942383","17.559999465942383","17.777000427246094","17.777000427246094","17.777000427246094","16.540000915527344","16.540000915527344","16.540000915527344","16.874116897583008","16.874116897583008","16.874116897583008","16.3799991607666","16.3799991607666","16.3799991607666"
"54","21.26681900024414","21.26681900024414","21.26681900024414","28.56999969482422","28.56999969482422","28.56999969482422","17.012657165527344","17.012657165527344","17.012657165527344","27.530000686645508","27.530000686645508","27.530000686645508","17.23710823059082","17.23710823059082","17.23710823059082","26.90999984741211","26.90999984741211","26.90999984741211","17.8875732421875","17.8875732421875","17.8875732421875","16.209999084472656","16.209999084472656","16.209999084472656","17.361587524414062","17.361587524414062","17.361587524414062","15.949999809265137","15.949999809265137","15.949999809265137","17.80611801147461","17.80611801147461","17.80611801147461","15.890000343322754","15.890000343322754","15.890000343322754","23.400888442993164","23.400888442993164","23.400888442993164","19.979999542236328","19.979999542236328","19.979999542236328","21.405969619750977","21.405969619750977","21.405969619750977","19.709999084472656","19.709999084472656","19.709999084472656","22.6549072265625","22.6549072265625","22.6549072265625","19.93000030517578","19.93000030517578","19.93000030517578","18.215473175048828","18.215473175048828","18.215473175048828","19.799999237060547","19.799999237060547","19.799999237060547","18.84939193725586","18.84939193725586","18.84939193725586","19.100000381469727","19.100000381469727","19.100000381469727","17.663057327270508","17.663057327270508","17.663057327270508","18.709999084472656","18.709999084472656","18.709999084472656"
"55","21.159862518310547","21.159862518310547","21.159862518310547","28.780000686645508","28.780000686645508","28.780000686645508","16.86009407043457","16.86009407043457","16.86009407043457","27.43000030517578","27.43000030517578","27.43000030517578","17.078054428100586","17.078054428100586","17.078054428100586","26.969999313354492","26.969999313354492","26.969999313354492","16.402441024780273","16.402441024780273","16.402441024780273","14.739999771118164","14.739999771118164","14.739999771118164","16.204914093017578","16.204914093017578","16.204914093017578","14.40999984741211","14.40999984741211","14.40999984741211","16.226051330566406","16.226051330566406","16.226051330566406","14.420000076293945","14.420000076293945","14.420000076293945","20.562732696533203","20.562732696533203","20.562732696533203","17.670000076293945","17.670000076293945","17.670000076293945","18.955202102661133","18.955202102661133","18.955202102661133","17.190000534057617","17.190000534057617","17.190000534057617","19.84752082824707","19.84752082824707","19.84752082824707","17.440000534057617","17.440000534057617","17.440000534057617","19.966571807861328","19.966571807861328","19.966571807861328","18.420000076293945","18.420000076293945","18.420000076293945","20.860164642333984","20.860164642333984","20.860164642333984","18.020000457763672","18.020000457763672","18.020000457763672","19.29339027404785","19.29339027404785","19.29339027404785","17.559999465942383","17.559999465942383","17.559999465942383"
