hour,DAM_SP15,DAM_NP15,DAM_ZP26
2021-12-07 09:00:00,41.32169,41.97067,40.9118
2021-12-08 03:00:00,74.31297,74.16696,74.31297
2021-12-08 04:00:00,67.63,67.54027,67.63
2021-12-08 01:00:00,96.51,95.731,96.08403
2021-12-08 07:00:00,50.07664,49.90514,49.51535
2021-12-08 05:00:00,59.78117,59.63945,59.18348
2021-12-08 06:00:00,55.63826,55.60376,55.10925
2021-12-08 00:00:00,80.55921,80.3209,80.56
2021-12-08 02:00:00,82.0,81.87734,82.0
2021-12-08 22:00:00,36.10502,45.74061,47.53311
2021-12-08 08:00:00,56.17694,54.61774,55.88171
2021-12-08 21:00:00,30.80236,39.80754,40.97682
2021-12-08 11:00:00,48.05301,45.71153,45.99715
2021-12-08 16:00:00,47.27916,52.49757,56.2607
2021-12-08 20:00:00,31.51824,40.33045,40.97221
2021-12-08 18:00:00,37.78578,43.74826,48.10282
2021-12-08 15:00:00,62.6471,66.88806,70.09004
2021-12-08 19:00:00,33.01521,44.62291,44.62291
2021-12-08 14:00:00,68.96562,70.97005,72.48044
2021-12-08 10:00:00,48.07702,45.28602,45.67463
2021-12-08 12:00:00,51.06,48.82221,49.21462
2021-12-08 13:00:00,58.19747,55.58658,56.09804
2021-12-08 23:00:00,44.7808,51.69365,54.22616
2021-12-08 17:00:00,44.29177,49.72598,53.8826
2021-12-08 09:00:00,48.56329,45.80575,46.07819
2021-11-10 06:00:00,60.41259,61.19392,59.55
2021-11-10 00:00:00,88.38604,84.37488,84.39869
2021-11-10 07:00:00,60.44386,60.24,58.58005
2021-11-10 04:00:00,72.42086,71.11718,70.87274
2021-11-10 01:00:00,114.77951,110.82804,112.3946
2021-11-10 05:00:00,65.32543,65.50018,64.31721
2021-11-10 03:00:00,82.71371,80.92,80.70002
2021-11-10 02:00:00,89.20188,87.22043,87.34827
2021-11-10 18:00:00,40.77028,43.68315,39.92839
2021-11-10 21:00:00,41.51404,43.87633,40.5313
2021-11-10 19:00:00,38.43856,40.84212,37.58953
2021-11-10 22:00:00,48.57724,50.29099,47.28415
2021-11-10 13:00:00,67.16828,65.90184,65.66828
2021-11-10 15:00:00,62.11394,63.63777,61.36745
2021-11-10 11:00:00,51.10984,50.57316,50.0
2021-11-10 23:00:00,62.84424,62.80525,60.83
2021-11-10 16:00:00,50.84927,54.0596,50.12239
2021-11-10 14:00:00,78.57264,77.13185,77.09352
2021-11-10 17:00:00,44.65707,47.70849,43.80236
2021-11-10 08:00:00,52.38533,50.97661,50.71421
2021-11-10 12:00:00,53.06637,52.74999,51.97953
2021-11-10 20:00:00,39.0109,41.31767,38.18193
2021-11-10 09:00:00,51.54916,50.96427,50.49004
2021-11-10 10:00:00,51.1639,50.47935,50.11356
2021-10-21 05:00:00,68.21119,68.55283,68.19617
